name,address,international_phone_number,url,rating,reviews_count,language
Agenzia Immobiliare Milano Mediem,"V.le Beatrice d'Este, 3a, 20122 Milano MI, Italia",+39 02 5831 7190,http://www.mediemagency.it/,4.9,58.0,it
Professione Casa,"Via dei Garibaldini, 3, 20019 Settimo Milanese MI, Italia",,https://www.professionecasa.it/,,,it
Immobiliare Galvani 13 srl,"Via IV Novembre, 11, 20019 Settimo Milanese MI, Italia",,,,,it
elite Immobiliare srl,"Via Torquato Tasso, 11, 20123 Milano MI, Italia",+39 02 8698 2979,https://www.eliteimmobiliare.net/,4.8,61.0,it
San Martino Immobiliare .Net | Giovanni Lugli | L'IMMOBILIARE.COM MILANO CINQUE GIORNATE,"Piazza Cinque Giornate, 1, 20129 Milano MI, Italia",+39 02 7012 5735,https://www.sanmartinoimmobiliare.net/,4.7,37.0,it
IMI Immobiliare Milano - Agenzia Sant'Ambrogio-Solari,"Piazza Sant'Agostino, 16, 20123 Milano MI, Italia",+39 02 435635,https://imi.it/agenzie/imi-immobiliare-santagostino/,4.7,55.0,it
MONTI32 Immobili,"Via Piero Capponi, 3, 20145 Milano MI, Italia",+39 02 498 4412,http://www.monti32.it/,4.3,94.0,it
Agenzia Immobiliare Milano Marghera Real Estate,"Via Marghera, 53, 20149 Milano MI, Italia",+39 02 3656 0866,http://www.milanomarghera.com/,4.7,43.0,it
Orim Srl - Agenzia Immobiliare Milano,"sede Legale, Via Vincenzo Monti, 79/5, 20145 Milano MI, Italia",+39 02 2900 5368,http://www.orim-mi.it/,5.0,1.0,it
DREAM HOUSE MILANO,"Viale Certosa, 19, 20149 Milano MI, Italia",+39 02 4547 0250,https://www.dreamhousemilano.it/,4.8,150.0,it
AGENZIA IMMOBILIARE MILANO,"Via Odoardo Tabacchi, 3, 20136 Milano MI, Italia",+39 02 5810 2714,http://www.mancasa.net/,5.0,3.0,it
Affiliato Tecnocasa Teseo S.R.L.,"Via Giuseppe Garibaldi, 93, 20007 Cornaredo MI, Italia",+39 02 9356 2074,https://cornaredo1.tecnocasa.it/,4.9,274.0,it
Immobiliare Sam S.R.L.,"Piazzale Ferdinando Martini, 1, 20137 Milano MI, Italia",+39 02 545 5574,http://www.immobiliaresam.it/,4.4,68.0,it
Agenzia Immobiliare Dove.it - Milano,"Via Nino Bixio, 7, 20129 Milano MI, Italia",+39 02 8717 8289,https://www.dove.it/agenzie-immobiliari/milano/agenzia-immobiliare-doveit-milano?utm_source=google&utm_medium=organic&utm_campaign=gmb-link,4.1,145.0,it
Affiliato Tecnocasa Teseo S.R.L.,"Piazza Ten. Filippo Dubini, 27, 20007 Cornaredo MI, Italia",+39 02 9356 2006,https://cornaredo2.tecnocasa.it/,4.8,202.0,it
Giancarlo Abiuso Re/Max Trinity,"Via dei Garibaldini, 7/1, 20019 Settimo Milanese MI, Italia",+39 348 734 1202,,,,it
Giga Industriale,"Via Assiano, 8, 20019 Settimo Milanese MI, Italia",+39 349 854 1565,,,,it
Gabetti Milano Tolstoj - Pasco Immobiliare Srl,"Via Fezzan, 2, 20146 Milano MI, Italia",+39 02 4895 2041,https://www.gabetti.it/agenzia/milano-tolstoj,4.6,11.0,it
Gabetti Rho,"Via Buon Gesù, 39A, 20017 Rho MI, Italia",+39 0331 585871,https://www.gabetti.it/,5.0,2.0,it
Dhome Real Estate,"Via Fabio Filzi, 7, 20124 Milano MI, Italia",+39 02 0024 9564,https://dhome-re.it/,4.4,58.0,it
A.P. Servizi Immobiliari,"Via Quinto Romano, 17, 20153 Milano MI, Italia",,,,,it
Engel & Völkers Milano Fiera,"Via Michelangelo Buonarroti, 21, 20149 Milano MI, Italia",+39 02 9443 3321,https://www.engelvoelkers.com/it/it/milano,4.8,20.0,it
Cofim Immobiliare - Milano,"Via della Moscova, 46, 20121 Milano MI, Italia",+39 02 657 5344,http://www.cofim-immobiliare.it/,4.6,38.0,it
Mi Home Milano,"Via Pier Paolo Pasolini, 19, 20151 Milano MI, Italia",+39 349 437 4098,https://www.mihomemilano.com/,3.8,12.0,it
Milano Property Manager - Gestione affitti brevi Milano,,+39 351 829 0598,https://www.milanopropertymanager.it/,,,it
Santa Lucia Immobiliare,"Piazza Giovanni Amendola, 1, 20149 Milano MI, Italia",+39 02 6408 4092,https://www.santaluciaimmobiliare.com/,4.7,56.0,en
Immobiliare Italia,"Via Antonio Stradivari, 8, 20131 Milano MI, Italia",+39 02 2940 4000,,3.0,2.0,it
Primacasare Cornaredo di Saverio Spadea,"Via Milano, 85, 20007 Cornaredo MI, Italia",+39 02 936 2521,,5.0,1.0,it
Astesolution,"Via Barni, 3, 20019 Settimo Milanese MI, Italia",,http://www.astesolution.it/,,,it
Fondocasa Milano Udine/Lambrate,"Via Ronchi, 11, 20100 Milano MI, Italia",+39 02 3329 5067,https://www.fondocasa.it/agenzie_immobiliari.php?pr=MI,5.0,101.0,it
Aldo Zhuri Assistente M&C Studio Immobiliare Gruppo Abitare,"Via IV Novembre, 36, 20021 Bollate MI, Italia",+39 328 144 5180,http://www.abitarerealestate.it/,5.0,107.0,it
CR IMMOBILI RE Srl,"Piazza Solferino, 10, 20021 Bollate MI, Italia",+39 02 3830 6701,http://www.crimmobili.it/,4.9,126.0,it
Immobiliare Balestrucci,"Piazza S. Francesco, 13, 20021 Bollate MI, Italia",+39 02 4792 3778,https://www.immobiliarebalestrucci.com/,5.0,64.0,it
In Casa Effeimmobiliare,"Via Don Vincenzo Donadeo, 19, 20021 Bollate MI, Italia",+39 02 3830 6404,http://www.effeimmobiliare.it/,4.7,41.0,it
G-CASA IMMOBILIARE,"Via Roma, 37, 20021 Bollate MI, Italia",+39 348 977 7557,http://www.g-casa.it/,4.7,61.0,it
RE/MAX Fiducia,"Via Magenta, 22, 20021 Bollate MI, Italia",+39 02 2316 5393,https://www.immobiliarefiducia.com/,4.5,138.0,it
Agenzia Immobiliare Tempocasa Bollate,"Via Giacomo Matteotti, 10, 20021 Bollate MI, Italia",+39 02 8348 8883,https://tempocasa.it/it/agenzie-immobiliari/milano/bollate/728-bollate,4.8,200.0,it
Agenzia Immobiliare DUO ANDAR Bollate s.r.l.,"Via Sartirana, 1, 20021 Bollate MI, Italia",+39 02 3830 6415,http://www.duoandar.com/,4.0,28.0,it
Abitare Real Estate,"Via IV Novembre, 36, 20021 Bollate MI, Italia",+39 02 350 4900,http://www.abitarerealestate.it/,4.0,5.0,it
Caracciolo Studio Immobiliare,"Via IV Novembre, 1A, 20021 Bollate MI, Italia",+39 334 817 2098,http://www.caracciolostudioimmobiliare.it/,4.9,33.0,it
CONSULENZE IMMOBILIARI BOLLATE SRL,"Via Roma, 22, 20021 Bollate MI, Italia",+39 02 350 1584,http://www.consulenzeimmobiliari.biz/,4.1,12.0,it
Immobiliare in Rosa,,+39 349 429 3071,https://immobiliareinrosa.com/,4.9,18.0,it
LB HOME Real Estate,"Via Conciliazione, 7, 20021 Baranzate MI, Italia",+39 345 105 2076,,5.0,9.0,it
Agenzia immobiliare Tempocasa Bollate - Cassina Nuova,"Via S. Bernardo, 25, 20021 Bollate MI, Italia",+39 02 8277 2550,https://www.tempocasabollatecassinanuova.it/,4.6,46.0,en
Affiliato Tecnorete Mazzocchi Stefano,"Via XI Febbraio, 3, 20021 Bollate MI, Italia",+39 02 3830 3166,https://bollate1.tecnorete.it/,4.8,97.0,it
Multimedia Immobiliare,"Piazza S. Francesco, 6, 20021 Bollate MI, Italia",+39 02 350 5006,http://www.multimediaimmobiliare.it/,3.4,58.0,it
Agenzia Immobiliare Tempocasa Baranzate,"Via Milano, 220, 20021 Baranzate MI, Italia",+39 02 4775 7501,https://tempocasa.it/it/agenzie-immobiliari/milano/baranzate/1335-baranzate,4.6,10.0,it
Agenzia Immobiliare Tempocasa Novate Milanese,"Via Cavour, 1, 20026 Novate Milanese MI, Italia",+39 02 4954 2894,https://tempocasa.it/it/agenzie-immobiliari/milano/novate-milanese/734-novate-milanese,4.9,408.0,it
Immobiliare Casatua Arese,"Via Caduti, 7, 20044 Arese MI, Italia",+39 02 9358 1030,http://www.casatuaonline.it/,4.5,119.0,it
Nuova Casa,"Viale Monte Resegone, 17, 20044 Arese MI, Italia",+39 02 9358 0852,http://www.nuovacasaweb.com/,4.8,61.0,it
Cosmo Srl - Bollate (MI),"Via Magenta, 8, 20021 Bollate MI, Italia",+39 02 3830 6589,http://www.misterhouse.it/,4.2,25.0,it
Agenzia Immobiliare Tempocasa Arese,"Via G. Mattei, 6, 20044 Arese MI, Italia",+39 02 938 3236,https://tempocasa.it/it/agenzie-immobiliari/milano/arese/446-arese,4.8,166.0,it
IMMOBILIARE LESSONA VENDITE VIA PERINI,"Via Michele Lessona, 9, 20157 Milano MI, Italia",+39 02 3320 2090,https://www.immobiliarelessona.it/,4.9,109.0,it
Agenzia immobiliare Tempocasa Garbagnate Milanese,"Via Manzoni, 23, 20024 Garbagnate Milanese MI, Italia",+39 02 995 9903,https://tempocasa.it/it/agenzie-immobiliari/milano/garbagnate-milanese/443-garbagnate-milanese,4.8,161.0,it
Mecca Immobili di Daniele Mecca,"Via Val di Bondo, 16, 20161 Milano MI, Italia",+39 393 903 0056,http://www.meccaimmobili.it/,5.0,96.0,it
Raimondi Evalli Laura Agente immobiliare Re/Max TEAM EVALLI,"Via Giuseppe Garibaldi, 88/C, 20024 Garbagnate Milanese MI, Italia",+39 329 307 7131,https://www.remax.it/trova/agenti-agenzie/agente/laura-raimondi-evalli,4.9,59.0,it
Agenzia Immobiliare Tempocasa Milano - Affori,"Viale Affori, 1, 20161 Milano MI, Italia",+39 02 8738 2646,https://tempocasa.it/it/agenzie-immobiliari/milano/milano/298-milano-affori,4.8,448.0,it
BEU IMMOBILIARE,"Via Monza, 4, 20024 Garbagnate Milanese MI, Italia",+39 02 2318 9097,https://www.beuimmobiliare.it/,5.0,23.0,it
Consulenze Immobiliari Er.gi,"Via Milano, 48, 20024 Garbagnate Milanese MI, Italia",+39 02 995 4481,,4.5,18.0,it
Agenzia Immobiliare Tempocasa Milano Quarto Oggiaro,"Via Carlo Amoretti, 6, 20157 Milano MI, Italia",+39 02 8355 5115,https://tempocasa.it/it/agenzie-immobiliari/milano/milano/721-milano-quarto-oggiaro,4.8,137.0,it
attrazione casa novate,"Via Bertola, 2a, 20026 Novate Milanese MI, Italia",+39 347 524 5844,http://www.attrazionecasa.it/,4.6,25.0,it
DR IMMOBILIARE,"Via Giuseppe Garibaldi, 60, 20024 Garbagnate Milanese MI, Italia",+39 02 9902 1212,http://www.dr-immobiliare.it/,4.8,88.0,it
RE/MAX Essenza 2,"Via Roma, 31, 20021 Bollate MI, Italia",+39 02 6413 5187,https://www.remax.it/essenza2,4.6,9.0,it
RE/MAX Punto Casa,"Via Manzoni, 50, 20024 Garbagnate Milanese MI, Italia",+39 02 9902 8300,https://www.remax.it/puntocasa,4.4,25.0,it
CFCASE IMMOBILIARE,"Via Sempione, 221, Via Sempione, 223, 20016 Pero MI, Italia",+39 380 583 7770,,5.0,7.0,it
RE/MAX Class 3,"Viale Luigi Einaudi, 29, 20020 Arese MI, Italia",+39 02 9147 1153,https://www.remax.it/class3,4.5,16.0,it
DH Real Estate,"Via Caduti Bollatesi, 14, 20021 Bollate MI, Italia",+39 02 9144 3959,http://www.dhrealestate.net/,5.0,2.0,it
Vendiamola,"Via Monza, 33, 20024 Garbagnate Milanese MI, Italia",+39 351 869 9772,http://www.vendiamola.it/,4.3,9.0,it
Soluzioni immobili@ri,"Via Michele Novaro, 1, 20161 Milano MI, Italia",+39 02 4548 7617,https://www.soluzioniimmobiliari.info/,5.0,95.0,it
Origgi Immobiliare,"Via G. Mattei, 2, 20020 Arese MI, Italia",+39 02 9432 4934,,4.2,18.0,it
Agenzia immobiliare Iconacasa Milano Quarto Oggiaro,"Via Privata Tina di Lorenzo, 3, 20157 Milano MI, Italia",+39 389 871 5393,https://www.iconacasa.com/,4.8,66.0,it
vogliovenderecasa.it,,+39 351 672 7772,https://www.vogliovenderecasa.it/,5.0,3.0,it
SoloAffitti Bollate,"Via Giacomo Matteotti, 11, 20021 Bollate MI, Italia",+39 02 6666 8776,https://www.soloaffitti.it/agenzia/bollate,5.0,1.0,it
"Dama Real Estate Srl - Vendita e Affitto Immobili industriali e Commerciali, Capannoni, Terreni.","Via Alcide De Gasperi, 111, 20017 Rho MI, Italia",+39 02 9976 2500,http://www.damarealestate.it/,5.0,6.0,it
Rosario Delle Stelle - iad Italia,"Via Bruno Buozzi, 14, 20037 Paderno Dugnano MI, Italia",+39 02 7861 9050,https://www.iad-italia.it/consulente-immobiliare/rosario.delle-stelle,4.5,30.0,it
Servizi Immobiliari Arese,"Piazza 11 Settembre, 2, 20044 Arese MI, Italia",+39 02 9358 3222,http://immobiliarearese.it/,5.0,2.0,it
Affiliato Tecnorete Agf S.A.S.,"Via Giuseppe Garibaldi, 126, 20024 Garbagnate Milanese MI, Italia",+39 02 4969 3530,https://garbagnatemilanese1.tecnorete.it/,5.0,129.0,it
Affiliato Tecnocasa Immobiliare Litta Tre S.A.S.,"Via degli Orti, 11, 20020 Arese MI, Italia",+39 02 9976 0070,https://arese1.tecnocasa.it/,4.9,15.0,fr
Agenzia immobiliare Tempocasa Milano Bruzzano,"Piazza Giustino Fortunato, 9, 20161 Milano MI, Italia",+39 02 2111 8704,https://www.tempocasamilanobruzzano.it/,4.7,238.0,it
Gruppocasa - Agenzia immobiliare Arese,"Via Caduti, 65, 20044 Arese MI, Italia",+39 02 938 5666,http://www.gruppocasa.it/,4.3,6.0,it
BICOCCA IMMOBILIARI,"Via Pace, 20021 Bollate MI, Italia",,,,,it
Agenzia Immobiliare Tempocasa Milano - Comasina,"Via Alessandro Litta Modignani, 7, 20161 Milano MI, Italia",+39 02 9286 1476,https://tempocasa.it/it/agenzie-immobiliari/milano/milano/1143-milano-comasina,4.9,54.0,it
Panorama Immobiliare Di Verrone Gerardo,"Via Alessandro Astesani, 56, 20161 Milano MI, Italia",+39 02 6620 2342,https://www.panoramaimmobiliare.biz/,4.9,59.0,it
Agente immobiliare MAURIZIO BARDARO,"Via Bertola, 2, 20026 Novate Milanese MI, Italia",+39 345 048 1539,,,,it
Agenzia Immobiliare Tempoagency - Cormano,"Via Po, 41, 20032 Cormano MI, Italia",+39 375 841 9851,https://tempocasa.it/it/agenzie-immobiliari/milano/cormano/1457-tempoagency-cormano,5.0,3.0,it
Studio Immobiliare Mascheroni Di Mascheroni Mauro,"Via Gaspare Rotondi, 95, 20037 Paderno Dugnano MI, Italia",+39 02 9108 4633,http://www.immobiliaremascheroni.it/,4.9,89.0,it
Agenzia Immobiliare Tempocasa Paderno Dugnano - Centro,"Via Gaspare Rotondi, 48, 20037 Paderno Dugnano MI, Italia",+39 02 9108 2284,https://tempocasa.it/it/agenzie-immobiliari/milano/paderno-dugnano/447-paderno-dugnano-centro,4.8,261.0,it
Immobiliare Global,"Via Reali, 13, 20037 Paderno Dugnano MI, Italia",+39 351 711 9611,http://www.immglobal.it/,5.0,12.0,it
Gabetti Novate Milanese,"Via Giuseppe Garibaldi, 31, 20026 Novate Milanese MI, Italia",+39 02 354 6327,https://www.gabetti.it/agenzia/novate-milanese,,,it
Affiliato Tecnocasa Studio Novate Milanese S.N.C.,"Via Repubblica, 13/B, 20026 Novate Milanese MI, Italia",+39 02 354 2918,https://novatemilanese1.tecnocasa.it/,4.8,76.0,it
Appartamenti Antica Corte Milanese,"Via Repubblica, 86, 20026 Novate Milanese MI, Italia",+39 338 706 7796,https://www.anticacortemilanese.it/,3.4,86.0,it
Studio Lessona Milano dal 1994,"Via Michele Lessona, 48, 20157 Milano MI, Italia",+39 345 343 0948,http://www.studiolessonamilano.it/,4.8,54.0,it
Agenzia Immobiliare Tempocasa Segrate - Milano Due,"Residenza Botteghe, 20054 Segrate MI, Italia",+39 02 214 0310,,4.8,182.0,it
Immobiliare San Felice - Vendita case e appartamenti Segrate e Milano,"Piazza Centro Commerciale, 81, 20054 Milano San Felice MI, Italia",+39 02 7030 0128,http://www.immobiliaresanfelice.it/,4.9,111.0,it
M&F Real Estate Agency,"Via XXV Aprile, 10, 20090 Segrate MI, Italia",+39 02 2187 1476,http://www.mfrealestateagency.it/,4.7,46.0,it
Progetto Casa,"Residenza Botteghe, 20054 Milano MI, Italia",+39 02 213 7311,http://www.progettocasasegrate.it/,4.8,37.0,it
Programma Casa,"Via Emilia, 18, 20054 Segrate MI, Italia",+39 02 2692 3233,https://www.programmacasa.it/,4.5,71.0,it
Immobiliare Segrate,"Via Roma, 17, 20054 Segrate MI, Italia",+39 02 213 5101,http://www.immobiliaresegrate.it/,4.8,46.0,it
MAGGI Immobiliare,"Via Monzese, 14, 20054 Segrate MI, Italia",+39 02 213 8994,http://maggiimmobiliare.it/,5.0,23.0,it
CFC Immobiliare,"Via Gramsci, 23, 20054 Segrate MI, Italia",+39 02 2217 9141,http://www.cfcimmobiliare.it/,4.6,49.0,it
Cofim Immobiliare - Milano San Felice,"Piazza Centro Commerciale, 27, 20054 Milano San Felice MI, Italia",+39 02 753 4043,http://www.cofim-immobiliare.it/,4.2,42.0,it
CEBARSEGRATE,"Via Roma, 20, 20054 Segrate MI, Italia",+39 02 213 8783,http://www.cebarsegrate.it/,4.8,67.0,it
Gram Casa sas,"Via Per Redecesio, 12, 20054 Segrate MI, Italia",+39 02 2692 0528,http://www.gramcasa.it/,4.6,5.0,it
Criffo' Immobiliare,"Residenza Mestieri, 1, 20054 Segrate MI, Italia",+39 02 2641 0102,http://www.criffo.it/,4.5,4.0,it
Immobiliare De Donato,"Via Cassanese, 38, 20090 Segrate MI, Italia",+39 02 3981 0026,http://www.immobiliare-dedonato.it/,4.8,35.0,it
Agenzia Immobiliare Criffò 2 S.r.l.,"Via Commenda, 2/B, 20090 Segrate MI, Italia",+39 02 7000 6509,http://www.vendeimmobili.it/,3.5,4.0,it
Studio Milano Due,"Via Residenza Ponti, 20054 Segrate MI, Italia",+39 02 2641 1981,http://www.studiomilanodue.it/,3.0,21.0,it
G&A servizi e consulenze immobiliari,"Residenza Botteghe, 1, 20054 Segrate MI, Italia",+39 02 4651 3768,http://www.serviziconsulenzeimmobiliari.it/,,,it
Affiliato Tecnocasa Studio Segrate S.R.L.,"Via XXV Aprile, 17, 20090 Segrate MI, Italia",+39 02 213 9331,https://segrate2.tecnocasa.it/,4.9,65.0,it
Immobiliare DsT,"Via Privata Trasimeno, 8, 20128 Milano MI, Italia",+39 02 5656 7492,http://www.immobiliaredst.it/,4.9,222.0,it
F.M Immobiliare di Francesco Maccari,"Piazza Centro Commerciale, 13, 20054 Milano San Felice MI, Italia",+39 02 7030 0806,http://www.fmimmobiliare.eu/,4.4,63.0,it
Immobiliare Brandini,"Via Gramsci, 45, 20054 Segrate MI, Italia",+39 02 213 7916,http://www.immobiliarebrandini.it/,3.2,9.0,it
Casa & Impresa Immobiliare,"Via Sant'Anna, 15, 20090 Vimodrone MI, Italia",+39 02 9144 3532,http://www.casaeimpresa.com/,4.9,137.0,it
Estivo Srl,"Piazza Centro Commerciale, 66, 20054 Segrate MI, Italia",+39 030 225049,,4.5,2.0,it
Agenzia immobiliare Tempocasa Milano - Lambrate,"Viale delle Rimembranze di Lambrate, 9, 20134 Milano MI, Italia",+39 02 215 7806,https://www.tempocasamilanolambrate.it/,4.8,232.0,it
Studio Immobiliare Bassini S.R.L.,"Via Edoardo Bassini, 45, 20123 Milano MI, Italia",+39 02 4964 6777,,4.9,40.0,fr
Immobiliare Internazionale,"Residenza Sagittario, 20054 Segrate MI, Italia",+39 02 264 0582,https://immobinternazionale.it/,1.0,2.0,it
AGENZIA IMMOBILIARE NOVACASA Servizi Immobiliari,"Via Andrea Mantegna, 62/D, 20096 Pioltello MI, Italia",+39 02 9210 6659,http://www.novacasa.eu/,4.8,61.0,it
MakeCasa Segrate,"Via XXV Aprile, 37, 20054 Segrate MI, Italia",+39 351 472 7825,http://www.makecasa.it/,,,it
TMT Immobiliare,"Via Tucidide, 56, 20134 Milano MI, Italia",+39 334 164 9581,https://www.tmtimmobiliare.com/,5.0,2.0,it
Immobiliare Lambrate,"Via Muzio Scevola, 1, 20134 Milano MI, Italia",+39 02 3659 7403,http://www.immobiliarelambrate.it/,4.5,77.0,it
Sogestim sas - Agenzia immobiliare Pioltello,"Via Andrea Mantegna, 11, 20096 Pioltello MI, Italia",+39 02 9210 2590,https://www.sogestim.it/,5.0,1.0,it
WICASA.IT,"Via Monza, 78, 20096 Pioltello MI, Italia",+39 02 9216 3158,https://www.wicasa.it/,4.9,78.0,it
MMConsulenze Immobiliari,"Via Roma, 67/69, 20096 Pioltello MI, Italia",+39 02 4945 0488,https://mmconsulenzeimmobiliari.it/,4.1,9.0,it
Agenzia Immobiliare Tempocasa Vimodrone,"Via 11 Febbraio, 11, 20055 Vimodrone MI, Italia",+39 02 8492 8152,https://tempocasa.it/it/agenzie-immobiliari/milano/vimodrone/442-vimodrone,4.8,203.0,it
Affiliato Tecnorete Studio Piazza Udine S.N.C.,"Via Crescenzago, 36/D, 20132 Milano MI, Italia",+39 02 2159 7012,https://milano41.tecnorete.it/,4.9,26.0,fr
FI.BER. Servizi Immobiliari,"Via Roma, 55, 20096 Pioltello MI, Italia",+39 02 9214 8127,http://www.fiberimmobiliare.it/,4.4,45.0,it
Eventi Immobiliari Real Estate Services,"Via Gaudenzio Fantoli, 11, 20138 Milano MI, Italia",,,5.0,1.0,it
Agenzia Immobiliare Tempocasa Milano - Crescenzago/Rizzoli,"Via Padova, 300, 20132 Milano MI, Italia",+39 02 4964 8323,https://tempocasa.it/it/agenzie-immobiliari/milano/milano/1200-milano-crescenzagorizzoli,4.8,56.0,it
Real Casa Immobiliare - Crescenzago,"Via Privata Giuseppe Maria Giulietti, 11, 20132 Milano MI, Italia",+39 02 8457 8212,https://realcasaimmobiliaregroup.com/,4.4,13.0,it
Immobiliare Ce.Bar.,"Viale Martesana, 61, 20090 Vimodrone MI, Italia",+39 02 265 0592,http://www.cebarvimodrone.it/,3.5,21.0,it
Agenzia Immobiliare Fondocasa Quartiere Adriano,"Via Adriano, 11, 20128 Milano MI, Italia",+39 02 4969 0715,https://www.fondocasamilanoadriano.it/,4.9,117.0,it
Agenzia Immobiliare Tempocasa Cologno Monzese Sud,"Via Milano, 81/83, 20093 Cologno Monzese MI, Italia",+39 02 8717 6424,https://tempocasa.it/it/agenzie-immobiliari/milano/cologno-monzese/1032-cologno-monzese-sud,4.8,51.0,it
