name,address,international_phone_number,url,rating,reviews_count,language
Immobilien Niederkofler Bozen | Agenzia immobiliare Bolzano,"Via Alto Adige, 30, 39100 Bolzano BZ, Italia",+39 340 681 4487,https://immobil-niederkofler.it/,5.0,27.0,en
Berg Real Estate,"Via Palermo, 6, 39100 Bolzano BZ, Italia",+39 351 912 4097,https://www.berg-realestate.com/,5.0,68.0,it
Frigati Immobiliare,"Corso della Libertà, 53/F, 39100 Bolzano BZ, Italia",+39 0471 280312,http://frigati.it/,4.8,28.0,it
Agenzia Immobiliare Studio Bolzano,"Piazza della Vittoria, 3d, 39100 Bolzano BZ, Italia",+39 0471 270788,http://www.studiobolzano.com/,3.4,22.0,it
Agenzia Immobiliare Fusina,"Corso della Libertà, 15, 39100 Bolzano BZ, Italia",+39 0471 977733,https://www.immobiliarefusina.it/,4.6,26.0,it
SoloAffitti Bolzano 1,"Via Sorrento, 27, 39100 Bolzano BZ, Italia",+39 0471 921612,https://www.soloaffitti.it/agenzia/bolzano-1,4.0,47.0,it
Agenzia Immobiliare Centocase Bolzano,"Via Palermo, 22, 39100 Bolzano BZ, Italia",+39 0471 916920,http://www.centocase.immo/,4.1,12.0,it
Lifandi Bolzano,"Via della Mendola, 34a, 39100 Bolzano BZ, Italia",+39 0471 934876,http://www.lifandi.it/,4.6,53.0,it
Agenzia Immobiliare Bottura,"Via Roma, 63, 39100 Bolzano BZ, Italia",+39 0471 915551,http://www.bottura.bz/,4.4,15.0,it
Immobiliare Gentili Immobilien,"Corso della Libertà, 8, 39100 Bolzano BZ, Italia",+39 0471 272076,http://www.immobiliaregentili.it/,4.5,17.0,it
Immobilien Bozen GmbH - Immobili Bolzano srl,"Via Alto Adige, 19, 39100 Bolzano BZ, Italia",+39 0471 052299,https://www.immobil-bozen.com/,4.5,31.0,it
Agenzia Immobiliare Sabrina Manzelli,"Via Cassa di Risparmio, 5, 39100 Bolzano BZ, Italia",+39 348 247 2188,http://www.sabrinamanzelli.it/,4.7,14.0,it
Futuroimmobiliare,"Via Torino, 80/D, 39100 Bolzano BZ, Italia",+39 0471 919898,http://www.futuroimmobiliare.it/,4.3,20.0,it
AGENZIA IMMOBILIARE GALLO,"Via S. Quirino, 3, 39100 Bolzano BZ, Italia",+39 347 555 0095,http://www.immobiliaregallo.com/,5.0,1.0,it
Agenzia Immobiliare Metropolis,"Via Verona, 25, 39100 Bolzano BZ, Italia",+39 0471 261770,http://www.metropolisbz.it/,4.0,7.0,it
VON POLL REAL ESTATE Bolzano,"Viale Druso, 265, 39100 Bolzano BZ, Italia",+39 0471 209020,https://www.von-poll.com/de/immobilienmakler/bozen?utm_source=Google&utm_medium=GMB&y_source=1_MTY2NTgzODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.7,12.0,it
Engel & Völkers Bozen,"Piazza Walther, 8, 39100 Bolzano BZ, Italia",+39 0471 979510,https://www.engelvoelkers.com/bozen,4.6,29.0,de
Agenzia immobiliare Bolzano Aimo Immobiliari GMBH,"Via Luigi Cadorna, 17A, 39100 Bolzano BZ, Italia",+39 0471 401818,http://www.aimo.bz/,4.7,13.0,it
Real Estate Immocity,"Via Dante, 2A, 39100 Bolzano BZ, Italia",+39 0471 348205,https://immocitybz.it/,3.7,3.0,it
Home Immobiliare,"Via Merano, 94/A, 39100 Bolzano BZ, Italia",+39 0471 058600,http://www.home.bz.it/,4.7,86.0,it
Rimmo Immobilien,"Via Innsbruck, 29, 39100 Bolzano BZ, Italia",+39 0471 982844,http://www.rimmo-immobilien-suedtirol.it/,4.2,92.0,de
Agenzia Immobiliare Talvera,"Viale Druso, 41/b, 39100 Bolzano BZ, Italia",+39 0471 271333,http://www.immobiliaretalvera.it/,3.0,2.0,it
Immobilcasa,"Piazza Giuseppe Verdi, 15, 39100 Bolzano BZ, Italia",,https://www.immobilcasabz.it/,5.0,3.0,it
Agenzia Immobiliare Lorenzon dr. Franco,"Via Cassa di Risparmio, 15, 39100 Bolzano BZ, Italia",+39 0471 973072,http://www.immobiliarelorenzon.it/,5.0,4.0,it
IGOR DAPUNT REAL ESTATE,"Via Leonardo Da Vinci, 16, 39100 Bolzano BZ, Italia",+39 0471 324928,http://www.igordapunt.com/,4.8,18.0,de
ResidenceImmo - Immobilienagentur Bozen - agenzia immobiliare Bolzano,,+39 0471 192 0956,https://www.residenceimmo.it/,5.0,2.0,de
IMMOBILD,"Via dei Grappoli, 6, 39100 Bolzano BZ, Italia",+39 0471 233155,http://www.immobild.it/,,,it
Bozzimmobiliare,"Via dei Conciapelli, 39100 Bolzano BZ, Italia",+39 339 783 9331,,,,it
casahaus.it,"Via dei Grappoli, 9, 39100 Bolzano BZ, Italia",+39 0471 981888,http://www.casahaus.it/,,,it
AZ IMMOBILIARE Bolzano,"Via Werner Von Siemens, 14, 39100 Bolzano BZ, Italia",+39 335 813 8300,,3.5,4.0,it
Agenzia immobiliare Centocase Bolzano,"Via Armando Diaz, 9, 39100 Bolzano BZ, Italia",+39 0471 271502,http://www.centocase.immo/,,,it
immobilplace,"Via A. Locatelli, 5, 39100 Bolzano BZ, Italia",+39 0461 163 7831,https://www.immobilplace.it/,5.0,1.0,it
IMMOS Immo Südtirol,"City Tower - 9. Stock, Schlachthofstraße, 30C, 39100 Bozen, Autonome Provinz Bozen - Südtirol, Italia",+39 0471 065555,https://www.immos.it/,4.2,5.0,de
Agenzia Immobiliare Kompatscher,"Piazza Giuseppe Verdi, 12, 39100 Bolzano BZ, Italia",+39 0471 975534,http://agoim.it/,4.0,5.0,it
CASA IN MONTAGNA - Agenzia Immobiliare,"Via Marie Curie, 17, 39100 Bolzano BZ, Italia",+39 338 144 6546,https://www.casa-in-montagna.it/,5.0,1.0,it
Soul Real Estate S.r.l.,"Via Sebastian Altmann, 9, 39100 Bolzano BZ, Italia",+39 335 813 8300,https://www.soulre.it/,5.0,2.0,en
Immobiliare Bolzano - Development Srl - Vendita Appartamenti Bolzano,"Via Sant'Osvaldo, 20, 39100 Bolzano BZ, Italia",+39 0471 976747,,,,it
Studio Immobiliare Zingerle Stefan S.a.s.,"Via Museo, 27, 39100 Bolzano BZ, Italia",+39 393 939 6671,http://www.immobilien-suedtirol.bz.it/,3.9,21.0,it
Euroimmobiliare Righetto Rag. Maurizio,"Via Orazio, 49, 39100 Bolzano BZ, Italia",+39 0471 281280,http://www.euroimmobiliarebz.it/CONTATTI/it-40-3122.aspx,,,it
Arcade Immobiliare,"Via dei Grappoli, 28, 39100 Bolzano BZ, Italia",,,4.0,4.0,it
Engel & Völkers Commercial Trentino Südtirol,"Via T. A. Edison, 15, 39100 Bolzano BZ, Italia",+39 0471 054510,https://www.engelvoelkers.com/trentinosuedtirolcommercial/,4.6,9.0,it
Walther 22 GmbH,"Piazza Walther, 22, 39100 Bolzano BZ, Italia",+39 0471 192 7057,,4.5,2.0,it
VON POLL REAL ESTATE Bozen Zentrum / Bolzano Centro,"Via Goethe, 28, 39100 Bolzano BZ, Italia",+39 0471 209020,https://www.von-poll.com/de/immobilienmakler/bozen?utm_source=Google&utm_medium=GMB,,,it
"Maison & Palais - My Home - Maison Srl- Acquisizione, progettazione, costruzione e vendita immobili","Via Dante, 12, 39100 Bolzano BZ, Italia",+39 0471 980502,http://www.maisonpalais.com/,,,it
Home Group,"Via G. Galilei, 4A, 39100 Bolzano BZ, Italia",+39 0471 243520,http://www.home-group.net/,,,it
Priska Blaas Real Estate,"Via Cassa di Risparmio, 3, 39100 Bolzano BZ, Italia",+39 335 835 8203,https://www.priskablaas.it/,3.4,5.0,it
Lamaison Immobilien,"Galleria Telser, 9, 39100 Bolzano BZ, Italia",+39 349 298 5382,http://www.lamaison-immobilien.it/,4.7,7.0,it
