name,address,international_phone_number,url,rating,reviews_count,language
Agenzia Immobiliare Kapitalre - Bologna Serlio -,"Via Sebastiano Serlio, 35, 40128 Bologna BO, Italia",+39 051 357200,http://www.kapitalre.it/,4.2,63.0,it
Dalmonte srl Agenzia Immobiliare - Via Montefiorino Bologna,"Via Montefiorino, 7A, 40134 Bologna BO, Italia",+39 051 431168,https://www.dalmonte.net/?utm_source=google_my_business_montefiorino&utm_campaign=home_page,4.9,30.0,it
Agenzia immobiliare Tempocasa San Donnino,"Via S. Donato, 124d, 40127 Bologna BO, Italia",+39 051 633 4664,https://www.tempocasabolognasandonnino.it/,4.8,215.0,it
Agenzia immobiliare Tempocasa Bologna Saragozza,"76/2 E, Via Andrea Costa, 76/2E,F, 40134 Bologna BO, Italia",+39 051 041 5451,https://tempocasa.it/it/agenzie-immobiliari/bologna/bologna/617-bologna-saragozza,4.1,70.0,it
La Chiocciola Studio Immobiliare di Daniela Baldini,"Via Andrea Costa, 34/a, 40134 Bologna BO, Italia",+39 051 379435,https://www.agenzialachiocciola.it/,3.9,29.0,it
Casetorri,"Via Guglielmo Marconi, 13, 40122 Bologna BO, Italia",+39 051 040 0571,http://www.casetorri.it/,3.4,121.0,it
"""IL PROGETTO"" Studio Tecnico Immobiliare","Via Giovanni Francesco Barbieri, 105/C, 40129 Bologna BO, Italia",+39 051 377757,http://www.ilprogetto.com/,4.5,85.0,it
Immobilcasa srl,"Via Andrea Costa, 44/a, 40134 Bologna BO, Italia",+39 051 614 0470,http://www.immobilcasa.net/,4.4,20.0,it
Report Immobiliare,"Via d'Azeglio, 78, 40123 Bologna BO, Italia",+39 051 992 5684,http://www.reportimmobiliare.it/,4.5,6.0,it
Immobiliare Lucchi,"Via Senzanome, 14/A, 40123 Bologna BO, Italia",+39 388 778 7419,https://www.immobiliarelucchi.it/,4.8,27.0,it
Studio Immobiliare Griffoni,"Via d'Azeglio, 64C, 40123 Bologna BO, Italia",+39 051 656 9131,http://www.immobiliaregriffoni.com/,4.5,67.0,it
CasaBO Immobiliare,"Via Garibaldi, 9, 40124 Bologna BO, Italia",+39 051 991 4343,https://www.casabo.com/,4.7,139.0,it
Agenzia immobiliare Gabetti d'Azeglio,"Via d'Azeglio, 61/A, 40123 Bologna BO, Italia",+39 051 580932,https://www.gabettipiramide.it/,4.5,11.0,it
OPLA' STUDIO IMMOBILIARE,"Via Saragozza, 84/A, 40123 Bologna BO, Italia",+39 347 920 8873,https://www.oplaimmobiliare.it/,5.0,20.0,it
Agenzia Immobiliare Tempocasa Bologna - San Mamolo,"Via San Mamolo, 25/b, 40136 Bologna BO, Italia",+39 051 411 0025,https://tempocasa.it/it/agenzie-immobiliari/bologna/bologna/908-bologna-san-mamolo,4.7,120.0,it
La mia casa di Sandra Calarota,"Via Collegio di Spagna, 5/2/a, 40123 Bologna BO, Italia",+39 392 966 4009,http://lamiacasaimmobiliarebologna.it/,4.3,18.0,it
Spazio Vitale Studio Immobiliare,"Via Collegio di Spagna, 7/2/C, 40123 Bologna BO, Italia",+39 051 262621,https://www.spaziovitale.eu/,5.0,3.0,it
DOTTOR HOUSE,"Via Castiglione, 33, 40126 Bologna BO, Italia",+39 051 237478,https://www.dottorhousebologna.com/,4.7,14.0,it
Ars Real Estate,"Mura di Porta Saragozza, 5, 40123 Bologna BO, Italia",+39 051 049 2519,http://www.arsimmobiliare.com/,4.6,11.0,it
Immobilplace,"Via Galliera, 28, 40121 Bologna BO, Italia",,http://www.immobilplace.it/,5.0,5.0,it
Leone Immobiliare Group,"Via d'Azeglio, 70, 40123 Bologna BO, Italia",+39 389 000 0022,https://www.immobiliare.it/agenzie-immobiliari/231465/annese-real-estate-bologna/,5.0,2.0,it
Agenzia Immobiliare Nicoletti,"Via de' Carbonesi, 10, 40123 Bologna BO, Italia",+39 338 395 5040,https://www.agenzianicoletti.it/,5.0,1.0,it
IT. IMMOBILIARE - Centro di Servizi Immobiliari,"Via Leandro Alberti, 76, 40139 Bologna BO, Italia",+39 051 1998 5651,https://itimmobiliare.net/,4.6,39.0,it
Dalmonte srl - Agenzia Immobiliare Via Mazzini Bologna,"Via Mazzini, 158, 40138 Bologna BO, Italia",+39 051 345047,https://www.dalmonte.net/?utm_source=google_my_business&utm_campaign=sede_via_mazzini,4.3,97.0,it
Agenzia immobiliare Tempocasa Commerciale & Industriale Bologna,"Via Urbana, 6, 40123 Bologna BO, Italia",+39 051 621 6022,https://tempocasa.it/it/agenzie-immobiliari/bologna/bologna/717-commerciale-industriale-bologna,3.0,2.0,it
Coldwell Banker Prime Properties,"Via Santo Stefano, 29/D, 40125 Bologna BO, Italia",+39 051 030 1284,http://www.coldwellbanker.it/bologna,4.8,26.0,it
Sergio Sapori Immobiliare,"Via S. Gervasio, 8, 40121 Bologna BO, Italia",+39 348 941 0037,https://www.immobiliare.it/agenzie-immobiliari/124802/sergio-sapori-bologna/,5.0,9.0,it
REALKASA - Affitti Brevi Bologna,"Via del Monte, 1, 40126 Bologna BO, Italia",+39 051 431895,https://www.realkasa.it/,4.7,15.0,it
"BONOMIA | Cambia Casa, Cambia Vita","Via Rialto, 13d, 40124 Bologna BO, Italia",+39 378 406 4213,http://www.bonomia.it/,5.0,51.0,it
Immobiliare Affitti e Vendite Castiglione,"Via Castiglione, 47/2, 40124 Bologna BO, Italia",+39 051 498 2057,http://www.immobiliareaffittibologna.it/,4.9,8.0,it
Gabetti Bologna Centro,"Via S. Vitale, 55/b, 40125 Bologna BO, Italia",+39 051 231676,http://www.gabettibolognacentro.it/,4.0,25.0,it
Riccardo Naldi Immobiliare,"P.za S. Domenico, 4, 40124 Bologna BO, Italia",+39 051 278 8003,https://www.riccardonaldi.com/,3.8,18.0,it
Studio Immobiliare ELISABETTA ROMAGNOLI,"Via Castiglione, 62, 40124 Bologna BO, Italia",+39 051 270907,http://www.elisabettaromagnoli.com/,4.2,10.0,it
S.I.R. Case,"Via Augusto Murri, 56/O, 40137 Bologna BO, Italia",+39 051 306061,http://sircase.it/,4.9,270.0,it
Arbitrium Immobiliare,"Via Augusto Murri, 73, 40137 Bologna BO, Italia",+39 327 111 6827,http://www.arbitrium.it/,4.5,80.0,it
Masicase immobiliare bolognese,"Via Giuseppe Massarenti, 54d, 40138 Bologna BO, Italia",+39 051 349692,https://www.masicase.it/,4.4,104.0,it
COMPAGNIA IMMOBILIARE,"Via Fondazza, 66, 40125 Bologna BO, Italia",+39 051 095 3384,http://www.compagniaimmobiliare.info/,4.1,11.0,it
Bolognacentro srl,"Via Santo Stefano, 38/d, 40125 Bologna BO, Italia",+39 051 225530,http://bolognacentro.com/,4.1,71.0,it
Cio - Centro Immobiliare Organizzato,"Viale XII Giugno, 26, 40124 Bologna BO, Italia",+39 051 333414,http://www.cioimmobiliare.it/,4.6,49.0,it
Immobiliare Guido Reni,"Via Guido Reni, 4, 40125 Bologna BO, Italia",+39 051 991 1977,http://www.immobiliareguidoreni.it/,3.1,90.0,it
Immobiliare Maggiore,"Str. Maggiore, 39AB, 40125 Bologna BO, Italia",+39 051 411 3310,http://www.immobiliaremaggiore.it/,4.2,5.0,it
Anima Group - Industria Immobiliare,"Piazza dell'Unità, 14/A, 40128 Bologna BO, Italia",+39 051 588 2360,http://www.gruppoanima.net/,4.9,137.0,it
Agenzia Immobiliare Tempocasa Bologna San Vitale,"Via Giuseppe Massarenti, 90/2F, 40138 Bologna BO, Italia",+39 051 998 4787,https://tempocasa.it/it/agenzie-immobiliari/bologna/bologna/39-bologna-san-vitale,4.5,40.0,it
BolognaCentro Srl,"Via Santo Stefano, 44, 40125 Bologna BO, Italia",+39 051 225530,https://www.bolognacentro.com/,5.0,1.0,it
L'Immobiliare di Laura Clò,"Viale Alfredo Oriani, 37E, 40137 Bologna BO, Italia",+39 336 526 718,https://www.immobiliareclo.com/,4.5,8.0,it
RE Immobiliare,"Via Giuseppe Dagnini, 23, 40137 Bologna BO, Italia",+39 335 621 5160,https://www.rebologna.it/,5.0,22.0,it
Rinascimento Immobiliare,"Via Garibaldi, 5/F, 40124 Bologna BO, Italia",+39 051 033 6790,https://www.rinascimentoimmobiliare.com/,3.9,18.0,it
Scala Gianluca,"Via Santo Stefano, 130, 40125 Bologna BO, Italia",+39 340 636 1027,,5.0,6.0,it
Agenzia Immobiliare Casa Bona Omnia,"Via Santo Stefano, 93, 40124 Bologna BO, Italia",+39 051 849 4064,http://www.casabonaomnia.it/,4.3,16.0,en
Allegra Ceccoli Intermediazioni Immobiliari,"Via Santo Stefano, 40125 Bologna BO, Italia",+39 338 204 9167,https://www.immobiliare.it/agenzie-immobiliari/224946/allegra-ceccoli/,5.0,7.0,it
VIVA CASA,"Via Giuseppe Massarenti, 114/B, 40138 Bologna BO, Italia",+39 051 300104,https://www.vivacasaimmobiliare.it/,4.8,53.0,it
Immobiliare San Pietro,"Viale Alfredo Oriani, 9, 40137 Bologna BO, Italia",+39 051 444113,http://www.immobiliaresanpietro.it/,4.4,37.0,it
Matteo Dall'Omo,"Via Castiglione, 12/a, 40124 Bologna BO, Italia",+39 388 494 6796,http://www.mondore.it/,4.9,15.0,it
Immobiliare Bene – Agenzia Immobiliare a Bologna,"Via Marsala, 23, 40126 Bologna BO, Italia",+39 375 749 1949,https://www.immobiliarebene.com/,3.5,11.0,it
Agenzia Immobiliare Tempocasa Bologna - Santa Viola,"Via Emilia Ponente, 237/A, 40133 Bologna BO, Italia",+39 051 317 8376,https://tempocasa.it/it/agenzie-immobiliari/bologna/bologna/207-bologna-santa-viola,4.8,459.0,it
Royal Immobiliare,"Via Ermanno Galeotti, 14, 40127 Bologna BO, Italia",+39 051 008 4384,https://www.immobiliare.it/agenzie-immobiliari/221492/royal-immobiliare-bologna/,5.0,12.0,it
Casa In Vista,"80/3C, Via S. Donato, 40127 Bologna BO, Italia",+39 051 500412,http://www.casainvista.com/,4.6,12.0,it
Agenzia Immobiliare Tempocasa Bologna - Corticella,"Via Jack London, 4b, 40128 Bologna BO, Italia",+39 051 705383,https://tempocasa.it/it/agenzie-immobiliari/bologna/bologna/204-bologna-corticella,4.7,462.0,it
Agenzia immobiliare Tempocasa Bologna - Bolognina 2,"Via Aristotile Fioravanti, 101/D, 40129 Bologna BO, Italia",+39 051 998 5261,https://tempocasa.it/it/agenzie-immobiliari/bologna/bologna/205-bologna-bolognina-2,4.8,88.0,it
Agenzia Immobiliare Tempocasa Bologna - San Donato,"Piazza Adam Mickiewicz, 3/d, 40127 Bologna BO, Italia",+39 051 633 5379,https://tempocasa.it/it/agenzie-immobiliari/bologna/bologna/203-bologna-san-donato-1,4.5,86.0,it
Affiliato Tecnocasa Studio San Donato S.N.C.,"Via S. Donato, 158/71C, 40127 Bologna BO, Italia",+39 051 510107,https://bologna7.tecnocasa.it/,4.7,67.0,it
EB Gestioni Immobiliari Srl,"Via S. Pier Tommaso, 18/3, 40139 Bologna BO, Italia",+39 335 777 3140,https://www.elisaimmobiliare.it/,5.0,39.0,it
Casa dei Professionisti Immobiliare - Agenzia 1,"Via S. Donato, 114, 40127 Bologna BO, Italia",+39 051 500340,https://www.casadeiprofessionisti.it/,3.8,64.0,it
L'Arte di Abitare - Agenzia Bologna Navile,"Via Alessandro Stoppato, 45, 40128 Bologna BO, Italia",+39 328 565 5868,https://www.artediabitare.it/immobiliare/l-arte-di-abitare-%E2%80%93-agenzia-di-bologna-navile-10452.html?language=ita,4.7,86.0,it
Mirko Ricci Maccarini - Agenzia Immobiliare,"Via Giuseppe Massarenti, 256, 40138 Bologna BO, Italia",+39 392 902 7169,http://www.mirkoriccimaccarini.it/,5.0,25.0,it
Giulia Immobiliare,"Via Donato Creti, 18/A, 40128 Bologna BO, Italia",+39 051 353710,http://www.giuliaimmobiliareaffitti.com/,3.8,108.0,it
Agenzia Immobiliare Professione Casa Bologna San Vitale,"Via Giuseppe Massarenti, 201/A, 40138 Bologna BO, Italia",+39 392 615 6838,,5.0,4.0,it
Agenzia Immobiliare Kapitalre - Bologna Levante,"Via Emilia Levante, 96, 40139 Bologna BO, Italia",+39 051 624 1636,http://www.kapitalre.it/,4.4,85.0,it
Agenzia immobiliare Iconacasa Bologna Santa Rita,"Via Giuseppe Massarenti, 175/B, 40138 Bologna BO, Italia",+39 320 693 6269,https://www.iconacasa.com/index.php/agenzie/companyproperties/136-iconacasa-bologna-santa-rita,5.0,19.0,it
Euroimmobiliare,"Via Donato Creti, 71d, 40128 Bologna BO, Italia",+39 051 357556,,3.3,47.0,it
Agenzia immobiliare Tempocasa Bologna - Bolognina 1,"Via Ferrarese, 8B, 40128 Bologna BO, Italia",+39 320 329 4360,https://www.tempocasabolognabolognina1.it/,4.9,367.0,it
Immobiliare Insieme,"Via di Corticella, 187/2, 40128 Bologna BO, Italia",+39 349 651 5769,https://immobiliareinsieme.it/,4.7,26.0,it
Agenzia Immobiliare Iconacasa Bologna Corticella,"Via Alessandro Stoppato, 11d, 40128 Bologna BO, Italia",+39 051 087 7525,https://www.iconacasa.com/index.php/agenzie/companyproperties/115-iconacasa-bologna-corticella,4.7,44.0,it
Immobiliare San Pietro,"Via di Corticella, 19/A, 40128 Bologna BO, Italia",+39 051 370051,http://www.immobiliaresanpietro.it/,4.4,46.0,it
Keeper Immobiliare,"Via della Liberazione, 6c, 40128 Bologna BO, Italia",+39 800 134 690,https://www.keeper.it/,4.9,39.0,it
CA Immobiliare,"Via Genuzio Bentini, 67, 40128 Bologna BO, Italia",+39 051 087 2573,https://www.caimmobiliarebologna.it/,1.0,2.0,it
Agenzia Immobiliare Iconacasa Bologna Bolognina,"Via Erbosa, 2/b, 40129 Bologna BO, Italia",+39 051 023 4978,https://www.iconacasa.com/,4.2,44.0,it
SoloAffitti Bologna 1,"Via Marc'Antonio Raimondi, 16/2C, 40128 Bologna BO, Italia",+39 051 1961 1875,https://www.soloaffitti.it/agenzia/bologna-1,3.9,47.0,it
BMP APARTMENTS Gestioni Immobiliari,"Via di Corticella, 184/10, 40128 Bologna BO, Italia",+39 331 235 5053,http://www.immbmp.com/,5.0,6.0,it
G & G Immobiliare Srl,"Via Ferrarese, 6B, 40128 Bologna BO, Italia",+39 051 631 3800,http://www.gegimmobiliare.eu/,4.8,8.0,it
Orientamento AL Cliente Servizi Immobiliari,"Via Ferrarese, 53/a, 40128 Bologna BO, Italia",+39 051 631 3260,http://www.orientamentoalcliente.it/,4.5,2.0,it
La Mia Casa Web,"Via Arturo Solari, 19, 40128 Bologna BO, Italia",+39 346 576 6612,,4.3,6.0,it
Studio Boldrini Immobiliare,"Via dell'Arcoveggio, 49/5, 40129 Bologna BO, Italia",+39 348 330 4634,http://www.vendotabaccheria.it/,5.0,2.0,it
Cybercasa,"Via Donato Creti, 73/c, 40128 Bologna BO, Italia",+39 051 631 0999,http://www.cybercasa.com/,4.3,15.0,it
Le Chiavi di Casa,"Via Ferrarese, 3, 40128 Bologna BO, Italia",+39 344 069 0349,http://www.lechiavidicasa.eu/,4.7,39.0,it
Dreams Immobiliare,"Via Donato Creti, 2/B, 40129 Bologna BO, Italia",+39 051 364959,http://www.immobiliaredreams.it/,2.0,6.0,it
Alessio Rossi Real Estate - Agente Immobiliare,"Via Guelfa, 76, 40138 Bologna BO, Italia",+39 328 667 5426,http://remax.it/,4.7,57.0,it
Affiliato Tecnocasa Bolognina S.R.L.,"Via di Corticella, 88/F, 40125 Bologna BO, Italia",+39 051 412 3818,https://bologna1.tecnocasa.it/,4.9,38.0,it
Vendicasa.net,,+39 349 178 3587,https://www.vendicasa.net/,5.0,23.0,it
Lodi Immobiliare s.r.l,"Via Normandia, 12/H-I, 40132 Bologna BO, Italia",+39 051 070 7190,http://www.immobiliarelodi.it/,5.0,78.0,it
Agenzia Immobiliare Tempocasa Bologna - Borgo Panigale,"Via Marco Emilio Lepido, 11/a, 40132 Bologna BO, Italia",+39 051 405694,https://tempocasa.it/it/agenzie-immobiliari/bologna/bologna/659-bologna-borgo-panigale,4.7,565.0,it
Oltre l'Immobiliare,"Via Calabria, 8, 40139 Bologna BO, Italia",+39 377 672 7470,https://www.oltrelimmobiliare.it/,5.0,4.0,it
LE CASE DI PATTY di Patrizia Betelli,"Piazza Aldo Capitini, 3/a, 40133 Bologna BO, Italia",+39 328 604 0506,http://lecasedipatty.it/,4.9,39.0,it
