,name,address,international_phone_number,url,rating,reviews_count
89,Ikesa Inmobiliaria - Córdoba,"Centro de negocios los Azahares, Av. Guerrita, s/nº, 1ª planta, Local 8, Poniente Sur, 14005 Córdoba, España",+34 667 69 36 42,https://www.ikesainmobiliaria.es/,4.9,14.0
92,VIVIENDAS CORDOBA inmobiliaria,"C. de Damasco, 14, Poniente Sur, 14005 Córdoba, España",+34 662 24 72 46,http://www.viviendascordobainmobiliaria.es/,4.6,20.0
95,NAVECOR,"C. Ing. Torres Quevedo, 14013 Córdoba, España",+34 957 34 32 12,https://www.facebook.com/navecor.alquiler.naves.industriales.cordoba,5.0,4.0
96,MAR | Real Estate,"C. Claudio Marcelo, 4, local, Centro, 14002 Córdoba, España",+34 957 11 11 90,http://www.marrealestatecordoba.com/,4.5,60.0
97,TOB-HAUS SA,"Av. Amargacena, 7 Calle, F, Nave 2A, 14013 Córdoba, España",+34 957 04 02 39,http://www.tob-haus.com/,5.0,5.0
98,Viviendas Córdoba,"C. Libertador Juan Rafael Mora, Sur, 14013 Córdoba, España",+34 662 24 72 46,http://www.viviendascordobainmobiliaria.es/,5.0,3.0
99,Inmobiliaria Forte,"Av. Granada, 8, Local, Sur, 14009 Córdoba, España",+34 957 39 06 48,http://www.inmobiliariaforte.es/,4.5,79.0
101,FyG Servicios Inmobiliarios,"C. Tomás de Aquino, 12, Poniente Sur, 14004 Córdoba, España",+34 957 19 46 26,https://www.fygrealestate.com/,4.7,12.0
102,SANGO inmobiliaria,"Av. Arroyo del Moro, 13, Noroeste, 14011 Córdoba, España",+34 957 46 69 19,https://www.sangoinmobiliaria.com/,4.1,22.0
103,Inmobiliaria Noguer,"Calle Alcalde Sanz Noguer, frente al numero 10, Poniente Sur, 14005 Córdoba, España",+34 957 08 18 21,http://www.inmobiliarianoguer.com/,4.3,25.0
104,Inmobiliaria Barin,"C. Manuel Fuentes ""Bocanegra"", 9, Poniente Sur, 14005 Córdoba, España",+34 957 45 07 06,https://www.inmobiliariabarin.com/,4.3,35.0
106,Fr Inmobiliaria,"Pl. del Mediodía, Sur, 14013 Córdoba, España",+34 658 22 30 74,,3.7,3.0
107,Inversiones Inmobiliarias Jurado Salces Sl,"C. Manuel de la Haba ""Zurito"", 7, 4-D, Poniente Sur, 14004 Córdoba, España",+34 665 61 83 67,http://www.inmobiliariasjurado.es/,5.0,13.0
108,GALANTIS URBAN 24 SL,"AV. AMARGACENA, CALLE F, 7, NAVE 2A, 14013 Córdoba, España",+34 957 04 02 39,,,
109,Inmobiliaria Casabank,"Av. Dr. Fleming, 6, Centro, 14004 Córdoba, España",+34 957 76 04 23,http://casabank.net/,3.9,23.0
110,Inmobiliaria Ramocasa,"C. del Alcalde Velasco Navarro, 5, Local, Poniente Sur, 14004 Córdoba, España",+34 687 24 12 26,http://www.inmobiliariaramocasa.com/,5.0,4.0
111,Una Soluciones Inmobiliarias,"C. Concepción, 10, 1o b, Centro, 14008 Córdoba, España",+34 957 84 14 64,http://unasolucionesinmobiliarias.com/,4.2,11.0
112,Inmobiliaria Barin,"Ctra. de las Ermitas, 10, Nte. Sierra, 14012 Córdoba, España",+34 957 76 78 08,https://www.inmobiliariabarin.com/,4.3,20.0
114,Hermanos López Bastida C.B.,"Calle Ingeniero Torres Quevedo, Pol, Pl. Industrial la Torrecilla, 0 S/N, 14013 Córdoba, España",+34 957 76 06 50,,,
115,Alcalá Inmobiliaria,"Av. Granada, 16, Sur, 14009 Córdoba, España",+34 957 20 28 56,http://www.grupoalcala.es/,3.9,22.0
116,Innovación Inmobiliaria Multiservicios,"Av. Gran Vía Parque, 41, Poniente Sur, 14005 Córdoba, España",+34 603 21 87 97,,4.8,20.0
117,APARTAMENTALIA Grupo Inmobiliario,"C. de los Reyes Católicos, 3, PLANTA 2ª, Centro, 14001 Córdoba, España",+34 634 46 79 55,https://apartamentalia.com/,5.0,41.0
118,Cassia Real Estate,"C. Úbeda, 7, Sur, 14013 Córdoba, España",+34 957 02 09 99,,3.0,2.0
119,Inmobiliaria Gago,"Av. de Manolete, 15, Poniente Sur, 14005 Córdoba, España",+34 957 23 81 00,http://gagoinmobiliaria.com/,3.4,29.0
120,Fermín Gallardo Inmobiliarios,"Calle Dra Matilde Montoya, 12, 14011 Córdoba, España",+34 650 19 60 72,http://www.fermingallardo.com/,4.9,147.0
125,Cano Infante Inmobiliaria | Real Estate,"Av. Arroyo del Moro, 14, LOCAL 1, Noroeste, 14011 Córdoba, España",+34 957 08 88 44,http://www.canoinfante.com/,5.0,69.0
136,Inmobiliaria Arroyo del Moro | Noreña | Hipercor | Tucasacórdoba,"Gta. Amadora, 2, Noroeste, 14011 Córdoba, España",+34 957 39 05 14,https://www.tucasacordoba.com/,4.5,8.0
137,InmoCampo,"Av. de Cervantes, 6, Centro, 14008 Córdoba, España",+34 654 06 66 33,https://inmocampo.com/?utm_source=GMB&utm_medium=local&utm_campaign=fincas_rusticas_cordoba,4.9,123.0
139,Servián Inmobiliaria,"Av. Ronda de los Tejares, 13, Centro, 14001 Córdoba, España",+34 646 45 96 80,https://www.idealista.com/pro/serviangestioninmobiliaria/venta-viviendas/,4.9,45.0
144,NORIEGA,"Av. del Gran Capitán, 23, 2ª, Centro, 14008 Córdoba, España",+34 957 49 75 42,http://www.noriegadi.com/,4.9,70.0
148,INMOSÍ Grupo Inmobiliario,"Av. de Cervantes, 6, Centro, 14008 Córdoba, España",+34 623 72 00 12,https://www.inmosi.com/,4.8,32.0
149,INMOGROUP CÓRDOBA,,+34 957 09 98 60,,4.7,18.0
150,Inmobiliaria en Córdoba,"C. Espliego, Nte. Sierra, 14012 Córdoba, España",+34 699 22 74 91,https://noriegadi.com/,,
151,QUALITY HOME GESTIONES INMOBILIARIAS REAL STATE.,,+34 692 13 06 73,https://www.facebook.com/GestionesInmobiliariasMamenMartinez/,5.0,2.0
152,Grupo Vivendo | Inmobiliaria,"Plaza de las Doblas, Centro, 14001 Córdoba, España",+34 957 05 58 02,,4.2,34.0
153,HOLA ! MEDINA,"C. Marqués de Boïl, 5, 2 Drcha, Centro, 14008 Córdoba, España",+34 857 80 75 55,https://www.holaspain.es/oficina/hola-medina,5.0,31.0
155,Varona Home Inmobiliaria,"Av. de Medina Azahara, 47, Poniente Sur, 14005 Córdoba, España",+34 614 38 39 93,https://varona-home.pro.inmogesco.com/,4.6,28.0
156,Puri Vallejo & Co Inmobiliaria,"Av. del Gran Capitán, 9, Escalera B, 3H1, Centro, 14008 Córdoba, España",+34 693 24 63 41,http://www.purivallejo-co.com/,4.3,45.0
157,GSM INMOBILIARIA,"C. Marqués de Boïl, nº5, 1planta, Centro, 14008 Córdoba, España",+34 957 10 76 30,,5.0,26.0
158,Parcesur Gestiones Inmobiliarias,"inmobiliaria parcesur, urb: altos del castillo, s/n, 14005 Córdoba, España",+34 621 23 89 68,https://www.parcesur.es/,4.9,48.0
159,DURNA GESTION,"Av. Al-Nasir, 3, 3º3, Nte. Sierra, 14006 Córdoba, España",+34 691 39 83 01,https://www.durna.es/,5.0,13.0
160,Metro Cuadrado en Córdoba,"Av. Vía Augusta, 7, Noroeste, 14011 Córdoba, España",+34 635 12 04 19,https://www.metrocuadrado.org/,4.4,19.0
161,Inmobiliaria Barin,"Calle Sta. María de Trassierra, 6, Noroeste, 14011 Córdoba, España",+34 957 76 76 66,http://www.inmobiliariabarin.com/,4.4,16.0
165,Inmobiliaria - ASINMCOR (asesores inmobiliarios de Córdoba),"C. Ángela Romero de Torres, 4, local, Levante, 14010 Córdoba, España",+34 744 64 82 97,http://www.asinmcor.com/,5.0,8.0
168,Inmovida,"Av. Granada, Av. de Barcelona, local 5, Levante, 14009 Córdoba, España",+34 622 02 91 36,http://www.inmo-vida.es/,4.6,21.0
170,Jade Grupo Inmobiliario Levante,"C. Dr. Manuel Villegas, 8, Levante, 14007 Córdoba, España",+34 957 04 54 86,https://www.inmobiliariajade.es/,4.6,36.0
171,INMOBILIARIA VIÑUELA,"Av. de Barcelona, 7, Levante, 14010 Córdoba, España",+34 957 25 02 26,,2.7,32.0
172,INMOBILIARIA SOLANAS,"C. Alonso de Burgos, 12, 1º, Centro, 14008 Córdoba, España",+34 629 83 94 72,http://www.solanasinmobiliaria.es/,3.1,8.0
173,Inmobiliaria Tucasacórdoba | Centro,"C. Cruz Conde, 24, Centro, 14001 Córdoba, España",+34 957 08 03 10,https://www.tucasacordoba.com/oficina-centro-cordoba/,5.0,4.0
174,Inmobiliaria Plaza,"C. Morería, 7, 1ºB, Centro, 14008 Córdoba, España",+34 957 48 52 00,http://inmobiliariaplaza.com/,4.2,5.0
175,Gestiones JSA,"C. de los Reyes Católicos, 2, Centro, 14001 Córdoba, España",+34 685 11 26 17,https://gestionesjsa.es/,4.8,28.0
176,Inmobiliaria Concepción,"C. Concepción, 6, 2º, Centro, 14008 Córdoba, España",+34 957 48 70 42,http://www.apiconcepcion.com/,3.3,14.0
177,Kapital.casa,"Av. de América, 11, Centro, 14008 Córdoba, España",,http://kapital.casa/,4.8,6.0
178,Jade Grupo Inmobiliario CENTRO,"Pl. Chirinos, 4, Centro, 14001 Córdoba, España",+34 957 84 39 00,http://inmobiliariajade.es/,4.1,13.0
179,Inatec Inmobiliaria,"Av. de la Libertad, 18, Noroeste, 14006 Córdoba, España",+34 957 08 13 10,http://www.inatecinmobiliaria.es/,4.5,11.0
180,Inmobiliaria Albasur (Oficina Centro),"Pl. de las Tendillas, 1, Centro, 14001 Córdoba, España",+34 957 49 12 76,https://www.inmobiliariaalbasur.com/,4.1,15.0
181,InmoForward,"C. Blvr. Hernán Ruiz, Poniente Sur, 14005 Córdoba, España",+34 611 17 05 13,http://www.inmoforward.com/,5.0,25.0
182,Inmobiliaria Barin,"C. de Fr. Luis de Granada, 6, local, Centro, 14008 Córdoba, España",+34 957 48 27 75,http://www.inmobiliariabarin.com/,4.6,25.0
183,Inmobiliaria Barin,"Av. del Gran Capitán, 17, 1º, izq, Centro, 14008 Córdoba, España",+34 957 48 83 46,http://www.inmobiliariabarin.com/,4.4,40.0
184,Inmobiliaria MM,"C. Morería, 2, Centro, 14008 Córdoba, España",,,3.0,2.0
185,Lamsa Inmobiliaria,"Av. del Gran Capitán, 24, 4º planta, 1 A, Centro, 14001 Córdoba, España",+34 957 61 18 53,https://www.pisoscordoba.lamsainmobiliaria.es/,5.0,6.0
186,Emfisa,"C. Conde de Gondomar, 3, Centro, 14003 Córdoba, España",+34 957 47 22 84,http://www.emfisa.com/;www.empresasyfincas.com;,4.7,14.0
187,HomeConsulting Córdoba,"Calle Conde de Robledo, 4, 5º 1, Centro, 14008 Córdoba, España",+34 607 03 08 36,http://www.homeconsulting.es/,4.6,10.0
188,A.p.i. Aranda,"Av. Ronda de los Tejares, 19, Centro, 14008 Córdoba, España",+34 957 47 21 73,https://www.inmoaranda.com/,2.8,4.0
189,Inmobiliaria Open,"C. Manuel de Sandoval, 5, Centro, 14008 Córdoba, España",+34 957 48 34 64,http://www.inmobiliariaopen.com/,2.5,8.0
190,Castellana Real Estate,"Av. del Gran Capitán, 2, 2º, Centro, 14008 Córdoba, España",+34 957 78 08 07,https://castellanarealestate.com/,4.0,1.0
191,Alquila y Punto. Seguro de Alquiler Córdoba,"C. del Doce de Octubre, 8, 1º, Centro, 14001 Córdoba, España",+34 957 05 13 08,https://www.alquilaypunto.es/,5.0,11.0
192,Inmobiliaria Buró,"Av. del Gran Capitán, 40, Centro, 14001 Córdoba, España",+34 957 47 36 00,http://inmobiliariaburo.com/,3.8,4.0
193,Gesfincor,"C. Platero Pedro de Bares, 45, local, Levante, 14007 Córdoba, España",+34 957 25 22 26,http://www.gesfincor.es/,4.9,71.0
194,TECNOCASA SAGUNTO-EDISOL,"C. Sagunto, 4, Levante, 14007 Córdoba, España",+34 640 71 50 07,,5.0,26.0
195,Click Casa,"Poeta Blanco Criado, 8, Levante, 14007 Córdoba, España",+34 857 80 26 84,https://www.clickcasacor.com/es,4.6,13.0
196,Casas de Andalucía Inmobiliaria,"C. Sagunto, 21, Levante, 14007 Córdoba, España",+34 957 83 78 85,https://www.casasdeandaluciainmobiliaria.com/,3.8,17.0
197,Inmobiliaria Cordobesa,"Av. de Jesús Rescatado, 4, Levante, 14007 Córdoba, España",+34 957 39 55 55,http://www.inmobiliariacordobesa.es/,4.1,8.0
198,INMOLIKE INMOBILIARIA. Oficina SANTA ROSA,"C. Pintor Racionero Castro, 1, Nte. Sierra, 14006 Córdoba, España",+34 957 39 52 34,http://www.inmolike.com/,5.0,19.0
200,Inmobiliaria Rein,"El Avellano, 4, Nte. Sierra, 14006 Córdoba, España",+34 957 81 04 90,,5.0,3.0
201,Inmobiliaria Barin,"C. Sta. Rosa, 18, Nte. Sierra, 14006 Córdoba, España",+34 957 40 35 35,http://www.inmobiliariabarin.com/,4.3,18.0
202,Tecnocasa Inmobiliaria Santa Rosa,"C. la Palmera, 17, Nte. Sierra, 14006 Córdoba, España",+34 623 99 05 47,https://cordoba17.tecnocasa.es/cordoba/santa-rosa/,4.9,25.0
203,OcasionCasa | Inmobiliaria,"C. Sta. Rosa, 3, Nte. Sierra, 14006 Córdoba, España",+34 957 08 46 99,http://www.ocasioncasa.com/,3.8,18.0
204,Inmobiliaria UNIVIPCASA,"C. la Higuera, 5, Nte. Sierra, 14006 Córdoba, España",+34 957 40 47 00,http://www.univipcasa.com/,3.8,13.0
205,Inmogroup Cordoba Sierra,"C. Colombia, Noroeste, 14006 Córdoba, España",+34 664 17 12 70,,5.0,8.0
206,Promocion Palacio Homes - Foroconsultores Inmobiliarios,"Av. Llanos del Pretorio, 1, Noroeste, 14006 Córdoba, España",+34 686 59 76 85,,4.5,4.0
207,Inmobiliaria Forte,"C. López Amo, 1, Nte. Sierra, 14006 Córdoba, España",+34 957 94 73 68,http://www.inmobiliariaforte.es/,3.0,13.0
208,Inmobiliaria HyL,"C. Sta. María de Gracia, 13, Centro, 14002 Córdoba, España",+34 957 26 31 11,,4.5,2.0
209,INMOBILIARIA ARCOS,,+34 643 30 71 01,https://www.inmobiliariaarcos.com/,,
210,1 TECNOCASA CIUDAD JARDIN CORDOBA,"C. Alcalde Sanz Noguer, 38, local 4, Poniente Sur, 14005 Córdoba, España",+34 957 04 21 85,https://cordoba15.tecnocasa.es/,5.0,73.0
211,Inmobiliaria Forte,"C. de Damasco, 1, Local, Poniente Sur, 14004 Córdoba, España",+34 957 39 12 38,http://www.inmobiliariaforte.es/,4.8,42.0
212,INMOBILIARIA TU PISO,"C. Centro de Salud, locales de oficina 1º1, Poniente Nte., 14005 Córdoba, España",+34 957 24 24 60,http://www.inmobiliariatupiso.es/,5.0,5.0
213,Inmobiliaria Versalles,"Carr. del Aeropuerto, 14005 Córdoba, España",+34 674 37 78 39,,5.0,1.0
214,Area 2 Inmobiliaria,"C. San Álvaro, 8, Centro, 14003 Córdoba, España",+34 957 49 65 66,http://www.area2.es/promociones.php,5.0,1.0
