,name,address,international_phone_number,url,rating,reviews_count
129,DURNA GESTION,"Av. Al-Nasir, 3, 3º3, Nte. Sierra, 14006 Córdoba, Spain",+34 691 39 83 01,https://www.durna.es/,5.0,13.0
130,Inmobiliaria ZURITA INMOBILARIOS,"C. Escultor Martínez Cerrillo, 1, Nte. Sierra, 14012 Córdoba, Spain",+34 615 11 69 07,https://www.zuritainmobiliarios.com/,5.0,20.0
131,INMOLIKE INMOBILIARIA. Oficina SANTA ROSA,"C. Pintor Racionero Castro, 1, Nte. Sierra, 14006 Córdoba, Spain",+34 957 39 52 34,http://www.inmolike.com/,5.0,19.0
132,Inmobiliaria en Córdoba,"C. Espliego, Nte. Sierra, 14012 Córdoba, Spain",+34 699 22 74 91,https://noriegadi.com/,,
133,Vial Norte Cordobés Sl,"Av. Al-Nasir, 2, Nte. Sierra, 14006 Córdoba, Spain",,,4.6,43.0
134,Inmobiliaria Barin,"Ctra. de las Ermitas, 10, Nte. Sierra, 14012 Córdoba, Spain",+34 957 76 78 08,https://www.inmobiliariabarin.com/,4.3,20.0
135,Mila Sanz Inmobiliaria,"C. Serbal, 14012 Córdoba, Spain",+34 615 08 82 67,http://milasanz.es/,5.0,20.0
136,Inmobiliaria Albasur (Oficina Pretorio),"Av. Llanos del Pretorio, 1, loc. 17, Noroeste, 14006 Córdoba, Spain",+34 957 04 98 21,https://www.inmobiliariaalbasur.com/,4.7,15.0
137,Inmobiliaria Barin,"C. Sta. Rosa, 18, Nte. Sierra, 14006 Córdoba, Spain",+34 957 40 35 35,http://www.inmobiliariabarin.com/,4.3,18.0
138,OcasionCasa | Inmobiliaria,"C. Sta. Rosa, 3, Nte. Sierra, 14006 Córdoba, Spain",+34 957 08 46 99,http://www.ocasioncasa.com/,3.8,18.0
139,Puri Vallejo & Co Inmobiliaria,"Av. del Gran Capitán, 9, Escalera B, 3H1, Centro, 14008 Córdoba, Spain",+34 693 24 63 41,http://www.purivallejo-co.com/,4.3,45.0
140,Tecnocasa Inmobiliaria Santa Rosa,"C. la Palmera, 17, Nte. Sierra, 14006 Córdoba, Spain",+34 623 99 05 47,https://cordoba17.tecnocasa.es/cordoba/santa-rosa/,4.9,25.0
141,Inmobiliaria Alfa Sierra Norte,,+34 639 54 74 14,http://www.alfasierranorte.com/,5.0,29.0
142,SANGO inmobiliaria,"Av. Arroyo del Moro, 13, Noroeste, 14011 Córdoba, Spain",+34 957 46 69 19,https://www.sangoinmobiliaria.com/,4.1,22.0
143,Inmogroup Cordoba Sierra,"C. Colombia, Noroeste, 14006 Córdoba, Spain",+34 664 17 12 70,,5.0,8.0
145,Inmobiliaria Rein,"El Avellano, 4, Nte. Sierra, 14006 Córdoba, Spain",+34 957 81 04 90,,5.0,3.0
146,OcasionCasa | Inmobiliaria,"Av. Isla Fuerteventura, 60, Noroeste, 14011 Córdoba, Spain",+34 957 10 32 00,http://www.ocasioncasa.com/,4.7,27.0
147,TECNOCASA SAGUNTO-EDISOL,"C. Sagunto, 4, Levante, 14007 Córdoba, Spain",+34 640 71 50 07,,5.0,26.0
148,GRUPOFATIMA,"Av. Virgen de Fátima, 36, Levante, 14014 Córdoba, Spain",+34 662 49 03 97,http://grupofatima.es/,5.0,24.0
149,Inmocasa Córdoba,"Av. Virgen de Fátima, 29, Levante, 14014 Córdoba, Spain",+34 957 94 39 91,http://www.inmocasacordoba.com/,4.0,7.0
150,Casas de Andalucía Inmobiliaria,"C. Sagunto, 21, Levante, 14007 Córdoba, Spain",+34 957 83 78 85,https://www.casasdeandaluciainmobiliaria.com/,3.8,17.0
151,Tecnocasa agencia inmobiliaria,"Av. Virgen de Fátima, 44, Levante, 14014 Córdoba, Spain",+34 957 94 19 79,https://cordoba6.tecnocasa.es/,4.5,74.0
152,Alcalá Inmobiliaria,"Levante, 14014 Córdoba, Spain",+34 957 43 13 09,http://www.grupoalcala.es/,5.0,1.0
153,Inmobiliaria Concepción,"C. Concepción, 6, 2º, Centro, 14008 Córdoba, Spain",+34 957 48 70 42,http://www.apiconcepcion.com/,3.3,14.0
154,Inmobiliaria Tucasacórdoba | Centro,"C. Cruz Conde, 24, Centro, 14001 Córdoba, Spain",+34 957 08 03 10,https://www.tucasacordoba.com/oficina-centro-cordoba/,5.0,4.0
155,Inmobiliaria Cordobesa,"C. San Pablo, 1, Centro, 14002 Córdoba, Spain",+34 957 39 77 77,http://www.inmobiliariacordobesa.es/,4.1,22.0
156,Inmobiliaria Barin,"C. de Fr. Luis de Granada, 6, local, Centro, 14008 Córdoba, Spain",+34 957 48 27 75,http://www.inmobiliariabarin.com/,4.6,25.0
157,Inmobiliaria Plaza,"C. Morería, 7, 1ºB, Centro, 14008 Córdoba, Spain",+34 957 48 52 00,http://inmobiliariaplaza.com/,4.2,5.0
158,Emfisa,"C. Conde de Gondomar, 3, Centro, 14003 Córdoba, Spain",+34 957 47 22 84,http://www.emfisa.com/;www.empresasyfincas.com;,4.7,14.0
159,Inmobiliaria Barin,"Av. del Gran Capitán, 17, 1º, izq, Centro, 14008 Córdoba, Spain",+34 957 48 83 46,http://www.inmobiliariabarin.com/,4.4,40.0
160,Inmobiliaria Buró,"Av. del Gran Capitán, 40, Centro, 14001 Córdoba, Spain",+34 957 47 36 00,http://inmobiliariaburo.com/,3.8,4.0
