name,address,international_phone_number,url,rating,reviews_count
Age Inmobiliaria,"Avenida Europa, S/N, 6, 11204 Algeciras, Cádiz, España",+34 956 66 55 77,,5.0,2.0
Fotoalquileres,"C. Pintora Regla Gallegos, 50, 11206 Algeciras, Cádiz, España",+34 645 29 61 66,,,
Menacha,"Av. España, 10, 11205 Algeciras, Cádiz, España",,,5.0,2.0
SAE BALEARES S.L.,"Cam. de la Ermita, 7, 11205 Algeciras, Cádiz, España",+34 956 10 18 18,,3.7,3.0
Mila De La Peña,"C. Narciso Yepes, 1, 11204 Algeciras, Cádiz, España",,,5.0,3.0
Eursur,"Av. Capitán Ontañón, 0, 11202 Algeciras, Cádiz, España",+34 956 66 08 08,,5.0,1.0
Zamacon Inmobiliaria,"Avda. Europa S/N, Resid. La Buganvilla, Local 1, 11204 Algeciras, Cádiz, España",,,1.0,2.0
Puja por tu vivienda,"Edificio Don Juan, Av. Virgen de la Palma, nº1, 1ºC, 11203 Algeciras, Cádiz, España",+34 691 38 28 22,http://www.pujaportuvivienda.com/,5.0,1.0
InmoPeniel,,+34 662 66 12 39,https://www.inmopeniel.com/,,
Inmo-Red,"C. Cristóbal Colón, 32, 11201 Algeciras, Cádiz, España",+34 612 40 66 98,,,
Carsam Properties,,+34 619 79 39 25,https://carsamproperties.com/,,
