name,address,international_phone_number,url,rating,reviews_count,language
INMOEXT,"Pl. de SS. MM. Los Reyes de España, Nº6, Local 3, 03501 Benidorm, Alicante, Spain",+34 628 31 72 89,http://www.inmoext.com/,4.8,57.0,ca
If Inmobiliaria Benidorm,"Av. de Ruzafa, 37, local 4, 03501 Benidorm, Alicante, Spain",+34 966 81 24 75,http://www.ifinmobiliariabenidorm.com/,4.5,94.0,es
Pedro Torres 10x,"C. del Esperanto, 15, 03503 Benidorm, Alicante, Spain",+34 965 06 59 21,http://www.pedrotorres10x.es/,4.9,109.0,es
Aila Homes,"Pl. de SS. MM. Los Reyes de España, 6, local 2B, 03501 Benidorm, Alicante, Spain",+34 660 08 57 42,http://www.ailahomes.com/,4.7,55.0,es
IZARO BENIDORM GESTIÓN INMOBILIARIA,"Alameda del Alcalde Pedro Zaragoza Orts, 18, Entreplanta, 03501 Benidorm, Alicante, Spain",+34 608 71 98 31,http://www.izarobenidorm.com/,5.0,44.0,es
Costa Activa,"Av. de la Armada Española, 26, Local 4, 03502 Benidorm, Alicante, Spain",+34 966 88 27 03,https://costactiva.com/,4.8,52.0,es
PELLICER GESTIÓN INMOBILIARIA,"Av. Rei Jaume I, 30, 03501 Benidorm, Alicante, Spain",+34 652 86 46 55,http://www.inmopellicer.com/,4.5,79.0,en
Mediterranean Properties,"C. Gambo, 10, 2º-B, 03503 Benidorm, Alicante, Spain",+34 637 50 00 00,https://psshomes.com/en/,4.7,20.0,en
Agencia Poniente,"Pg. de la Carretera, 18, 03501 Benidorm, Alicante, Spain",+34 965 85 68 00,http://www.agenciaponiente.com/,4.5,48.0,es
Rex Invest Real Estate,"Av. de Bilbao, 3, loc 1-D, 03503 Benidorm, Alicante, Spain",+34 966 17 77 26,http://www.rexinvest.es/,5.0,29.0,es
Inmobiliaria . IN HOME real estate,"Av. de Europa, 8, CC EL CENTRO,LOCAL 29, PLANTA 1, 03503 Benidorm, Alicante, Spain",+34 965 02 08 09,http://www.inhomeinmobiliaria.com/,5.0,2.0,en
La Casa BANK Gestion global Inmobiliaria,"C. Jazmín, 2, SOB A, 03501 Benidorm, Alicante, Spain",+34 965 06 44 11,http://www.lacasabank.com/,3.9,31.0,en
Andersen Real Estate,"C/ de la Parra, 3, 03501 Benidorm, Alicante, Spain",+34 965 89 95 10,http://www.anderseninmobiliaria.com/,3.4,21.0,en
Agence immobilière Benidorm,"C. Emilio Ortuño, 23, 03501 Benidorm, Alicante, Spain",,https://agence-immobiliere-benidorm.com/,5.0,12.0,fr
Inmobiliaria Selenhome S.L,"Edificio Sarvacho, C. del Esperanto, 5, 1ºA, 03503 Benidorm, Alicante, Spain",+34 630 23 34 10,https://selenhome.com/,4.8,46.0,es
Enjoy Benidorm I Real State Benidorm,"C/ Maravall, 29, local 2, 03501 Benidorm, Alicante, Spain",+34 690 61 48 95,https://www.enjoy-benidorm.com/,5.0,15.0,hu
Velvet Servicios Inmobiliarios,"C/ Maravall, 33, local 1, 03501 Benidorm, Alicante, Spain",+34 683 50 60 92,http://www.velvetinmobiliaria.com/,4.9,32.0,es
Inmobiliaria La Agencia M y M,"C/ de Tomàs Ortuño, 38, 03501 Benidorm, Alicante, Spain",+34 965 85 64 46,http://www.laagenciamym.com/,4.7,31.0,es
Juan Gomez Inmobiliaria,"Avenida del Doctor Orts Llorca, 19, loc.10, 03503 Benidorm, Alicante, Spain",+34 672 23 73 70,https://www.juangomezinmobiliaria.es/,4.7,67.0,es
INMOBILIARIA TIFFANY ´S HOUSE en AV/ JUAN FUSTER ZARAGOZA N.º 10 LOCAL 6,"Av. Juan Fuster Zaragoza, 10, Local 6, 03503 Benidorm, Alicante, Spain",+34 624 22 03 45,https://www.pisos.com/inmobiliaria-tiffany_s_house/%20%20%20%20%20%20https://www.fotocasa.es/es/inmobiliaria-inmobiliaria-tiffany-s-house/comprar/inmuebles/espana/todas-las-zonas/l?clientId=9202768537474,4.8,53.0,es
Sol Benidorm Grupo Inmobiliario,"C. de Arnedo, 6, local 16, 03502 Benidorm, Alicante, Spain",+34 865 79 67 18,http://solbenidorm.es/,4.7,14.0,es
"TuCasaBenidorm.com: Publicita aquí tu venta, gestionada como propia. Propiedades selectas, dedicación total, VENTA segura.","C. de los Olivos, 13, 03501 Benidorm, Alicante, Spain",+34 966 39 70 32,https://tucasabenidorm.com/,4.9,85.0,es
Inmobiliaria Beach Benidorm,"Av/ Benissa 3 Edificio Alborán Planta 10E, 03502 Benidorm, Alicante, Spain",+34 618 04 57 76,https://www.beachbenidorm.es/,4.7,27.0,es
Inmobiliaria Rosemberg,"Avinguda Alcoi, 3, Edificio Principado B local 1, 03503 Benidorm, Alicante, Spain",+34 629 65 60 49,http://www.inmobiliariarosemberg.es/,4.3,201.0,es
Conchi Benidorm,"Av. de Emilio Romero, 5, local 2, 03503 Benidorm, Alicante, Spain",+34 965 86 31 92,http://www.conchibenidorm.com/,4.7,99.0,es
Inmocenter Benidorm SL,"Avenida Dtor Severo Ochoa, 38, Local 23 (opp. Camping ""El Racó"")., 03503 Benidorm, Alicante, Spain",+34 608 12 76 22,http://www.longletsbenidorm.es/,4.4,27.0,es
Inmobiliaria AVILA Benidorm,"C. Puente, 2, 03503 Benidorm, Alicante, Spain",+34 965 85 57 74,https://www.inmobiliariaavila.com/,4.3,18.0,es
Urban Estate Consulting,"Plaça de la Creu, 3, 03501 Benidorm, Alicante, Spain",+34 689 10 37 29,https://urbanestateconsulting.es/,5.0,13.0,es
FINCASBEGO INMOBILIARIA,"Av de Francia, 1, local B, 03502 Benidorm, Alicante, Spain",+34 697 80 35 70,,4.9,89.0,es
Inmobiliaria Colmenero,"C. Mirador, 5, Local 6, 03501 Benidorm, Alicante, Spain",+34 966 88 93 39,https://www.inmobiliariacolmenero.com/,3.9,32.0,es
REMAX Benidorm,"Av. de Bilbao, 4, 03503 Benidorm, Alicante, Spain",+34 698 08 00 60,https://www.remaxportico.es/,5.0,2.0,es
Properties Spain powered by eXp,"Calle Dr. Server, 3, 03502 Benidorm, Alicante, Spain",+34 648 02 28 74,https://neilcollins.exp-spain.com/,5.0,13.0,en
INMOBILIARIA MEDITERRÁNEO,"Av. Rei Jaume I, 30, 03501 Benidorm, Alicante, Spain",+34 620 88 66 20,https://www.inmobiliariamediterraneo.es/,4.4,70.0,es
Inmobiliaria DNU,"C/ d'Alacant, 9, 03501 Benidorm, Alicante, Spain",+34 865 68 45 72,http://www.inmodnu.es/,4.5,8.0,es
Inmobiliaria Nuñez,"Carretera Doctor Pérez Llorca, 03503 Benidorm, Alicante, Spain",+34 966 83 10 35,http://www.inmobiliarianunez.com/,4.2,63.0,es
Inmobiliaria Castillo,"Av. de los Almendros, 26, 03501 Benidorm, Alicante, Spain",+34 629 84 89 86,,5.0,1.0,es
Costa Blanca Premier Estates,"Plaza Hispanidad nº 2, 03503 Benidorm, Alicante, Spain",+34 966 83 10 35,,4.5,2.0,en
Turisgestion,"plaza SS.MM Reyes de España nº7 1E, 03501 Benidorm, Alicante, Spain",+34 722 61 49 47,https://turisgestion.wixsite.com/turisgestion,5.0,1.0,es
Mc Home Benidorm,"Edf. Zeus, C. del Esperanto, 10, Local 11, 03503 Benidorm, Alicante, Spain",+34 655 76 47 54,https://www.homebymc.com/,4.0,2.0,es
Costa Prime Properties,"Av. d'Europa, 115, 03580 l'Alfàs del Pi, Alicante, Spain",+34 965 06 44 40,https://costa-prime.com/,4.7,59.0,en
Costa Blanca Grup,"Carrer Marinada, 7, local 4, 03570 Benidorm, Alicante, Spain",+34 622 94 69 11,https://costablancagrup.com/,4.7,14.0,ru
Inmobiliaria Grupo Marina mar,"C. del Condestable Zaragoza, 1, 03501 Benidorm, Alicante, Spain",+34 623 11 80 07,https://www.grupomarinamar.com/,5.0,1.0,es
OMEGA INMOBILIARIA,"Gta. del Carrascos, Bloque III - Escalera E, 03501 Benidorm, Alicante, Spain",+34 622 46 05 14,http://www.omegainmobiliaria.com/,5.0,1.0,es
UBAGO,"Vía Emilio Ortuño, 6, 03503 Benidorm, Alicante, Spain",+34 678 18 89 90,http://inmobiliariaubago.com/,5.0,10.0,es
FINCAS TORREMAR,"C/ Maravall, 1, Local 1, 03501 Benidorm, Alicante, Spain",+34 644 25 60 14,http://www.fincastorremar.es/,4.6,38.0,es
Anveran Real Estate Benidorm,"Av. de la Comunidad Valenciana, 7, local 20, 03503 Benidorm, Alicante, Spain",+34 697 39 81 84,https://anveran.com/,,,ru
Inmobiliaria Look & Find Benidorm,"Plaça de la Creu, 9, 03501 Benidorm, Alicante, Spain",+34 965 59 82 70,https://lookandfind.es/benidorm,5.0,1.0,es
INMOBILIARIA ANTONIO GARAY SL,"Avinguda Alfonso Puchades, 6, 03501 Benidorm, Alicante, Spain",+34 965 85 08 35,http://inmogaray.es/,4.0,14.0,es
Arco Estates,"Complejo comercial Las Calas, Frente a Hotel Bali de, C. del Actor Luis Prendes, 7, local 45, 03502 Benidorm, Alicante, Spain",+34 965 86 95 25,http://www.arcoestates.es/,4.5,15.0,en
Lind Property,"Av. de Europa, 8, oficina 43, 03503 Benidorm, Alicante, Spain",+34 644 81 36 95,https://lindproperty.com/,4.9,35.0,es
Alegria Real Estate,"Avinguda País Valencià, 2, 03509 Finestrat, Alicante, Spain",+34 625 90 94 27,https://alegria-realestate.com/,4.6,63.0,es
Spanish Life,"Carrer Migjorn, 3, 03570 Benidorm, Alicante, Spain",+34 865 44 30 04,https://spanish-life.es/,5.0,9.0,uk
CB Property Brokers,,+34 626 09 78 19,https://cbpropertybrokers.com/,3.6,5.0,en
Neodom Real Estate,"Av. de Finestrat, Km. 5, 03509 Finestrat, Alicante, Spain",+34 685 76 19 17,https://www.neodom.es/,4.5,33.0,ru
E&V Estate Agents Albir,,+34 961 15 20 23,http://www.engelvoelkers.com/benidorm,5.0,9.0,en
Deniz Estate,"Carrer Migjorn, 3, 03570 Benidorm, Alicante, Spain",+34 865 44 30 04,https://deniz-estate.com/,4.1,39.0,ru
Inmobiliaria. Felicmar Benidorm,"Avda Mediterráneo19,- (antes, Av de Alcoy, 2, LOCAL 3, 03502 Benidorm, Alicante, Spain",+34 659 49 04 22,https://www.felicmar.com/,4.8,4.0,es
"UrbanCosta Consultores, s.l.","Av. de Xixo, 2, 03502 Benidorm, Alicante, Spain",+34 628 47 74 66,https://www.urbancosta.com/,5.0,24.0,es
FV Inmobiliaria,"C. Ibiza, 12, 03503 Benidorm, Alicante, Spain",+34 965 85 76 12,https://fvinmobiliaria.com/es/info/quienes-somos,4.5,48.0,es
Inmobiliaria SevendGroup,"Av. Rei Jaume I, 20, Local 2, 03502 Benidorm, Alicante, Spain",+34 965 07 40 74,https://www.sevendgroup.com/,4.6,44.0,es
Villas del Sur,"C. del Esperanto, 18, 03503 Benidorm, Alicante, Spain",+34 966 81 27 67,https://www.villasdelsur.com/,4.3,9.0,es
Benidorm Residential,"Calle Presidente Alfonso Suarez 24, Calle Pdte. Adolfo Suárez, 7, 03502 Benidorm, Alicante, Spain",+34 699 14 30 47,,5.0,1.0,en
Euroloix,"Av. del Mediterráneo, 64, 03503 Benidorm, Alicante, Spain",+34 965 85 98 89,http://www.euroloix.com/,4.0,161.0,es
JR Ranz Inmobiliaria,"Av. de Europa, 6, 03503 Benidorm, Alicante, Spain",+34 965 85 07 77,http://www.jrranz.com/,5.0,1.0,es
Nieruchomeo - Nieruchomości w Hiszpanii,,,https://nieruchomeo.pl/,5.0,8.0,pl
INMOBILIARIA les Dunes S.L.,"Avenida del Mediterráneo, 38, Avenida Villajoyosa, 4, 03503 Benidorm, Alicante, Spain",+34 966 80 36 35,https://www.inmobiliarialesdunes.com/,4.2,40.0,es
RUBENEL Real Estate,"Av. Juan Fuster Zaragoza, 3, 03503 Benidorm, Alicante, Spain",+34 617 37 13 89,https://www.rubenel.com/,5.0,1.0,es
Exotours,"Avd. Mediterraneo esquina Avd. Ametlla de Mar, Local 51, edif. coblanca 8, (al lado del BBVA) 03503, 03503 Benidorm, Alicante, Spain",+34 966 80 57 03,https://www.exotours.es/,4.1,17.0,es
Zand Properties,"Av. Juan Fuster Zaragoza, 10, local 11, 03503 Urbanización Rinconada Real, Alicante, Spain",+34 966 83 05 07,http://www.benidorm-apartments.com/,3.7,13.0,en
Casanova Real Estate,"Av. de Castellón, 5, 03503 Benidorm, Alicante, Spain",+34 681 16 70 68,https://www.instagram.com/casanovadreamhome,5.0,1.0,es
GRUPO OLA AZUL INMOBILIARIA,"Av. Juan Fuster Zaragoza, 10, 03503 Benidorm, Alicante, Spain",+34 965 85 19 27,http://www.grupolaazul.com/,4.4,64.0,es
FINCAS ARENA,"Av. de Europa, 23, 03503 Benidorm, Alicante, Spain",+34 965 85 25 12,http://www.fincasarena.es/,3.9,223.0,es
Villas Levante,"Av. de Europa, 8, planta baja local 12, 03503 Benidorm, Alicante, Spain",+34 865 67 76 56,http://www.villaslevante.com/,4.1,27.0,es
Mhail Real Estate,"Av. de Europa, 8, local CA03, 03503 Benidorm, Alicante, Spain",+34 678 84 73 28,,,,es
Inmobiliaria en Benidorm BENIPISOS,"C. del Esperanto, 4, LOCAL2, 03503 Benidorm, Alicante, Spain",+34 675 58 59 40,http://www.benipisos.com/,3.9,28.0,es
