name,address,international_phone_number,url,rating,reviews_count,language,comment
Gestión Inmobiliaria Melón,"C. San Pablo, 21, 09002 Burgos, España",+34 947 25 75 00,http://www.jmelon.com/,4.5,33,es,4.5 / 33
San Pablo Inmobiliaria,"Av. de la Paz, 7, 09004 Burgos, España",+34 947 21 71 16,https://www.inmosanpablo.es/,3.3,42,es,3.3 / 42
Inmobiliaria Arlanza,"Calle San Cosme, 14, 09002 Burgos, España",+34 947 27 96 97,http://www.inmobiliariaarlanza.com/,3.1,21,es,3.1 / 21
"Arija Gestión Inmobiliaria 09, SL","Av. Reyes Católicos, 49, bajo, 09005 Burgos, España",+34 947 10 25 10,http://www.arijainmobiliaria.com/,3.4,23,es,3.4 / 23
Inmobiliaria Domingo,"C. Malaga, nº10, 09007 Burgos, España",+34 947 02 33 21,http://inmobiliariadomingo.com/,3.8,16,es,3.8 / 16
MYT Inmobiliaria,"Edificio Edinco, C. Vitoria, 17, 2º PLANTA, 09004 Burgos, España",+34 947 64 02 84,http://mytinmobiliaria.com/,3.2,13,es,3.2 / 13
inmocirculo.com,"C. Condesa Mencía, 141, 09006 Burgos, España",+34 947 45 99 17,https://www.inmocirculo.com/,5.0,25,es,5 / 25
Centro inmobiliaria,"C. Vitoria, 09004 Burgos, España",+34 947 25 77 37,http://www.centro-inmobiliaria.com/,2.0,26,es,2 / 26
Valcón Inmobiliaria | Gamonal,"C. Francisco Grandmontagne, 1, 09007 Burgos, España",+34 947 07 45 94,https://www.valconinmobiliaria.es/,4.3,24,es,4.3 / 24
Marc y Marcos,"Edinco, C. Vitoria, 17, 09004 Burgos, España",+34 699 55 00 00,http://marcymarcos.com/,4.3,12,es,4.3 / 12
Inmobiliaria,"C. Hortelanos, 09005 Burgos, España",+34 947 04 21 12,,5.0,1,es,5 / 1
Costalago,"Pl. de Alonso Martínez, 7, 09003 Burgos, España",+34 623 73 88 86,https://inmobiliariacostalago.es/,5.0,39,es,5 / 39
Ortega Inmobiliaria,"C. Vitoria, 27, 09004 Burgos, España",+34 947 26 24 26,,2.9,24,es,2.9 / 24
Quality Inmobiliaria,"C. Francisco Sarmiento, 12, 09005 Burgos, España",+34 947 65 98 00,http://qualityinmobiliariaburgos.es/,4.2,11,en,4.2 / 11
Inmobiliaria Río Vena,"C. Venerables, 10, bajo, 09003 Burgos, España",+34 947 25 20 66,http://www.riovena.es/,3.5,28,es,3.5 / 28
"MERCADER GESTIÓN INMOBILIARIA, SL","Av. Reyes Católicos, 14 comercial, Of.2, 09005 Burgos, España",+34 609 68 84 75,http://www.fincasmercader.com/,3.0,30,es,3 / 30
Inmobiliaria Raquel Vázquez,"C. de Doña Berenguela, 1, 09005 Burgos, España",+34 947 24 47 83,http://www.inmobiliariaraquelvazquez.com/,1.8,55,es,1.8 / 55
Casablanca Inmobiliaria Gamonal,"C. Francisco Grandmontagne, 7, 09007 Burgos, España",+34 947 20 44 20,https://www.casablancasl.com/,3.5,22,es,3.5 / 22
Galeria inmobiliaria,"C. Ana Lopidana, 8º,oficina 8, 09005 Burgos, España",+34 605 79 48 73,,5.0,9,es,5 / 9
Plaza Inmobiliaria - Venta y alquiler de pisos Gamonal,"C. Santiago Apóstol, 33, 09007 Burgos, España",+34 947 04 12 90,http://www.inmobiliariaplaza.es/,3.6,49,es,3.6 / 49
Home Inmobiliaria,"Parque Virgen del Manzano, 15, 09005 Burgos, España",+34 947 71 91 36,https://www.burgoshomeinmobiliaria.com/,2.9,19,es,2.9 / 19
Alquiler Sin Riesgo,"C. Vitoria, 37, 09004 Burgos, España",+34 947 07 47 75,,4.5,8,es,4.5 / 8
Burgoespacio 2000 SA,"Cam. Casa de la Vega, 51, 09006 Burgos, España",+34 947 26 18 18,http://www.burgoespacio.fotocasa.es/,3.8,23,es,3.8 / 23
Ortega Delgado - Gestión y Tasación Inmobiliaria,"Av. del Cid Campeador, 1, 09003 Burgos, España",+34 947 24 42 55,http://www.ortegadelgado.com/,3.8,9,es,3.8 / 9
Ana & Bonilla Inmobiliaria,"Av. de los Derechos Humanos, 18, 09007 Burgos, España",,,5.0,1,es,5 / 1
Exclusivas Nemesio Martinez,"C. la Bureba, 09007 Burgos, España",,,5.0,1,es,5 / 1
Mountain View Real Estate MURE BURGOS,"Pl. de España, 6, 09005 Burgos, España",+34 947 10 10 10,http://www.mure.es/,4.2,6,en,4.2 / 6
Inmobiliaria Espacio M2,"C. San Pedro de Cardeña, 35, 09002 Burgos, España",+34 947 10 53 96,https://www.espaciom2.es/,1.4,9,es,1.4 / 9
Alojamiento Burgos Centro,"C. Sta. Clara, 42, 09002 Burgos, España",+34 618 05 18 40,https://instagram.com/burgoscentroalojamientos?igshid=zc4hb3w1rqin,4.9,126,es,4.9 / 126
San Pablo Inmobiliaria-Gamonal,"C. Alejandro Yagüe, 12, 09007 Burgos, España",+34 947 48 19 36,https://www.inmosanpablo.es/,2.5,8,es,2.5 / 8
THE CROWN HOUSE,"C. Francisco Grandmontagne, 2, 09007 Burgos, España",+34 947 00 00 72,https://thecrownhouse.es/,4.4,7,es,4.4 / 7
Abc Servicios Inmobiliarios,"Av. Reyes Católicos, 16, bajo, 09005 Burgos, España",+34 947 25 06 03,http://www.abcinmo.es/,3.1,13,es,3.1 / 13
"LOLÓ, vivienda uso turístico 9/27. Aceptamos mascotas","Subida San Miguel, 23, 09003 Burgos, España",+34 658 61 22 53,https://apartamentololo.es/,4.7,38,es,4.7 / 38
Riddle & Ross Inmobiliaria Online.,"C. Maestro de Burgos, 1, 09002 Burgos, España",+34 947 26 34 53,,5.0,1,es,5 / 1
Galatea Garden Residencial,"C. Fuenteovejuna, 118, 09006 Burgos, España",,http://www.galateagarden.es/,5.0,1,es,5 / 1
J Dos Tres A S A,"C. Luis Rodríguez Arango, 2, 09001 Burgos, España",+34 947 26 88 02,,3.0,1,es,3 / 1
Inmobiliaria Río Vena S A,"Av. de Castilla y León, 62, 09006 Burgos, España",+34 947 25 20 63,,3.0,2,es,3 / 2
"Gestión Inmobiliaria Salvador Torres, SL","P.º Regino Sainz de la Maza, 4, 09004 Burgos, España",+34 947 27 22 21,,2.4,5,es,2.4 / 5
API BURGOS MONTECANAL,"Centro Comercial, Av. de la Ilustración, 14, Casablanca, 50012 Zaragoza, España",+34 976 75 60 60,http://www.apiburgos.com/,4.9,137,es,4.9 / 137
API BURGOS,"C. del Coso, 66, Casco Antiguo, 50001 Zaragoza, España",+34 976 23 52 17,http://www.apiburgos.com/,4.3,29,es,4.3 / 29
Tecnocasa agencia inmobiliaria,"C. de Vicente Muzas, 13, local, Cdad. Lineal, 28043 Madrid, España",+34 910 22 84 63,https://madrid191.tecnocasa.es/,4.9,78,es,4.9 / 78
Alquiler Seguro,"C. San Pablo, 10, 09002 Burgos, España",+34 910 77 57 75,https://www.alquilerseguro.es/,4.9,19,es,4.9 / 19
"INMOBILIARIA DEL BRULLES, S.L","C. Petronila Casado, 3, 09005 Burgos, España",+34 639 60 68 93,,1.0,1,es,1 / 1
Inmobiliaria Avd Cid 66 S L,"Av. de la Paz, 9, 09004 Burgos, España",+34 947 25 66 03,,1.0,1,es,1 / 1
