,name,address,maps_phone,url,rating,reviews_count,language,comment,business_status,types,zip_code,phone_1,phone_2,e-mail_1,e-mail_2,message
28,RE/MAX Esmeralda ,"Av. d'Antoni Maura, 18, Centre, 07012 Palma, Illes Balears, España",605833450,http://www.esmeralda.remax.es/,4.8,24.0,es,Google reviews: 4.8* / 24,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,,,,,error:no contact info found
29,Inmobiliaria Oliver,"Carrer de la Cerdanya, 5, Entresuelo 1, Distrito Centro, 07012 Palma, Illes Balears, España",971195062,https://www.inmobiliariaoliver.com/,4.6,10.0,es,Google reviews: 4.6* / 10,OPERATIONAL,"('real_estate_agency', 'finance', 'point_of_interest', 'establishment')",7012.0,971195062,,,,success
30,Fincas Piña Massip,"Passatge Particular de Santa Catalina de Sena, 4 -2, Entresuelo D, Distrito Centro, 07002 Palma, Illes Balears, España",971720005,http://fincaspiñamassip.com/,4.4,103.0,es,Google reviews: 4.4* / 103,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7002.0,971720005,,,,success
31,Balearhouse,"Pg. de Mallorca, 22, Centre, 07012 Palma, Illes Balears, España",971129292,https://www.balearhouse.com/?utm_source=gmb&utm_medium=organic&utm_campaign=link-web,4.6,28.0,es,Google reviews: 4.6* / 28,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,971129292,606326495,,,success
32,GestPropiedad Avenidas,"Avinguda de Gabriel Alomar, 35, Llevant, 07006 Palma, Illes Balears, España",689852703,https://www.gestpropiedad.com/avenidas,5.0,192.0,es,Google reviews: 5* / 192,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,600886384,,,,success
33,REMAX Vinci Group Inmobiliaria Mallorca,"Avinguda de Gabriel Alomar, 3, Bajo Izquierda, Llevant, 07006 Palma, Illes Balears, España",971208419,https://www.vincigroup.remax.es/,4.6,29.0,es,Google reviews: 4.6* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,,,,,error:no contact info found
34,Invest Mallorca,"Carrer del Baró de Santa Maria del Sepulcre, 6, Centre, 07012 Palma, Illes Balears, España",971726029,https://investmallorca.com/contacto/,4.3,29.0,es,Google reviews: 4.3* / 29,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",7012.0,971726029,606989732,,,success
35,Soul Estate Agency,"Carrer de Mateu Enric Lladó, 5, 3ºA, Distrito Centro, 07002 Palma, Illes Balears, España",633104636,https://www.soulestateagency.com/,5.0,7.0,es,Google reviews: 5* / 7,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7002.0,,,,,error:no contact info found
36,HOMA Inmobiliaria Mallorca,"Carrer Manuel Guasp, 17, local A, Llevant, 07006 Palma, Illes Balears, España",644429259,https://www.homainmobiliaria.com/,4.6,19.0,es,Google reviews: 4.6* / 19,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,,,,,error:no contact info found
37,Mallorca House,"Carrer Manuel Guasp, 10, Bajos, Llevant, 07006 Palma, Illes Balears, España",971463200,http://www.mallorcahouse.com/,4.4,8.0,es,Google reviews: 4.4* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,971463100,971463200,,,success
38,Inmobiliaria Estarellas Broker,"Carrer d'Enric Alzamora, 1, Centre, 07002 Palma, Illes Balears, España",971722737,http://www.estarellasbroker.com/,4.7,49.0,es,Google reviews: 4.7* / 49,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7002.0,971722737,,,,success
39,Living Blue Mallorca - Palma,"C. del Conquistador, 4, Centre, 07001 Palma, Illes Balears, España",971625375,https://www.livingblue-mallorca.com/,5.0,21.0,es,Google reviews: 5* / 21,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7001.0,,,,,error:no contact info found
40,AVS Inmobiliaria,"Plaça de l'Esglesia, 11, 07350 Binissalem, Illes Balears, España",696792091,https://www.avs.immo/,4.2,71.0,es,Google reviews: 4.2* / 71,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7350.0,633839925,,,,success
41,REMAX EXPERIENCE Inmobiliaria especializada en obra nueva,"Carrer de Gilabert de Centelles, 8, Esc. derecha, Llevant, 07005 Palma, Illes Balears, España",871853053,https://www.remaxexperience.es/,4.6,71.0,es,Google reviews: 4.6* / 71,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7005.0,,,,,error:no contact info found
42,Balear Invest - Real Estate,"Avinguda de l'Argentina, 21, Ponent, 07013 Palma, Illes Balears, España",,http://www.balearinvest.com/,3.8,104.0,es,Google reviews: 3.8* / 104,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7013.0,971719191,,,,success
43,Inmo 83,"Carrer d'Eusebi Estada, 29, Nord, 07004 Palma, Illes Balears, España",971071081,https://www.inmo83.com/,4.8,461.0,es,Google reviews: 4.8* / 461,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7004.0,971071081,,,,success
44,PALMA ORIGEN BY INMOIB,"Carrer de Pere Dezcallar i Net, 11, local 9, Distrito Centro, 07003 Palma, Illes Balears, España",644353626,http://www.inmoib.com/,4.9,37.0,es,Google reviews: 4.9* / 37,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7003.0,644353626,,,,success
45,Agencia Inmobiliaria BPH,"Carrer de la Reina Maria Cristina, 4, 1º1ª, Norte, 07003 Palma, Illes Balears, España",871902705,https://inmobiliariabph.com/,4.5,39.0,es,Google reviews: 4.5* / 39,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7003.0,,,,,error:no contact info found
46,🗝️ Cool Homes Mallorca ,"Av. del Gran i General Consell, 6, 2 Planta, Nord, 07004 Palma, Illes Balears, España",699404183,https://coolhomesmallorca.com/?utm_source=google&utm_medium=organic&utm_campaign=my_business,4.5,23.0,es,Google reviews: 4.5* / 23,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7004.0,699404183,639570996,,,success
47,Palmer Inmobiliaria - Portixol,"Carrer de Llucmajor, nº 61, Platja de Palma, 07006 Palma, Illes Balears, España",971240121,https://palmerinmobiliaria.com/,4.7,307.0,es,Google reviews: 4.7* / 307,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,971240121,,,,success
48,Forcadell Palma,"Carrer de Bartomeu Ferrà, 2, Centre, 07002 Palma, Illes Balears, España",971718852,https://www.forcadell.com/inmobiliaria-palma/,4.0,100.0,es,Google reviews: 4* / 100,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'finance', 'establishment')",7002.0,934965400,931549692,info@forcadellsantgervasi.com,info@forcadellsantgervasi.com,"error:too many offices, not giving contacts to avoid misunderstanding"
49,LaBoutiqueInmobiliaria,"C/ Francesc Sancho, 2, Nord, 07004 Palma, Illes Balears, España",618063061,http://laboutiqueinmobiliaria.com/,4.8,32.0,es,Google reviews: 4.8* / 32,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7004.0,871809938,,,,success
50,AFRIPAY INMOBILIARIA,"Carrer del 31 de Desembre, 11, Nord, 07003 Palma, Illes Balears, España",,https://www.afripayinmobiliaria.com/,4.4,121.0,es,Google reviews: 4.4* / 121,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7003.0,971465706,,,,success
51,RBK Prime,,680885136,http://www.rbkprime.com/,5.0,12.0,es,Google reviews: 5* / 12,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,error:no contact info found
52,Housing Properties,"Av. del Comte de Sallent, 10, Planta 4, Oficina 4, Norte, 07003 Palma, Illes Balears, España",600582990,http://housingp.com/,5.0,22.0,es,Google reviews: 5* / 22,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7003.0,,,,,error:no contact info found
53,Stüde & Blas : Servicios inmobiliarios,"Passatge Particular Joan XXIII, 2, 4C, Centre, 07002 Palma, Illes Balears, España",871960507,http://www.studeblas.com/,5.0,8.0,ca,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7002.0,627450709,871960507,,,success
54,Privatgest Mallorca S.L.,"Carrer de Josep Anselm Clavé, 3, Centre, 07002 Palma, Illes Balears, España",971495169,http://www.pgmallorca.com/,4.0,6.0,es,Google reviews: 4* / 6,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7002.0,971914570,601311461,,,success
55,Agencia Mallorca ( 07002 ),"Plaça de la Mercè, Centre, 07002 Palma, Illes Balears, España",625668194,https://www.agenciamallorca.com/sobre-nosotros/,3.7,6.0,es,Google reviews: 3.7* / 6,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7002.0,971724580,971723324,,,success
56,Mía Inmobiliaria Mallorca,"Avinguda d'Antoni Maura, 6, 07141 Marratxí, Illes Balears, España",657824759,http://www.mia-inmobiliaria.com/,5.0,25.0,es,Google reviews: 5* / 25,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7141.0,657824759,,,,success
57,Inmobiliaria Fincas Mallorca ,"Carrer de Joaquim Togores, 7, local 2, Norte, 07010 Palma, Illes Balears, España",971750165,http://inmobiliariapalma.com/,4.7,104.0,es,Google reviews: 4.7* / 104,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,971750165,,fincasmallorca.palma@gmail.com,fincasmallorca.palma@gmail.com,success
58,DJ Real Estate Solutions,"Carrer de Velázquez, 7, Centre, 07002 Palma, Illes Balears, España",971625025,https://www.djsolucionesinmobiliarias.com/,5.0,9.0,es,Google reviews: 5* / 9,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7002.0,971625025,,,,success
59,Rústica Mallorca,"c, La Rambla, 11, Distrito Centro, 07003 Palma, Illes Balears, España",971106706,http://www.rusticamallorca.com/,4.4,17.0,es,Google reviews: 4.4* / 17,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7003.0,,,,,error:no contact info found
60,Linkey Consultora Inmobiliaria,"Carrer de Velázquez, 10, Centre, 07002 Palma, Illes Balears, España",647557574,http://www.linkey.es/,5.0,8.0,en,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7002.0,647557574,610170891,,,success
61,Coco Inmobiliaria,"Carrer de Ticià, 47, Nord, 07003 Palma, Illes Balears, España",871534961,http://cocoinmobiliaria.com/,5.0,197.0,es,Google reviews: 5* / 197,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7003.0,871534961,633868330,,,success
62,Molina Homes Inmobiliaria,"Carrer de Joan Lluís Estelrich, 18, Centre, 07003 Palma, Illes Balears, España",871037032,http://molinahomes.es/,5.0,218.0,es,Google reviews: 5* / 218,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7003.0,,,,,error:no contact info found
63,Inmobiliaria en Mallorca ,"Avinguda de l'Argentina, 32, 07011 Palma, Illes Balears, España",971910801,https://www.mundopisos.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=organicmap,4.8,257.0,es,Google reviews: 4.8* / 257,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7011.0,971910801,686121248,,,success
64,Inmuebles CBPisos,"C/ del General Riera, 12, Nord, 07003 Palma, Illes Balears, España",971711216,http://www.cbpisos.com/,4.9,84.0,es,Google reviews: 4.9* / 84,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7003.0,971711216,,,,success
65,Inmobiliaria Living Palma,"Carrer de Josep d'Oleza, 4, Nord, 07010 Palma, Illes Balears, España",971418800,https://living-palma.com/es,4.9,168.0,es,Google reviews: 4.9* / 168,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,971418800,626706165,,,success
66,Grup Direct Real Estate,"Calle Santiago Rusiñol 11 esquina con, Carrer de Joaquim Botia, 5, Centre, 07012 Palma, Illes Balears, España",971722722,http://www.grupdirect.com/,4.6,123.0,es,Google reviews: 4.6* / 123,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,971722722,667762676,infosanfernando@grupdirect.com,infosanfernando@grupdirect.com,success
67,UFFELMANN Properties,"Carrer d'Ausiàs March, 36, Nord, 07003 Palma, Illes Balears, España",871045529,http://www.uffelmann.es/,5.0,16.0,es,Google reviews: 5* / 16,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7003.0,,,,,error:no contact info found
68,Mundo Pisos Plaza París,"Plaça de París, 3, Nord, 07010 Palma, Illes Balears, España",971902011,https://www.mundopisos.com/es,4.6,62.0,es,Google reviews: 4.6* / 62,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,971910801,686121248,,,success
69,Futura Propiedades Mallorca,"Carrer de Femenies, 9, 07013 Palma, Illes Balears, España",971105523,https://www.futurapropiedadesmallorca.com/,4.8,92.0,es,Google reviews: 4.8* / 92,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,661349530,,,,success
70,Aina Rabassa Propiedades,,681910692,http://www.ainarabassa.com/,5.0,24.0,es,Google reviews: 5* / 24,OPERATIONAL,"('real_estate_agency', 'establishment')",,681910692,,,,success
71,INTIAA ,"C/ del General Riera, 56, Nord, 07010 Palma, Illes Balears, España",871903477,http://www.intiaa.com/,4.8,113.0,es,Google reviews: 4.8* / 113,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7010.0,871903477,,,,success
72,Nicolás Iriarte ,"Carrer Joan Maria Thomàs, 2, 1°, Poniente, 07014 Palma, Illes Balears, España",659280879,https://nicolasiriarte.com/,5.0,33.0,es,Google reviews: 5* / 33,OPERATIONAL,"('real_estate_agency', 'lodging', 'general_contractor', 'point_of_interest', 'establishment')",7014.0,659280879,,,,success
73,Zaino's Capital | Inmobiliaria,,871264131,https://www.zainoscapital.com/,5.0,11.0,es,Google reviews: 5* / 11,OPERATIONAL,"('real_estate_agency', 'establishment')",,871264131,971965737,,,success
74,DarderInmo,"Carrer del Pare Bartomeu Pou, 36, Nord, 07003 Palma, Illes Balears, España",639935926,http://darderinmo.com/,4.9,14.0,es,Google reviews: 4.9* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7003.0,671904540,639935926,,,success
75,Vidamar Consultors Immobiliaris,"C/ de Miquel dels Sants Oliver, 21A, Ponent, 07011 Palma, Illes Balears, España",871515303,http://www.vidamar.net/,4.6,230.0,es,Google reviews: 4.6* / 230,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7011.0,871515303,645332255,,,success
76,JD Residences,"Pg. de Mallorca, 16, Centre, 07012 Palma, Illes Balears, España",606824162,http://www.jd-residences.com/,5.0,26.0,es,Google reviews: 5* / 26,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,606824162,,,,success
77,Grupo Inmobiliario TJR,"Carrer de Francesc Martí i Móra, 3A, Ponent, 07011 Palma, Illes Balears, España",971094502,https://www.idealista.com/pro/grupo-inmobiliario-tjr/venta-viviendas/,4.8,21.0,es,Google reviews: 4.8* / 21,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7011.0,,,,,error:no contact info found
78,Inmobiliaria S'escorxador,"Carrer de Joan Fuster i Ortells, 2, Nord, 07010 Palma, Illes Balears, España",971917507,http://www.sescorxador.com/,4.4,45.0,es,Google reviews: 4.4* / 45,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,971917507,,,,success
79,Algot Properties,"Carrer del Bisbe Rafael Josep Verger, 2, Nord, 07010 Palma, Illes Balears, España",629574538,http://www.algotproperties.es/,4.9,21.0,es,Google reviews: 4.9* / 21,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,629574538,,,,success
80,Aragon gestión,"C/ Aragó, 81, bajos. Llevant, Llevant, 07005 Palma, Illes Balears, España",971243569,http://www.aragongestion.com/,4.3,47.0,es,Google reviews: 4.3* / 47,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7005.0,971243569,,,,success
81,LEXLEY INMOBILIARIA,"Carrer del Bisbe Rafael Josep Verger, 2, Nord, 07010 Palma, Illes Balears, España",633371001,https://www.idealista.com/pro/lexley/?fbclid=PAY2xjawJZxQNleHRuA2FlbQIxMQABppuJlhHM7qbZ8TA5hmYt-HleCg_mt1FiHM2cX_7e6EQl8XD-Bq2RYYLmXw_aem_XSp1stszixJTclFvlEF0Ow,5.0,26.0,es,Google reviews: 5* / 26,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7010.0,,,,,error:no contact info found
82,Inmobiliaria MUT,"C/ del Marquès de la Fontsanta, 53, Llevant, 07005 Palma, Illes Balears, España",971900006,https://inmobiliariamutbymarian.es/,4.5,72.0,es,Google reviews: 4.5* / 72,OPERATIONAL,"('real_estate_agency', 'insurance_agency', 'point_of_interest', 'establishment')",7005.0,,,,,error:no contact info found
83,INMOBILIARIA GRUPO ROMA,"Carrer de la Indústria, 46, 07013 Palma, Illes Balears, España",971717800,http://www.grupo-roma.com/,4.4,103.0,es,Google reviews: 4.4* / 103,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7013.0,971717800,,,,success
84,P&p Inmobiliaria Cb,"Carrer d'Eusebi Estada, 91, Nord, 07004 Palma, Illes Balears, España",678444212,https://www.pypinmobiliaria.es/,4.4,28.0,es,Google reviews: 4.4* / 28,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7004.0,,,,,error:no contact info found
85,Asymas Inmobiliaria,"C/ Aragó, 40, Entresuelo, Oficina 5, Levante, 07005 Palma, Illes Balears, España",605247374,https://www.asymasinmobiliaria.com/,5.0,13.0,es,Google reviews: 5* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7005.0,605247374,,,,success
86,ILF ADMINISTRACIONES,"Carrer d'Eusebi Estada, 38, Nord, 07004 Palma, Illes Balears, España",971667270,http://ilfinmobiliaria.com/,4.3,162.0,es,Google reviews: 4.3* / 162,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7004.0,,,,,error:no contact info found
87,BECKER & BECKER IMMOBILIEN MALLORCA,"Carrer Arxiduc Lluís Salvador, 7, Nord, 07004 Palma, Illes Balears, España",971440660,http://bbi-mallorca.immo/,4.9,14.0,es,Google reviews: 4.9* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7004.0,971440660,,,,success
88,INMOURBAN ,"Levante, 07005 Palma, Illes Balears, España",971075502,http://www.inmourban.com/,4.7,28.0,es,Google reviews: 4.7* / 28,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7005.0,971075502,632659429,,,success
89,Illes House Real State SL,"Plaça Pere Garau, s/n, Puesto 52, Llevant, 07007 Palma, Illes Balears, España",603187735,https://www.illeshouse.com/,4.8,21.0,es,Google reviews: 4.8* / 21,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,,,,,error:no contact info found
90,Nappo Real Estate I Inmobiliaria en Mallorca y Madrid I Oficina Palma  ( 07015 ),"Avinguda de Joan Miró, 286, Ponent, 07015 Palma, Illes Balears, España",971370846,http://www.napporealestate.com/,4.7,112.0,es,Google reviews: 4.7* / 112,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7015.0,971370846,642894387,,,success
91,Inmobiliaria Huading,"Carrer Faust Morell, 28, local esquina, Llevant, 07005 Palma, Illes Balears, España",971447640,http://hdinmo.com/,4.1,37.0,es,Google reviews: 4.1* / 37,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7005.0,971447640,,,,success
92,Fincas Ribó & Asociados,"C. de Manacor, 14, Llevant, 07006 Palma, Illes Balears, España",971774680,https://www.fincasribo.com/,4.3,33.0,es,Google reviews: 4.3* / 33,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,971774680,,,,success
93,Inmobiliaria Can Pastilla,"Calle Ovidio, 9, bajos, Platja de Palma, 07610 Can Pastilla, Illes Balears, España",670911272,http://www.inmocanpastilla.com/,4.6,14.0,es,Google reviews: 4.6* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7610.0,670911272,971262702,,,success
94,Mallorca Decorhome,"C. dels Foners, 24, Llevant, 07006 Palma, Illes Balears, España",695487942,https://mallorcadh.com/,4.6,9.0,es,Google reviews: 4.6* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,613917195,695487942,,,success
95,DinsMallorca,"Carrer Joan Maragall, 48, Platja de Palma, 07006 Palma, Illes Balears, España",871700001,http://www.dinsmallorca.com/,5.0,20.0,es,Google reviews: 5* / 20,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,,,,,error:no contact info found
96,Grupo JD Real Estate & Construction,"Carrer de Llucmajor, 44, Platja de Palma, 07006 Palma, Illes Balears, España",667580693,https://grupojuandelgado.com/,4.8,14.0,es,Google reviews: 4.8* / 14,OPERATIONAL,"('real_estate_agency', 'home_goods_store', 'general_contractor', 'point_of_interest', 'store', 'establishment')",7006.0,667580693,667580693,,,success
97,Mallorca Mietbörse S.L. ,"Carrer del Vicari Joaquim Fuster, 105, Platja de Palma, 07006 Palma, Illes Balears, España",971796082,https://www.mallorca-mietboerse.com/,4.8,69.0,es,Google reviews: 4.8* / 69,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,,,,,error:no contact info found
98,VillaInvest,"C/ de Lluís Martí, 11, Llevant, 07006 Palma, Illes Balears, España",971598674,http://www.villainvest.es/,4.3,12.0,es,Google reviews: 4.3* / 12,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7006.0,971598674,,,,success
99,Mallorca Gestión Inmobiliaria,"Avinguda d'Antoni Maura, 16, 07141 Marratxí, Illes Balears, España",696906733,https://www.mallorcagestion.com/,4.5,49.0,es,Google reviews: 4.5* / 49,OPERATIONAL,"('real_estate_agency', 'finance', 'point_of_interest', 'establishment')",7141.0,971902500,,,,success
100,donpiso,"Career Nuredduna, 6, Llevant, 07006 Palma, Illes Balears, España",656790393,https://www.donpiso.com/,5.0,29.0,es,Google reviews: 5* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7006.0,,,,,error:no contact info found
101,GestPropiedad Ciudad Jardín,"Carrer del Cardenal Rossell, 26, Platja de Palma, 07007 Palma, Illes Balears, España",971778759,http://www.gestpropiedad.com/,4.6,398.0,es,Google reviews: 4.6* / 398,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,600886384,,,,success
102,Berkshire Hathaway HomeServices Nova Mallorca ( 07012 ),"Pg. de Mallorca, 14, A, Distrito Centro, 07012 Palma, Illes Balears, España",670615955,https://www.bhhsmallorca.com/,4.4,25.0,es,Google reviews: 4.4* / 25,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7012.0,912771071,910228442,info.moraleja@bhhsmadrid.com,info.moraleja@bhhsmadrid.com,success
103,Palmer Inmobiliaria,"Carrer del Vicari Joaquim Fuster, 251a, Platja de Palma, 07007 Palma, Illes Balears, España",971919712,https://palmerinmobiliaria.com/,4.9,37.0,es,Google reviews: 4.9* / 37,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,971240121,,,,success
104,Eigentum Mallorca Immobilien,"Avinguda de ses Palmeres, 81, 07560 Sa Coma, Illes Balears, España",971810261,https://eigentum-mallorca.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=organicmap,4.3,24.0,es,Google reviews: 4.3* / 24,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7560.0,,,,,error:no contact info found
105,INMOBILIARIA EN MALLORCA,,637020200,http://www.inmobiliariaenmallorca.com/,4.6,39.0,es,Google reviews: 4.6* / 39,OPERATIONAL,"('real_estate_agency', 'establishment')",,637020200,,,,success
106,Casa Nova Properties S.L.,"Avinguda del Rei Jaume I, 109, 07180 Santa Ponça, Illes Balears, España",971698076,https://www.mallorcaimmobilien.com/,4.8,36.0,en,Google reviews: 4.8* / 36,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7180.0,971698076,679594328,,,success
107,First Mallorca,"Pg. de Mallorca, 10, Centre, 07012 Palma, Illes Balears, España",871005800,https://www.firstmallorca.com/,4.2,44.0,es,Google reviews: 4.2* / 44,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7012.0,971007007,,,,success
108,DAHLER Mallorca Palma / Son Vida,"Pg. de Mallorca, 12, Centre, 07012 Palma, Illes Balears, España",636844265,https://www.dahlercompany.com/de/mallorca/immobilienmakler/palma,4.7,12.0,de,Google reviews: 4.7* / 12,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7012.0,636844265,,,,success
109,PRIVILEGE-PROPERTY,,637861618,http://www.privilege-property.com/,4.6,9.0,es,Google reviews: 4.6* / 9,OPERATIONAL,"('real_estate_agency', 'establishment')",,,,,,error:no contact info found
110,First Mallorca Costa d'en Blanes,"Av. Tomàs Blanes Tolosa, 41, 07181 Costa d'en Blanes, Illes Balears, España",971007007,https://www.firstmallorca.com/en/sales/costa-den-blanes-properties,4.0,51.0,es,Google reviews: 4* / 51,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",7181.0,971007007,,,,success
111,DAHLER Mallorca Santanyí,"Plaça de sa Canal, 19, 07650 Santanyí, Illes Balears, España",649505127,http://www.dahler.com/santanyi,4.9,16.0,de,Google reviews: 4.9* / 16,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7650.0,871252196,871890006,,,success
112,Coll aguilar. Inmobiliaria & galeria de arte,"Carrer del Call, 4, Centre, 07001 Palma, Illes Balears, España",655283894,http://www.collaguilar.com/,3.9,9.0,es,Google reviews: 3.9* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7001.0,971712948,655283894,,,success
113,Inmopropiedad ,"Carrer de la Blatera, 32A, Llevant, 07198 Palma, Illes Balears, España",971773479,http://www.inmopropiedad.com/,4.9,31.0,es,Google reviews: 4.9* / 31,OPERATIONAL,"('real_estate_agency', 'finance', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",7198.0,971773479,605370537,,,success
114,Evamar Real Home ,"Carrer del Fluvià, 1, Llevant, 07009 Palma, Illes Balears, España",871185293,http://www.evamar-rh.com/,5.0,38.0,es,Google reviews: 5* / 38,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7009.0,871185293,,,,success
115,Mendopiso,"Carrer del Cardenal Rossell, 24, Platja de Palma, 07007 Palma, Illes Balears, España",971902400,http://www.mendopiso.es/,4.3,45.0,es,Google reviews: 4.3* / 45,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,971902400,,,,success
116,LAB Properties,"Carrer de la Blatera, 23A, Llevant, 07198 Palma, Illes Balears, España",644166761,https://www.labproperties.es/,5.0,46.0,es,Google reviews: 5* / 46,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7198.0,644166761,,,,success
117,Finques RBJ,"Carrer del Cardenal Rossell, 60, Platja de Palma, 07007 Palma, Illes Balears, España",971745470,http://www.finquesrbj.com/,4.9,98.0,es,Google reviews: 4.9* / 98,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",7007.0,971745470,,,,success
