name,address,international_phone_number,url,rating,reviews_count,language,comment
MundoInmobiliario,"Bake kalea, 5, 01004 Vitoria-Gasteiz, Araba, España",+34 649 36 58 16,,3.6,29.0,es,Google reviews: 3.6* / 29
Mountain View Real Estate,"General Alava Kalea, 28, 01005 Vitoria-Gasteiz, Araba, España",+34 945 23 06 77,https://www.mure.es/contacto/,2.2,41.0,es,Google reviews: 2.2* / 41
NAYSA Servicios Inmobiliarios,"Av. Santiago, 25, 01003 Vitoria-Gasteiz, Álava, España",+34 945 20 17 60,http://www.naysainmobiliaria.com/,3.9,39.0,en,Google reviews: 3.9* / 39
PisosVitoria.com,"C. El Prado, 6, Of-2, 01005 Vitoria-Gasteiz, Álava, España",+34 945 27 47 42,https://www.pisosvitoria.com/,4.6,120.0,es,Google reviews: 4.6* / 120
Belén Urrutxi Casas a Punto Álava,"Fundadora de las Siervas de Jesus Kalea, 19, 01001 Vitoria-Gasteiz, Araba, España",+34 625 70 48 22,http://www.belenurrutxi.com/,4.5,25.0,es,Google reviews: 4.5* / 25
Fincas Arriaga,"Arriagako Atea Kalea, 5, 01012 Vitoria-Gasteiz, Araba, España",+34 945 15 41 18,http://www.fincasarriaga.com/,3.2,51.0,es,Google reviews: 3.2* / 51
Siv Gasteiz,"Monseñor Estenaga Kalea, 01002 Vitoria-Gasteiz, Araba, España",+34 945 56 19 39,,2.2,25.0,es,Google reviews: 2.2* / 25
InmoVITORIA,"Av. Gasteiz, 90, 01012 Vitoria-Gasteiz, Álava, España",+34 696 59 87 26,http://inmovitoria.com/,4.6,33.0,es,Google reviews: 4.6* / 33
comprarcasa Ábside,"Fundadora de las Siervas de Jesus Kalea, 7, 01001 Vitoria-Gasteiz, Araba, España",+34 945 02 20 22,https://www.comprarcasa.com/,3.0,2.0,es,Google reviews: 3* / 2
FINCAS MAJUELO,"San Frantzisko K., 5, 01001 Vitoria-Gasteiz, Araba, España",+34 945 23 29 11,,2.7,3.0,es,Google reviews: 2.7* / 3
Coisa Gestión de Inmuebles S.L,"Askatasun Kalea, 6, 01002 Vitoria-Gasteiz, Araba, España",+34 945 27 05 77,http://www.libertad6gestion.com/,4.0,1.0,es,Google reviews: 4* / 1
Piso acogedor y tranquilo en el centro de Gasteiz,"Navarro Villoslada Kalea, 6, 01012 Vitoria-Gasteiz, Araba, España",+34 605 73 71 34,https://www.alojazmientos.com/,,,es,Google reviews: * / None
Piso Segur,"Pl. de España, 13, 2º, 01001 Vitoria-Gasteiz, Álava, España",+34 682 33 93 28,,5.0,1.0,es,Google reviews: 5* / 1
Alquiler de Confianza Vitoria,"Julian de Apraiz Kalea, 23, 01012 Vitoria-Gasteiz, Araba, España",+34 945 49 20 08,https://www.alquilerdeconfianza.com/seguro-impago-alquiler-vitoria/,,,en,Google reviews: * / None
Adania,"Plaza Amárica, 5, 01005 Vitoria-Gasteiz, Araba, España",+34 945 14 33 08,http://www.adania.es/,2.5,51.0,es,Google reviews: 2.5* / 51
Fincas 20 20,"C. Florida, 17-1º, Oficina 1, 01005 Vitoria-Gasteiz, Álava, España",+34 688 75 75 62,http://fincas2020.com/,4.8,4.0,es,Google reviews: 4.8* / 4
Pisos en venta y alquiler en Vitoria,"Portal del Rey, 3, oficina 9, 01001 ALAVA, Álava, España",None,,,,es,Google reviews: * / None
Avenida Inmobiliaria,"Av. Gasteiz, 44, 01008 Vitoria-Gasteiz, Álava, España",+34 945 15 82 02,http://www.avenidainmobiliaria.com/,3.6,65.0,es,Google reviews: 3.6* / 65
"Piso céntrico, perfecto para familias con niños","Coronación de la Virgen Blanca Kalea, 26, 01012 Vitoria-Gasteiz, Araba, España",+34 605 73 71 34,https://www.alojazmientos.com/,,,es,Google reviews: * / None
UVICAMP INMOBILIARIA Y TRANSACCIONES AGRICOLAS,"PASEO SANCHO ABARCA, S/N, bajo. 01300, 01300 Laguardia, Araba, España",+34 676 78 79 08,https://www.uvicamp.es/,4.4,15.0,es,Google reviews: 4.4* / 15
Inmobiliaria Proal S.A.,"San Prudencio Kalea, 8, 01005 Vitoria-Gasteiz, Araba, España",+34 945 14 24 78,,1.0,1.0,es,Google reviews: 1* / 1
versátile,"Joaquin Jose Landazuri Kalea, 13, 01008 Vitoria-Gasteiz, Araba, España",+34 945 14 14 09,,4.5,2.0,es,Google reviews: 4.5* / 2
Iradier Inmobiliaria,"Manuel Iradier Kalea, 58, 01005 Vitoria-Gasteiz, Araba, España",+34 945 66 04 66,https://iradierinmobiliaria.com/,4.9,118.0,es,Google reviews: 4.9* / 118
INMOBILIARIA FOURNIER,"Txirula,1 (Esq.Heraclio Fournier,2, 01006 Vitoria-Gasteiz, Álava, España",+34 636 95 97 17,,4.7,92.0,es,Google reviews: 4.7* / 92
INMO GASTEIZ A&M,"Errioxa K., 22, Bajo, 01005 Vitoria-Gasteiz, Araba, España",+34 945 00 26 29,http://alquilerymediacion.com/,3.0,62.0,es,Google reviews: 3* / 62
Inmolakua,"Av. Gasteiz, 71, Txagorritxu, 01009 Vitoria-Gasteiz, Álava, España",+34 945 10 71 09,http://www.inmolakua.com/,4.7,40.0,es,Google reviews: 4.7* / 40
Inmobiliaria Agurain,"El Pilar, 3, 01012 Vitoria-Gasteiz, Araba, España",+34 623 27 28 85,http://www.inmobiliaria-agurain.com/,3.7,7.0,es,Google reviews: 3.7* / 7
RK Vitoria inmobiliaria,"C. Jesús Guridi, 1, 01004 Vitoria-Gasteiz, Álava, España",+34 945 20 28 63,https://www.inmobiliariavitoria.com/,5.0,9.0,es,Google reviews: 5* / 9
ARBELLA Inmobiliaria y Administración de Fincas,"Esquina con Florida, Angulema Kalea, 12, 01004 Vitoria-Gasteiz, Araba, España",+34 945 25 08 35,https://www.arbella.eus/,3.0,44.0,es,Google reviews: 3* / 44
Inmo Vitoria Local Disponible,"Cl. Reyes Católicos, 9, 01013 Vitoria-Gasteiz, Álava, España",None,,,,es,Google reviews: * / None
Compramostupisovitoria,"Martxoak 8 Etorbidea, 17A, Salburua, 01002 Vitoria-Gasteiz, Álava, España",None,,5.0,1.0,es,Google reviews: 5* / 1
Fincas Zubiri Servicios Inmobiliarios,"En supermercado Eroski, Av. Santiago, 47, 01003 Vitoria-Gasteiz, Álava, España",+34 945 15 80 81,https://fincaszubiri.com/,4.5,2.0,es,Google reviews: 4.5* / 2
"Inversiones y Servicios Arrasate, S.A.","La, Florida Kalea, 64, 01004 Vitoria-Gasteiz, Araba, España",+34 946 79 03 81,http://www.grupoarrasate.com/,4.0,1.0,es,Google reviews: 4* / 1
Zadure,"Alberto Schommer Kalea, 3, bajo, 01006 Vitoria-Gasteiz, Araba, España",+34 945 22 04 50,,,,es,Google reviews: * / None
Apartamentos Aola,"Francia Kalea, 7, 01002 Vitoria-Gasteiz, Araba, España",+34 945 25 67 57,,3.7,6.0,es,Google reviews: 3.7* / 6
Prolux Internacional S L,"Casa Blanca Pol., 01300, Araba, España",+34 945 62 55 07,,5.0,1.0,es,Google reviews: 5* / 1
Gestoría Anitua,"Jose Mardones Kalea, 16, 01003 Vitoria-Gasteiz, Araba, España",+34 945 28 66 55,http://www.gestoriaanitua.com/,3.7,35.0,es,Google reviews: 3.7* / 35
Ofi Araba,"01002 Vitoria-Gasteiz, Álava, España",None,,,,es,Google reviews: * / None
Torre 014,"Bulevar de Salburua Kalea, 8, Salburua, 01004 Vitoria-Gasteiz, Araba, España",+34 945 12 38 56,,4.0,20.0,es,Google reviews: 4* / 20
GRUPO EMPRESARIAL - Asha Arregui S.L,"Portal de Legutiano Kalea, 01013 Vitoria-Gasteiz, Araba, España",+34 628 44 40 48,,,,es,Google reviews: * / None
Vive Vitoria en la Almendra Medieval. Pintoreria,"Pintore K., 9, 01001 Vitoria-Gasteiz, Araba, España",None,,5.0,1.0,es,Google reviews: 5* / 1
Grupo Nergosa,"Calle Ramon Ortiz de Zarate, 14, Bajo, 01005 Vitoria-Gasteiz, Araba, España",+34 945 14 92 51,http://nergosa.com/,,,es,Google reviews: * / None
Gip Xxi Gasteiz S L,"San Prudencio Kalea, 29, 01005 Vitoria-Gasteiz, Araba, España",+34 945 14 00 00,,,,es,Google reviews: * / None
Vive Vitoria en la Almendra Medieval. NF28,"Nueva Fuera Kalea, 28, 01001 Vitoria-Gasteiz, Araba, España",None,,,,es,Google reviews: * / None
Gestalia Consulting,"C, General Alava Kalea, 28, 01005 Vitoria-Gasteiz, Araba, España",+34 945 23 41 31,http://gestaliaconsulting.es/,1.8,5.0,es,Google reviews: 1.8* / 5
Inmobiliaria Dato40,"Eduardo Dato Kalea, 40, 01005 Vitoria-Gasteiz, Araba, España",+34 945 15 17 23,http://www.dato40.com/,4.1,47.0,es,Google reviews: 4.1* / 47
Vitalquiler,"Manuel Iradier Kalea, 11, 01005 Vitoria-Gasteiz, Araba, España",+34 945 14 33 08,http://alquilerenvitoria.com/,3.3,80.0,es,Google reviews: 3.3* / 80
Gestión inmobiliaria Salinas,"C. El Prado, 11, 01005 Vitoria-Gasteiz, Álava, España",+34 635 71 29 71,https://gestioninmobiliariasalinas.com/,5.0,1.0,es,Google reviews: 5* / 1
Alquiler Seguro,"Eduardo Dato Kalea, 40, 01005 Vitoria-Gasteiz, Araba, España",+34 910 77 57 75,http://www.alquilerseguro.es/,3.9,461.0,es,Google reviews: 3.9* / 461
servigesvit,"Manuel Iradier Kalea, 01005 Vitoria-Gasteiz, Araba, España",+34 672 37 05 31,,,,es,Google reviews: * / None
Marta Bengochea Inmobiliaria,"Laskarai Kalea, 6bis, 1ºof-8, 01008 Vitoria-Gasteiz, Araba, España",+34 669 74 84 73,http://www.martabengochea.com/,5.0,5.0,es,Google reviews: 5* / 5
Sia Servicios Inmobiliarios,"Paseo la Musica, 1, 01007 Vitoria-Gasteiz, Araba, España",+34 945 12 80 60,http://www.siaservicios.es/,3.7,52.0,es,Google reviews: 3.7* / 52
Araiz - Personal Shopper Inmobiliario,"Koldo Mitxelena Kalea, 7, bajo, 01008 Vitoria-Gasteiz, Álava, España",+34 625 33 37 77,https://www.araiz.org/,4.0,4.0,es,Google reviews: 4* / 4
"Piso junto al centro histórico, garaje incluido","Badaia Kalea, 29, 01012 Vitoria-Gasteiz, Araba, España",+34 605 73 71 34,https://www.alojazmientos.com/,,,es,Google reviews: * / None
Gestión Inmobiliaria Vitoria,"Nazio Batuen Hiribidea, 37, 01015 Vitoria-Gasteiz, Araba, España",+34 600 52 73 26,,5.0,6.0,es,Google reviews: 5* / 6
Fincas Zubiri Servicios Inmobiliarios,"Ramiro de Maeztu Kalea, 4, 01008 Vitoria-Gasteiz, Araba, España",+34 679 04 98 79,http://fincaszubiri.com/,2.0,12.0,es,Google reviews: 2* / 12
Basalde Grupo Inmobiliario S.L. Unipersonal,"Pintor Jesus Apellaniz Kalea, 17, 01008 Vitoria-Gasteiz, Araba, España",+34 945 24 16 70,,2.0,1.0,es,Google reviews: 2* / 1
SAR vivienda,"01008 Vitoria-Gasteiz, Álava, España",+34 945 27 16 35,https://www.sarvivienda.com/,1.9,9.0,es,Google reviews: 1.9* / 9
Auditoría Inmobiliaria,"Cl. San Prudencio, 6, 2º, 01005 Vitoria-Gasteiz, Álava, España",+34 617 75 04 91,,,,es,Google reviews: * / None
Inmobiliaria Lagun Vitoria,"Jose Atxotegi Kalea, 26, 01009 Vitoria-Gasteiz, Araba, España",+34 676 50 04 43,,2.8,5.0,es,Google reviews: 2.8* / 5
Vivienda y Suelo de Euskadi S.A.,"Adriano VI Kalea, 16, 01008 Vitoria-Gasteiz, Araba, España",+34 902 35 00 05,http://www.visesa.eus/,2.5,2.0,es,Google reviews: 2.5* / 2
Ados Fincas,"Adriano VI Kalea, 35, 01008 Vitoria-Gasteiz, Araba, España",+34 945 23 06 88,,1.6,7.0,es,Google reviews: 1.6* / 7
Habitaciones Vitoria,"Bolivia Kalea, 14, Txagorritxu, 01009 Vitoria-Gasteiz, Araba, España",None,https://www.instagram.com/habitacionesvitoria,5.0,4.0,es,Google reviews: 5* / 4
INMOGESTIÓN Y SERVICIOS GASTEIZ,"Badaia Kalea, 22, 01012 Vitoria-Gasteiz, Araba, España",None,,,,es,Google reviews: * / None
Piso céntrico con patio interior,"Eulogio Serdan Kalea, 20, 01012 Vitoria-Gasteiz, Álava, España",+34 605 73 71 34,https://www.alojazmientos.com/,,,es,Google reviews: * / None
VASCONSULT,"Basoa Kalea, 5, 01012 Vitoria-Gasteiz, Araba, España",+34 945 24 40 87,http://vasconsult.es/,,,es,Google reviews: * / None
KOKETXE FINCAS,"Luis Heintz Kalea, 1, Bajo, 01005 Vitoria-Gasteiz, Álava, España",+34 945 31 32 54,,4.0,2.0,es,Google reviews: 4* / 2
Portal del rey,"3º I, Avenida Beato Tomás de Zumárraga, 30, 01012 Vitoria-Gasteiz, Araba, España",+34 648 13 45 31,,,,es,Google reviews: * / None
"Realtyplus, Vitoria","Junto al Notaria Sofia Lakua, Antonio Machado Kalea, 35, 01010 Vitoria-Gasteiz, Araba, España",+34 676 29 77 66,,,,es,Google reviews: * / None
BSI Real Estate,"Pje las Antillas, 14, 01012 Vitoria-Gasteiz, Álava, España",+34 902 80 87 60,,2.0,1.0,es,Google reviews: 2* / 1
Vallejo S C,"Estella Kalea, 9, 01010 Vitoria-Gasteiz, Araba, España",+34 623 23 26 34,,,,es,Google reviews: * / None
"Birloya, S.L.","Edificio Mega, Adriano VI Kalea, 20, 01008 Vitoria-Gasteiz, Araba, España",+34 945 21 65 09,,,,es,Google reviews: * / None
inmoblog,"Los Olmos, Gasteiz Hiribidea, 1, 01013 Vitoria-Gasteiz, Álava, España",+34 678 41 81 36,https://www.inmoblog.com/,5.0,2.0,es,Google reviews: 5* / 2
UCIEZA SERVICIOS INMOBILIARIOS INDUSTRIALES,"Poligono industrial de Jundiz, Mendigorritxu Kalea, 128, 01015 Vitoria-Gasteiz, Araba, España",+34 603 35 79 99,http://www.ucieza.net/,4.8,46.0,es,Google reviews: 4.8* / 46
Larcovi S A L,"Bremen Kalea, 19, 01010 Vitoria-Gasteiz, Araba, España",+34 945 30 55 87,,4.0,1.0,es,Google reviews: 4* / 1
Jaureguizar,"Sofia Erreginaren Hiribidea, 1, 01015 Vitoria-Gasteiz, Araba, España",None,,,,es,Google reviews: * / None
GoAwayCamper,"Lermandabidea Kalea, 9, 01015 Vitoria-Gasteiz, Araba, España",+34 684 34 00 51,http://www.goawaycamper.com/,4.9,119.0,es,Google reviews: 4.9* / 119
Iruñalan,"Alberto Acero Plaza, 13, 01400 Laudio / Llodio, Araba, España",+34 946 72 02 53,http://irunalan.com/,4.0,43.0,es,Google reviews: 4* / 43
Arabako Industrialdea S.A,"Uzbina Kalea, 24, 01015 Vitoria-Gasteiz, Araba, España",+34 945 29 12 15,,,,es,Google reviews: * / None
Aiala Inmobiliaria,"Batzalarrin Kalea, 9, 01400 Laudio / Llodio, Araba, España",+34 676 99 82 08,http://www.aialainmobiliaria.com/es,4.3,25.0,es,Google reviews: 4.3* / 25
Nave Industrial Álava,"A-3006, 01170 Legutio, Araba, España",+34 945 27 88 46,,3.0,1.0,es,Google reviews: 3* / 1
Estali,"Inbisa. D4-140 bulegoa, Los Olmos Kalea, 01520, Araba, España",+34 945 26 18 82,http://estali.eus/,,,es,Google reviews: * / None
Gorbea Rent,"P.I. Subillabide, C/ Tratado de París, 19, 01230 Nanclares de la Oca / Langraiz Oka, Álava, España",+34 945 24 04 17,http://www.gorbearent.es/,3.4,9.0,es,Google reviews: 3.4* / 9
Se Vende Fincasizarra,"01010 Vitoria-Gasteiz, Álava, España",None,,,,es,Google reviews: * / None
Pisogestion,"Harrobi Kalea, 49 trasera, 01013 Betoño, Araba, España",+34 945 20 00 05,,,,es,Google reviews: * / None
ZOM HOUSE.COM,"Av. de los Olmos, 1, OFICINA 122, 01013 Vitoria-Gasteiz, Álava, España",+34 688 77 94 46,https://www.zomhouse.com/,,,es,Google reviews: * / None
Extensión Comercial,"01013 Gamarra Mayor / Gamarra Nagusia, Álava, España",+34 635 74 55 22,https://www.extensioncomercial.com/,,,es,Google reviews: * / None
Inmobiliaria Toloño 2002 S L,"Avenida Diputación De Álava, 10, 01330 Labastida / Bastida, Araba, España",+34 945 33 15 94,http://www.inmobiliariatolono.es/,4.0,6.0,es,Google reviews: 4* / 6
Alojamiento Rural Abuela Andrea,"Barrio de Abajo Auzoa, 4, 01213 Molinilla, Álava, España",+34 607 02 60 62,http://www.abuelaandrea.es/,4.6,43.0,es,Google reviews: 4.6* / 43
Gorbea Centro Caravaning,"Km. 343, C/ Tratado de París, Pol. Ind. Subillabide, Ctra. N-I, 19, 01230 Nanclares de la Oca / Langraiz Oka, Álava, España",+34 945 24 04 17,https://www.caravaning-gorbea.com/,3.8,290.0,es,Google reviews: 3.8* / 290
Fincas Ansótegui,"01320 Oyón-Oion, Álava, España",+34 945 62 20 10,https://fincasansotegui.es/,,,es,Google reviews: * / None
Inmobiliaria Nervión Ayala,"Aiara Etorbidea, 2, 01470 Amurrio, Araba, España",+34 688 82 39 80,http://www.inervion.com/,5.0,40.0,es,Google reviews: 5* / 40
Inmobiliaria Etxaurre,"Zumalakarregi Hiribidea, 38, 01400 Laudio / Llodio, Araba, España",+34 946 72 85 50,http://www.etxaurre.com/,4.8,114.0,es,Google reviews: 4.8* / 114
Egubegi Inmobiliaria,"Alava Kalea, 1, 01400 Laudio / Llodio, Araba, España",+34 946 56 16 25,http://egubegi.com/,4.6,11.0,es,Google reviews: 4.6* / 11
Fincas IPS,"Zumalakarregi Hiribidea, 56, bajo, 01400 Laudio / Llodio, Araba, España",+34 946 72 04 34,http://fincasips.com/,5.0,1.0,es,Google reviews: 5* / 1
INMOBILIARIA INTXAURRONDO,"Herriko Plaza, 10, 01400 Laudio / Llodio, Araba, España",+34 946 72 66 19,,3.2,5.0,es,Google reviews: 3.2* / 5
Ondare Bizi,"Zumalakarregi Hiribidea, 56, 01400 Laudio / Llodio, Araba, España",+34 688 71 78 97,,,,es,Google reviews: * / None
FINCAS LLANO,"Lamuza Kalea, 5, 01400 Laudio / Llodio, Araba, España",+34 946 72 17 50,https://www.fincasllano.es/location/delika,,,es,Google reviews: * / None
Fincas IPS,"Mendiko Kalea, 4, bajo, 01470 Amurrio, Araba, España",+34 945 89 16 54,https://www.fincasips.com/,4.0,36.0,es,Google reviews: 4* / 36
inmobiliaria LANDAKO,"C/ Dioniso Aldama nº5, (esquina c/ Landako) Galerías SAN ANTÓN, 01470 Amurrio, Álava, España",+34 665 71 92 02,http://landako.jimdoweb.com/,4.6,39.0,es,Google reviews: 4.6* / 39
"Inmobiliaria Armuru, S.L.","Aldai Kalea, 1, 01470 Amurrio, Araba, España",+34 945 89 23 82,http://www.inmobiliariarmuru.com/inmuebles/,4.7,57.0,es,Google reviews: 4.7* / 57
