name,address,international_phone_number,url,rating,reviews_count,language
Inmobiliaria en Palma de Mallorca - REGA International Realty,"Calle Isla de Malta, 13, Platja de Palma, 07007 Palma, Illes Balears, España",+34 657 47 27 83,http://www.regainternational.com/,5.0,40.0,es
Atrio inmobiliaria Mallorca,"Plaça de Sant Antoni, 11, Centre, 07002 Palma, Illes Balears, España",+34 618 92 20 47,http://www.atrioinmobiliaria.com/,5.0,33.0,es
Nappo Real Estate I Inmobiliaria en Mallorca y Madrid I Oficina Palma - Cala Major,"Avinguda de Joan Miró, 286, Ponent, 07015 Palma, Illes Balears, España",+34 971 37 08 46,http://www.napporealestate.com/,4.7,108.0,es
Inmobiliaria Inmovisa en Palma,"Carrer del Baró de Pinopar, 14, bajos, Centre, 07012 Palma, Illes Balears, España",+34 971 72 59 69,https://inmovisa.com/,4.7,116.0,en
aProperties Real Estate Mallorca,"Carrer Unió, 9, Distrito Centro, 07001 Palma, Illes Balears, España",+34 871 16 01 60,https://www.aproperties.es/mallorca,3.8,71.0,es
Inmo 83,"Carrer d'Eusebi Estada, 29, Nord, 07004 Palma, Illes Balears, España",+34 971 07 10 81,https://www.inmo83.com/,4.8,450.0,es
Inmobiliaria Living Palma,"Carrer de Josep d'Oleza, 4, Nord, 07010 Palma, Illes Balears, España",+34 971 41 88 00,https://living-palma.com/es,4.9,167.0,es
Sky Solutions Group Mallorca,"P.º del Borne, 15, 2 B-C, Distrito Centro, 07012 Palma, Illes Balears, España",+34 971 15 03 22,https://skysolutionsgroup.es/mallorca/,4.7,47.0,es
Nicolás Iriarte - Real Estate Mallorca,"Carrer Joan Maria Thomàs, 2, 1°, Poniente, 07014 Palma, Illes Balears, España",+34 659 28 08 79,https://nicolasiriarte.com/,5.0,33.0,es
Engel & Völkers Palma Centre,"Carrer Constitució, 7, Centre, 07001 Palma, Illes Balears, España",+34 971 21 41 40,https://www.engelvoelkers.com/es/en/shops/palma-centre,4.2,41.0,es
REMAX EXPERIENCE Inmobiliaria especializada en obra nueva,"Carrer de Gilabert de Centelles, 8, Esc. derecha, Llevant, 07005 Palma, Illes Balears, España",+34 871 85 30 53,https://www.remaxexperience.es/,4.6,71.0,es
Futura Propiedades Mallorca,"Carrer de Femenies, 9, 07013 Palma, Illes Balears, España",+34 971 10 55 23,https://www.futurapropiedadesmallorca.com/,4.8,92.0,es
Inmobiliaria Inmogestión Balear,"57, Carretera de Valldemossa, Nord, 07010 Palma, Illes Balears, España",+34 971 66 65 27,https://www.inmogestionbalear.com/,4.8,317.0,es
"Berkshire Hathaway HomeServices Nova Mallorca, Palma Office","Pg. de Mallorca, 14, A, Distrito Centro, 07012 Palma, Illes Balears, España",+34 670 61 59 55,https://www.bhhsmallorca.com/,4.5,26.0,es
Palm Beach Mallorca Real Estate,"Pg. de Mallorca, 20, Centre, 07012 Palma, Illes Balears, España",+34 674 44 44 70,,4.5,21.0,es
Inmobiliaria en Palma · Balear Living Real Estate,"Gran Via Asima, 2, Nord, 07009 Palma, Illes Balears, España",+34 971 12 84 59,https://realestatebalear.com/,5.0,59.0,es
REMAX Vinci Group Inmobiliaria Mallorca,"Avinguda de Gabriel Alomar, 3, Bajo Izquierda, Llevant, 07006 Palma, Illes Balears, España",+34 971 20 84 19,https://www.vincigroup.remax.es/,4.6,28.0,es
Living Blue Mallorca - Palma,"C. del Conquistador, 4, Centre, 07001 Palma, Illes Balears, España",+34 971 62 53 75,https://www.livingblue-mallorca.com/,5.0,20.0,es
BAUZÁ INMOBILIARIA,"Carrer de la Palma, 5B, Centre, 07003 Palma, Illes Balears, España",+34 627 04 72 17,https://bauzainmobiliaria.com/,5.0,109.0,es
Balearhouse,"Pg. de Mallorca, 22, Centre, 07012 Palma, Illes Balears, España",+34 971 12 92 92,https://www.balearhouse.com/?utm_source=gmb&utm_medium=organic&utm_campaign=link-web,4.6,28.0,es
Palmer Inmobiliaria - Portixol,"Carrer de Llucmajor, nº 61, Platja de Palma, 07006 Palma, Illes Balears, España",+34 971 24 01 21,https://palmerinmobiliaria.com/,4.7,306.0,es
Medina Mallorca Properties SL,"Carrer de la Victòria, 4, Centre, 07001 Palma, Illes Balears, España",+34 971 71 80 28,http://www.medina-mallorca.com/,4.2,5.0,es
HOMA Inmobiliaria Mallorca,"Carrer Manuel Guasp, 17, local A, Llevant, 07006 Palma, Illes Balears, España",+34 644 42 92 59,https://www.homainmobiliaria.com/,4.6,19.0,es
RE/MAX Immocorner,"Pg. de Mallorca, 14, Centre, 07012 Palma, Illes Balears, España",+34 971 12 29 91,http://www.immo-corner.com/,5.0,28.0,es
Welcome To Mallorca - Real Estate,"Carrer Unió, 2, Entlo. 6º, Centre, 07001 Palma, Illes Balears, España",+34 626 65 49 55,http://www.welcome-mallorca-immobilien.com/,4.1,13.0,en
Spain Sotheby's International Realty - Mallorca,"Carrer de Can Puigdorfila, 2, Bajo pt 02, Distrito Centro, 07001 Palma, Illes Balears, España",+34 871 18 00 48,https://www.spain-sothebysrealty.com/,5.0,16.0,en
Inmobiliaria Oliver,"Carrer de la Cerdanya, 5, Entresuelo 1, Distrito Centro, 07012 Palma, Illes Balears, España",+34 971 19 50 62,https://www.inmobiliariaoliver.com/,4.6,10.0,es
S.A.E Real Estate,"Plaça de la Porta de Santa Catalina, 20, Centre, 07012 Palma, Illes Balears, España",+34 604 11 49 19,http://www.sae-mallorca.com/,4.7,32.0,es
Palma Realtor,"Carrer de Sant Martí, 1, Centre, 07012 Palma, Illes Balears, España",+34 681 15 45 15,http://www.palmarealtor.com/,5.0,51.0,es
NOUDOS Inmobiliaria,"Carrer General Ricardo Ortega, 6, Llevant, 07006 Palma, Illes Balears, España",+34 971 63 56 91,http://noudos.com/,4.8,29.0,es
Inmobiliaria Mallorca | PisosMuyBaratos,"Passatge Galerias Jaime III, 2, Entresuelo F, Distrito Centro, 07012 Palma, Illes Balears, España",+34 971 71 93 01,https://www.pisosmuybaratos.com/,5.0,3.0,es
Casa Mia Real Estate SL,"Pg. de Mallorca, 18E, Centre, 07012 Palma, Illes Balears, España",+34 971 12 83 92,http://casamia-mallorca.com/,5.0,29.0,es
Mallorca Next Properties,"C. del Conquistador, 7, Local Izquierda, Distrito Centro, 07001 Palma, Illes Balears, España",+34 971 81 01 76,http://mallorcanextproperties.com/,5.0,4.0,es
Ocean Seven Real Estate,"Carrer de Can Sales, 1, Centre, 07012 Palma, Illes Balears, España",+34 634 30 58 76,http://www.ocean-seven.com/,4.9,19.0,es
Palmer inmobiliaria - Palma,"Carrer del Baró de Santa Maria del Sepulcre, 6, Centre, 07012 Palma, Illes Balears, España",+34 971 24 65 40,http://www.palmerinmobiliaria.com/,4.9,58.0,es
Inmobiliaria Nova Ávila,"C/ Aragó, 22, Entresuelo E, Levante, 07006 Palma, Illes Balears, España",+34 692 80 31 44,http://inmobiliariaavilagestiones.com/,4.9,80.0,es
InmoBienvenue,"Plaça de Santa Eulàlia, 7, Planta 2 Despacho nº 3, Centre, 07001 Palma, Illes Balears, España",+34 666 00 36 65,https://www.inmo-bienvenue.com/,4.5,15.0,es
GestPropiedad Avenidas,"Avinguda de Gabriel Alomar, 35, Llevant, 07006 Palma, Illes Balears, España",+34 689 85 27 03,https://www.gestpropiedad.com/avenidas,5.0,175.0,es
Holidu Baleares,"Tous i Maroto, 4, Entlo. 1, Distrito Centro, 07001 Palma, Illes Balears, España",+34 871 18 55 55,https://www.holidu.es/host,4.2,98.0,es
Calatrava Real Estate,"Carrer del Temple, 4, bajos, Distrito Centro, 07001 Palma, Illes Balears, España",+34 613 44 75 75,http://www.calatravarealestate.com/,4.7,15.0,es
RE/MAX Esmeralda - Centro de Negócios Inmobiliarios,"Av. d'Antoni Maura, 18, Centre, 07012 Palma, Illes Balears, España",+34 605 83 34 50,http://www.esmeralda.remax.es/,4.8,24.0,es
Agencia Fernández,"1, Plaça de Weyler, 10, Centre, 07001 Palma, Illes Balears, España",+34 971 71 26 24,,4.3,18.0,es
Engel & Völkers Palma Southwest,"Pg. Marítim, 6, Ponent, 07014 Palma, Illes Balears, España",+34 971 22 23 23,https://ev-mallorca.com/,4.9,46.0,es
Mía Inmobiliaria Mallorca,"Avinguda d'Antoni Maura, 6, 07141 Marratxí, Illes Balears, España",+34 657 82 47 59,http://www.mia-inmobiliaria.com/,5.0,23.0,es
LLH Solucions Immobiliàries,"Carrer de la Pursiana, 24, Ponent, 07013 Palma, Illes Balears, España",+34 667 56 13 59,http://llhsolucionsimmobiliaries.com/,4.8,14.0,es
Porta Mallorquina,"C. del Conquistador, 8, Centre, 07001 Palma, Illes Balears, España",+34 871 71 62 90,https://www.porta-mallorquina.de/,4.5,43.0,de
InMallorca Inmobiliaria,"Carrer de Josep Anselm Clavé, 2, Centre, 07002 Palma, Illes Balears, España",+34 682 80 09 07,https://www.inmallorcainmobiliaria.com/,5.0,8.0,es
Verí Mallorca,"Carrer de Can Verí, 4, Centre, 07001 Palma, Illes Balears, España",+34 871 53 90 72,http://verimallorca.com/,5.0,2.0,es
One Mallorca | Smart Real Estate,"Passeig Illetes, 2, Primera planta Local 7, 07181 Cas Català, Illes Balears, España",+34 871 02 38 03,,4.7,49.0,es
PALMA ORIGEN BY INMOIB,"Carrer de Pere Dezcallar i Net, 11, local 9, Distrito Centro, 07003 Palma, Illes Balears, España",+34 644 35 36 26,http://www.inmoib.com/,4.9,37.0,es
IB Pisos Gestión de alquileres,"Carrer de Josep Tous i Ferrer, 4, Entresuelo 3, Distrito Centro, 07002 Palma, Illes Balears, España",+34 971 14 58 69,https://www.ibpisos.com/,5.0,33.0,es
Inmobiliaria Fincas Mallorca - Venta y Alquiler Pisos Palma. Experto Inmobiliario.,"Carrer de Joaquim Togores, 7, local 2, Norte, 07010 Palma, Illes Balears, España",+34 971 75 01 65,http://inmobiliariapalma.com/,4.7,102.0,es
Agencia Inmobon,"citas para contratos, Carrer de Sant Miquel, 36, 51 D, Distrito Centro, 07002 Palma, Illes Balears, España",+34 649 25 08 04,https://www.inmobon.com/,4.2,29.0,es
AFRIPAY INMOBILIARIA,"Carrer del 31 de Desembre, 11, Nord, 07003 Palma, Illes Balears, España",+34 971 46 57 06,https://www.afripayinmobiliaria.com/,4.4,122.0,es
Agencia Inmobiliaria BPH,"Carrer de la Reina Maria Cristina, 4, 1º1ª, Norte, 07003 Palma, Illes Balears, España",+34 871 90 27 05,https://inmobiliariabph.com/,4.6,36.0,es
Inmobiliaria Estarellas Broker,"Carrer d'Enric Alzamora, 1, Centre, 07002 Palma, Illes Balears, España",+34 971 72 27 37,http://www.estarellasbroker.com/,4.7,48.0,es
🗝️ Cool Homes Mallorca - Agencia Inmobiliaria,"Av. del Gran i General Consell, 6, 2 Planta, Nord, 07004 Palma, Illes Balears, España",+34 699 40 41 83,https://coolhomesmallorca.com/?utm_source=google&utm_medium=organic&utm_campaign=my_business,4.5,22.0,es
LaBoutiqueInmobiliaria,"C/ Francesc Sancho, 2, Nord, 07004 Palma, Illes Balears, España",+34 618 06 30 61,http://laboutiqueinmobiliaria.com/,4.8,32.0,es
Fincas Piña Massip,"Passatge Particular de Santa Catalina de Sena, 4 -2, Entresuelo D, Distrito Centro, 07002 Palma, Illes Balears, España",+34 971 72 00 05,http://fincaspiñamassip.com/,4.4,103.0,es
Soul Estate Agency,"Carrer de Mateu Enric Lladó, 5, 3ºA, Distrito Centro, 07002 Palma, Illes Balears, España",+34 633 10 46 36,https://www.soulestateagency.com/,5.0,7.0,es
Agencia Mallorca,"Plaça de la Mercè, Centre, 07002 Palma, Illes Balears, España",+34 625 66 81 94,https://www.agenciamallorca.com/sobre-nosotros/,3.7,6.0,es
Forcadell Palma,"Carrer de Bartomeu Ferrà, 2, Centre, 07002 Palma, Illes Balears, España",+34 971 71 88 52,https://www.forcadell.com/inmobiliaria-palma/,4.0,99.0,es
Pisos Mallorca,"Pg. de Mallorca, 18, entresuelo 2ºA, Distrito Centro, 07012 Palma, Illes Balears, España",+34 971 22 20 22,http://www.pisosmallorca.com/,4.3,24.0,es
Fincas Fiol,"Carrer de Francesc Suau, 20, Bajos, Nord, 07010 Palma, Illes Balears, España",+34 971 75 52 20,http://www.fincasfiol.com/,4.7,375.0,es
Coldwell Banker Select Real Estate Inmobiliaria en Palma de Mallorca,"Carrer del Temple, 5, Centre, 07002 Palma, Illes Balears, España",+34 971 70 11 72,https://www.coldwellbanker.es/selectrealestate,5.0,5.0,es
INMOBILIARIA MALLORCA SERVICE. OFERTA INMOBILIARIA,"Camí na Burguesa, 7, piso 1B, Ponent, 07015 Palma, Illes Balears, España",+34 617 38 45 73,http://www.mallorcaservice.es/,3.7,3.0,es
XCLUSIVE BESPOKE MALLORCA SL,"Carrer de Sant Miquel, 36, Centre, 07002 Palma, Illes Balears, España",+34 664 13 19 04,https://www.xclusivemallorca.com/,5.0,26.0,es
Reset Real Estate,"Los Geranios, Passatge Particular de Santa Catalina de Sena, 2, Oficina 1A, Distrito Centro, 07002 Edf, Illes Balears, España",+34 658 87 05 41,,4.4,7.0,es
Inmobiliaria Nadal,"Avinguda d'Alexandre Rosselló, 29, 1, 5, Centre, 07002 Palma, Illes Balears, España",+34 685 74 16 99,,5.0,2.0,es
RE/MAX ROYAL,"Carrer d'Andrea Doria, 48, Bajos, Poniente, 07014 Palma, Illes Balears, España",+34 634 53 48 88,http://www.remaxroyal.es/,5.0,42.0,es
Rústica Mallorca,"c, La Rambla, 11, Distrito Centro, 07003 Palma, Illes Balears, España",+34 971 10 67 06,http://www.rusticamallorca.com/,4.4,18.0,es
Inmobiliaria Palma,"Carrer de Joan Lluís Estelrich, 12, 6A, Distrito Centro, 07003 Palma, Illes Balears, España",+34 611 19 03 09,https://www.inmobiliariapalma.es/,4.2,5.0,es
Inmuebles CBPisos,"C/ del General Riera, 12, Nord, 07003 Palma, Illes Balears, España",+34 971 71 12 16,http://www.cbpisos.com/,4.9,79.0,es
INMOBILIARIA GRUPO ROMA,"Carrer de la Indústria, 46, 07013 Palma, Illes Balears, España",+34 971 71 78 00,http://www.grupo-roma.com/,4.4,102.0,es
Grup Direct Real Estate,"Calle Santiago Rusiñol 11 esquina con, Carrer de Joaquim Botia, 5, Centre, 07012 Palma, Illes Balears, España",+34 971 72 27 22,http://www.grupdirect.com/,4.6,122.0,es
Aina Rabassa Propiedades,,+34 681 91 06 92,http://www.ainarabassa.com/,5.0,25.0,es
Zaino's Capital | Inmobiliaria,,+34 971 96 57 37,https://www.zainoscapital.com/,5.0,10.0,es
Finques RBJ,"Carrer del Cardenal Rossell, 60, Platja de Palma, 07007 Palma, Illes Balears, España",+34 971 74 54 70,http://www.finquesrbj.com/,4.9,91.0,es
Neptunus International,"Pg. de Mallorca, 14, Centre, 07011 Palma, Illes Balears, España",+34 971 22 76 26,http://www.neptunus-international.com/,4.7,42.0,es
Palmer Inmobiliaria,"Carrer del Vicari Joaquim Fuster, 251a, Platja de Palma, 07007 Palma, Illes Balears, España",+34 971 91 97 12,https://palmerinmobiliaria.com/,4.9,37.0,es
Kingsber Property Mallorca,"Calle Berenguer de Sant Joan 3bjs, Distrito Centro, 07012 Palma, Illes Balears, España",+34 659 73 73 30,http://www.kingsberproperty.com/,4.7,27.0,es
Grupo FERRAN Mallorca | Locales Comerciales | Inversión Inmobiliaria,"Pl. del Rei Joan Carles I, 3, 1º izq, Centre, 07012 Palma, Illes Balears, España",+34 971 71 20 54,https://www.ferran.es/,4.5,15.0,es
Inés Costa Asesor SAFTI Inmobiliaria Mallorca,,+34 637 96 71 24,https://www.safti.es/consultor/27840505/ines-costa-reyes,5.0,5.0,es
Mundo Pisos Plaza París,"Plaça de París, 3, Nord, 07010 Palma, Illes Balears, España",+34 971 90 20 11,https://www.mundopisos.com/es,4.6,59.0,es
Inmobiliaria MUT,"C/ del Marquès de la Fontsanta, 53, Llevant, 07005 Palma, Illes Balears, España",+34 971 90 00 06,https://inmobiliariamutbymarian.es/,4.5,72.0,es
P&p Inmobiliaria Cb,"Carrer d'Eusebi Estada, 91, Nord, 07004 Palma, Illes Balears, España",+34 678 44 42 12,https://www.pypinmobiliaria.es/,4.4,27.0,es
Lorecasa Invest & Home Service,"Carrer d'Eusebi Estada, 74, Local 1, Nord, 07004 Palma, Illes Balears, España",+34 971 09 62 81,http://www.lorecasa.com/,4.4,11.0,ca
Inmobiliaria Grup Omega,"Carrer Isaac Peral, 10, Nord, 07004 Palma, Illes Balears, España",+34 971 20 61 62,,5.0,1.0,es
INTIAA - INTELIGENCIA INMOBILIARIA,"C/ del General Riera, 56, Nord, 07010 Palma, Illes Balears, España",+34 871 90 34 77,http://www.intiaa.com/,4.8,112.0,es
INMOURBAN - INMOBILIARIA PERE GARAU,"Levante, 07005 Palma, Illes Balears, España",+34 971 07 55 02,http://www.inmourban.com/,4.7,28.0,es
LEXLEY INMOBILIARIA,"Carrer del Bisbe Rafael Josep Verger, 2, Nord, 07010 Palma, Illes Balears, España",+34 633 37 10 01,https://www.idealista.com/pro/lexley/?fbclid=PAY2xjawJZxQNleHRuA2FlbQIxMQABppuJlhHM7qbZ8TA5hmYt-HleCg_mt1FiHM2cX_7e6EQl8XD-Bq2RYYLmXw_aem_XSp1stszixJTclFvlEF0Ow,5.0,23.0,es
Inmobiliaria S'escorxador,"Carrer de Joan Fuster i Ortells, 2, Nord, 07010 Palma, Illes Balears, España",+34 971 91 75 07,http://www.sescorxador.com/,4.4,45.0,es
Patricia Oria ibañez,"Av. Gaspar de Bennazar, Nord, 07004 Palma, Illes Balears, España",+34 674 87 85 06,,5.0,2.0,es
JD Residences,"Pg. de Mallorca, 16, Centre, 07012 Palma, Illes Balears, España",+34 606 82 41 62,http://www.jd-residences.com/,5.0,25.0,es
Patrimonio Mallorca S.L.U.,"Carrer d'Eusebi Estada, 19, Nord, 07004 Palma, Illes Balears, España",+34 971 90 65 00,https://www.patrimoniomallorca.com/,5.0,1.0,en
Algot Properties,"Carrer del Bisbe Rafael Josep Verger, 2, Nord, 07010 Palma, Illes Balears, España",+34 629 57 45 38,http://www.algotproperties.es/,4.9,19.0,es
Inmobiliaria en Mallorca - Suksa,"C/ Francesc Sancho, 8, Nord, 07004 Palma, Illes Balears, España",+34 971 96 19 60,http://www.suksa.es/,3.7,21.0,es
Mamá Inmobiliaria,"Carrer de Bartomeu Sureda i Miserol, 7, Local 9, Poniente, 07013 Sa Vileta-Son Rapinya, Illes Balears, España",+34 871 85 75 64,http://www.mamainmobiliaria.com/,4.9,156.0,es
Asymas Inmobiliaria,"C/ Aragó, 40, Entresuelo, Oficina 5, Levante, 07005 Palma, Illes Balears, España",+34 605 24 73 74,https://www.asymasinmobiliaria.com/,5.0,13.0,es
Inmobiliaria Mallorca,,+34 722 73 92 81,,1.0,2.0,es
Inmovelia,,+34 611 08 52 07,https://inmovelia.com/,4.9,55.0,es
Meli Properties,,+34 611 69 01 43,,5.0,24.0,es
Aragon gestión,"C/ Aragó, 81, b8ñ, Llevant, 07005 Palma, Illes Balears, España",+34 971 24 35 69,http://www.aragongestion.com/,4.3,47.0,es
PROPIEDADES SV,"C/ Aragó, 52, Llevant, 07005 Palma, Illes Balears, España",+34 636 85 86 30,http://propiedadessv.com/,5.0,1.0,es
Real State Seguí Properties S.L.U.,"Carrer de Gabriel Maura, 13, Bajos A, Levante, 07005 Palma, Illes Balears, España",+34 699 66 14 37,,5.0,1.0,en
Inmobiliaria Brossa,,+34 665 12 80 11,http://www.inmobrossa.com/,3.8,5.0,es
GestPropiedad Ciudad Jardín,"Carrer del Cardenal Rossell, 26, Platja de Palma, 07007 Palma, Illes Balears, España",+34 971 77 87 59,http://www.gestpropiedad.com/,4.6,392.0,es
Inmobiliaria La Vileta,"Camí dels Reis, 187, BJ, Ponent, 07013 Sa Vileta-Son Rapinya, Illes Balears, España",+34 971 79 35 35,https://www.inmobiliarialavileta.com/,3.8,89.0,es
Inmobiliaria Huading,"Carrer Faust Morell, 28, Llevant, 07005 Palma, Illes Balears, España",+34 971 44 76 40,http://hdinmo.com/,4.1,37.0,es
Hozmallorca,,+34 971 72 50 47,,2.3,3.0,es
"Mallorca House, Consulting Inmobiliario, S. L.","Carrer Manuel Guasp, 10, Bajos, Llevant, 07006 Palma, Illes Balears, España",+34 971 46 32 00,http://www.mallorcahouse.com/,4.4,8.0,es
PISO en MALLORCA,"C/ Aragó, 24, Entlo. B, Levante, 07006 Palma, Illes Balears, España",+34 616 42 21 22,http://pisoenmallorca.com/,5.0,1.0,es
Mallorca Mietbörse S.L. - Inmobiliaria Portixol,"Carrer del Vicari Joaquim Fuster, 105, Platja de Palma, 07006 Palma, Illes Balears, España",+34 971 79 60 82,https://www.mallorca-mietboerse.com/,4.8,70.0,es
+34 MALLORCA REAL ESTATE,"Carrer de l'Alga, 9, Platja de Palma, 07006 Palma, Illes Balears, España",+34 673 67 09 09,http://34mallorca.com/,4.5,23.0,es
DinsMallorca,"Carrer Joan Maragall, 48, Platja de Palma, 07006 Palma, Illes Balears, España",+34 871 70 00 01,http://www.dinsmallorca.com/,5.0,20.0,es
Grupo JD Real Estate & Construction,"Carrer de Llucmajor, 44, Platja de Palma, 07006 Palma, Illes Balears, España",+34 667 58 06 93,https://grupojuandelgado.com/,4.8,14.0,es
Cervantes Inmobiliaria,"Carrer de Bilbao, 14A, Platja de Palma, 07006 Palma, Illes Balears, España",+34 652 45 46 63,http://www.cervantesinmobiliaria.com/,4.4,10.0,es
Nappo Real Estate I Inmobiliaria en Mallorca y Madrid I Oficina Palma - Foners,"Carrer Manuel Guasp, 10, Llevant, 07006 Palma, Illes Balears, España",+34 971 37 08 46,http://napporealestate.com/,5.0,3.0,es
Inmobiliaria Portixol,"Carrer del Vicari Joaquim Fuster, 49, Platja de Palma, 07006 Palma, Illes Balears, España",+34 971 24 22 90,https://immobilienportixol.com/,3.2,5.0,ca
VillaInvest,"C/ de Lluís Martí, 11, Llevant, 07006 Palma, Illes Balears, España",+34 971 59 86 74,http://www.villainvest.es/,4.3,12.0,es
Inmobiliaria Villas Munar,"Carrer de Llucmajor, 13A, Platja de Palma, 07006 Palma, Illes Balears, España",+34 871 11 38 28,http://villasmunar.com/,3.0,2.0,es
Buy a Home Mallorca,"Carrer de Joan Nicolau i Barceló, 23, Platja de Palma, 07006 Palma, Illes Balears, España",+34 971 24 72 76,http://www.buyahomemallorca.com/,4.7,21.0,sv
House in Mallorca,,+34 659 55 56 70,https://www.houseinmallorca.com/,4.8,6.0,es
Mendopiso,"Carrer del Cardenal Rossell, 24, Platja de Palma, 07007 Palma, Illes Balears, España",+34 971 90 24 00,http://www.mendopiso.es/,4.3,46.0,es
DE PRADA & MOYA Abogados-Asesores-Inmobiliaria,"C. del Cardenal Rossell, 15, A, Playa de Palma, 07007 Palma, Illes Balears, España",+34 617 67 21 05,http://www.depradamoya-realestate.com/,4.9,216.0,es
Illes House Real State SL,"Plaça Pere Garau, s/n, Puesto 52, Llevant, 07007 Palma, Illes Balears, España",+34 603 18 77 35,https://www.illeshouse.com/,4.8,21.0,es
Inmobiliaria Can Pastilla,"Calle Ovidio, 9, bajos, Platja de Palma, 07610 Can Pastilla, Illes Balears, España",+34 670 91 12 72,http://www.inmocanpastilla.com/,4.6,14.0,es
GE Grupo Inmobiliario | Venta de pisos en Palma de Mallorca,"Carrer de Sant Marc, 11A, Nord, 07009 Palma, Illes Balears, España",+34 633 89 75 77,,5.0,23.0,es
Agencia Mallorca,"Carrer del Cardenal Rossell, 97, Platja de Palma, 07007 Palma, Illes Balears, España",+34 971 72 45 80,https://www.agenciamallorca.com/,5.0,1.0,ca
LAB Properties,"Carrer de la Blatera, 23A, Llevant, 07198 Palma, Illes Balears, España",+34 644 16 67 61,https://www.labproperties.es/,5.0,46.0,es
Habitam Palma,,+34 611 51 89 49,http://www.habitampalma.es/,5.0,36.0,es
Az inmobiliaria Palma de Mallorca,"Avinguda d'Antoni Maura, 10, 07141 Marratxí, Illes Balears, España",+34 651 86 20 10,http://az-inmobiliaria.com/,4.5,4.0,es
Jcb Gestion,"Carrer l'Hort de les Ànimes, 22, loc B2b, Levante, 07007 Palma, Illes Balears, España",+34 615 47 86 48,https://www.jcbgestion.com/,5.0,4.0,es
Inmopropiedad,"Carrer de la Blatera, 32A, Llevant, 07198 Palma, Illes Balears, España",+34 971 77 34 79,http://www.inmopropiedad.com/,4.9,29.0,es
Evamar Real Home - Boutique inmobiliaria,"Carrer del Fluvià, 1, Llevant, 07009 Palma, Illes Balears, España",+34 871 18 52 93,http://www.evamar-rh.com/,5.0,36.0,es
Inmobiliaria Marianela Mateos,"Carrer del Fluvià, 1, Llevant, 07009 Palma, Illes Balears, España",+34 639 74 25 51,http://www.marianelamateos.com/,4.8,16.0,es
"Viviendas Jose Gómez, Consultoría Inmobiliaria & Hipotecaria","Carrer de Pere Ripoll i Palou, 26, Llevant, 07008 Palma, Illes Balears, España",+34 651 98 27 85,http://www.viviendasjosegomez.es/,4.3,59.0,en
Studio 3 Properties,"C/ Aragó, 372, local C, Levante, 07008 Palma, Illes Balears, España",+34 645 86 56 57,http://www.studiotres2021.com/,4.5,26.0,es
ENHABITAT PROPIEDADES,"Carrer del Ter, 27, 2º Planta, oficina 10, Levante, 07009 Palma, Illes Balears, España",+34 971 57 06 97,https://www.enhabitat.com/,5.0,8.0,es
Rent a Home Mallorca,"Carrer del Fluvià, 1, Llevant, 07009 Palma, Illes Balears, España",+34 630 96 79 97,https://www.rentahomemallorca.com/,4.3,16.0,es
Kaima Inmobiliaria,"Carrer del Fluvià, 1, Llevant, 07009 Palma, Illes Balears, España",,,5.0,7.0,es
