name,address,maps_phone,url,rating,reviews_count,language,comment,business_status,types,zip_code
Tourinmobiliarias Alicante Pla del Bon Repos,"Calle del Ing. Canales, 24, 03013 Alicante (Alacant), Alicante, España",+34 661 76 32 48,https://www.tourinmobiliarias.com/,4.9,382.0,es,Google reviews: 4.9* / 382,OPERATIONAL,"('real_estate_agency', 'finance', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",03013
Inmoterreta SL ,"C. del Teatro, 25, local 2, 03001 Alicante (Alacant), Alicante, España",+34 653 38 53 01,https://inmoterreta.es/,4.7,100.0,es,Google reviews: 4.7* / 100,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
Domobo Homes & Co.,"Placa de los Luceros, 3, Entlo. C, 03001 Alacant, Alicante, España",+34 965 33 22 11,https://domobo.es/,4.9,179.0,es,Google reviews: 4.9* / 179,OPERATIONAL,"('real_estate_agency', 'finance', 'general_contractor', 'consultant', 'point_of_interest', 'establishment')",03001
Genera Soluciones Inmobiliarias,"Pl. Calvo Sotelo, 3, 03001 Alicante (Alacant), Alicante, España",+34 966 28 39 00,http://www.generainmobiliaria.com/,4.8,57.0,en,Google reviews: 4.8* / 57,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
NAT INMOBILIARIA,"C. Orense, 9, Local 4, 03003 Alicante (Alacant), Alicante, España",+34 673 81 15 15,http://www.natinmo.com/,5.0,147.0,es,Google reviews: 5* / 147,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
PÉREZ Y VIANA INMOBILIARIA ALICANTE CENTRO,"Pl. de la Muntanyeta, 4, 03001 Alacant, Alicante, España",+34 966 41 07 97,http://www.perezyviana.es/,4.7,56.0,es,Google reviews: 4.7* / 56,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
Inmobiliaria García,"C/ Italia, 22, 03003 Alacant, Alicante, España",+34 666 07 88 86,http://www.inmobiliariagarcia.net/,4.8,185.0,es,Google reviews: 4.8* / 185,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Inmo Gallery,"Av. Alfonso El Sabio, 45, entlo 2, 03001 Alicante (Alacant), Alicante, España",+34 966 29 74 35,https://www.inmogallery.com/,4.9,126.0,es,Google reviews: 4.9* / 126,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
INMOBILIARIA MARTÍNEZ,"Carrer Portugal, 14, 03003 Alacant, Alicante, España",+34 618 73 65 14,https://martinezrsd.com/,5.0,89.0,es,Google reviews: 5* / 89,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Margamora Agencia Inmobiliaria Alicante,"C. del Teatro, 28, 03001 Alicante (Alacant), Alicante, España",+34 665 68 70 18,http://www.margamora21.net/,4.5,149.0,es,Google reviews: 4.5* / 149,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
Inmoparadise Agencia Inmobiliaria ( 03007 ),"Av. de Aguilera, 45, 03007 Alicante (Alacant), Alicante, España",+34 722 50 36 95,https://inmoparadise.com/,4.8,218.0,es,Google reviews: 4.8* / 218,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03007
Lufran Inmobiliaria,"C. Rafael Altamira, 26, 03002 Alicante (Alacant), Alicante, España",+34 965 50 58 65,http://www.inmolufran.com/,4.4,259.0,es,Google reviews: 4.4* / 259,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03002
ROMAICA INMOBILIARIA Y REFORMAS,"C. San Telmo, 4, Bajo, 03002 Alicante (Alacant), Alicante, España",+34 614 38 47 27,https://www.romaica.com/,4.8,61.0,es,Google reviews: 4.8* / 61,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03002
Habitale,"Isabel La Católica, 24, 03007 Alacant, Alicante, España",+34 966 59 66 08,,4.8,177.0,es,Google reviews: 4.8* / 177,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03007
QUO Real Estate,"C. Canalejas, 13, 03001 Alicante (Alacant), Alicante, España",+34 633 44 40 28,https://www.quoinmobiliaria.com/,4.7,184.0,es,Google reviews: 4.7* / 184,OPERATIONAL,"('real_estate_agency', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",03001
YER Inmobiliaria Alicante,"C. Bailen, 15, 03001 Alacant, Alicante, España",+34 671 50 97 40,http://yerrealty.com/,4.9,44.0,es,Google reviews: 4.9* / 44,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
J'achète en Espagne - Alicante,"C. Valdés, 11, 03001 Alicante (Alacant), Alicante, España",+34 965 02 72 01,https://jacheteenespagne.com/immobilier-alicante/,4.9,188.0,fr,Google reviews: 4.9* / 188,OPERATIONAL,"('real_estate_agency', 'consultant', 'finance', 'point_of_interest', 'establishment')",03001
Inmobiliaria Arenae,"Av. General Marvá, 39, Entlo C, 03005 Alacant, Alicante, España",+34 965 12 37 98,https://arenae.es/,5.0,112.0,es,Google reviews: 5* / 112,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",03005
Lucas Fox,"C. Bazán, 28, bajo, 03001 Alicante (Alacant), Alicante, España",+34 966 04 83 56,https://www.lucasfox.com/offices/ali.html?utm_medium=organic&utm_source=google&utm_campaign=mybusiness_alicante,4.8,97.0,es,Google reviews: 4.8* / 97,OPERATIONAL,"('real_estate_agency', 'consultant', 'finance', 'point_of_interest', 'establishment')",03001
Inmo Café - Real Estate,"C. Bazán, 20, local 24, 03001 Alicante (Alacant), Alicante, España",+34 639 04 64 33,https://inmocafe.es/,5.0,100.0,es,Google reviews: 5* / 100,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
Inmobiliaria API Alted ,"Pl. Ruperto Chapí, 6, 1 A, 03001 Alicante (Alacant), Alicante, España",+34 965 14 38 28,http://www.apialted.com/,4.9,37.0,es,Google reviews: 4.9* / 37,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
Inmobiliaria Benalúa Alicante ,"Carrer Pérez Medina, 23, 03007 Alacant, Alicante, España",+34 865 60 47 69,https://www.inmobiliarianucleo.com/inmobiliarias/alicante-provincia/alicante/benalua?utm_source=local&utm_medium=gbp,4.7,273.0,es,Google reviews: 4.7* / 273,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03007
Alicante Inmuebles,"C. Poeta Quintana, 12, 03004 Alacant, Alicante, España",+34 617 47 20 16,http://www.alicanteinmuebles.es/,5.0,32.0,es,Google reviews: 5* / 32,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03004
Inmobiliaria Altozano Alicante ,"Av. Conde de Lumiares, 31, Local 4, 03010 Alicante (Alacant), Alicante, España",+34 692 10 38 22,https://www.inmobiliarianucleo.com/inmobiliarias/alicante-provincia/alicante/altozano?utm_source=local&utm_medium=gbp,4.9,302.0,es,Google reviews: 4.9* / 302,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03010
Alicante Properties,"Carrer Dr. Just, 37, 03007 Alacant, Alicante, España",+34 965 23 17 01,http://www.alicanteproperties.es/,4.8,111.0,es,Google reviews: 4.8* / 111,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03007
Entra y más,"C/ Gerona, 6, BAJO, 03001 Alicante (Alacant), Alicante, España",+34 678 00 88 00,https://www.entraymas.com/,4.9,51.0,es,Google reviews: 4.9* / 51,OPERATIONAL,"('real_estate_agency', 'general_contractor', 'point_of_interest', 'establishment')",03001
Mérito Inmoservicios,"C. Bazán, 28, 03001 Alicante (Alacant), Alicante, España",+34 647 07 57 86,https://meritoinmoservicios.com/,4.5,78.0,es,Google reviews: 4.5* / 78,OPERATIONAL,"('real_estate_agency', 'consultant', 'finance', 'point_of_interest', 'establishment')",03001
GestaliHome agencia inmobiliaria especializada en viviendas de obra nueva en España,"Pl. Músico Óscar Tordera Iñesta, 11, 03004 Alicante (Alacant), Alicante, España",+34 604 22 57 09,http://www.gestalihome.com/,5.0,48.0,es,Google reviews: 5* / 48,OPERATIONAL,"('real_estate_agency', 'general_contractor', 'point_of_interest', 'establishment')",03004
Key Costa International Real Estate,"C. del Teatro, 25 - Local 6, 03001 Alicante (Alacant), Alicante, España",+34 689 38 74 16,https://www.keycostablanca.com/,4.8,89.0,es,Google reviews: 4.8* / 89,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
Real Estate ALICANTE RAMBLA ,"2 B, Rbla. de Méndez Núñez, 48, 03002 Alicante (Alacant), Alicante, España",+34 965 20 48 07,http://www.inmobiliariarambla.com/,4.5,61.0,es,Google reviews: 4.5* / 61,OPERATIONAL,"('real_estate_agency', 'consultant', 'finance', 'point_of_interest', 'establishment')",03002
Azulcasa Estate Agents Alicante Inmobiliaria,"Av. Juan Sanchis Candela, 28, Local 10, 03015 Alicante (Alacant), Alicante, España",+34 965 12 21 95,https://www.azulcasa.es/,4.9,314.0,es,Google reviews: 4.9* / 314,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03015
Mi casa en Alicante,"Av. Maisonnave, 28 Bis, 4, 03003 Alicante (Alacant), Alicante, España",,https://www.micasaenalicante.com/,4.7,83.0,es,Google reviews: 4.7* / 83,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Sonneil - Homes,"Mlle. Levante, 8, 03001 Alicante (Alacant), Alicante, España",+34 965 03 08 70,https://www.sonneil.com/?source=GMyBusiness&utm_source=GMyBusiness&utm_medium=GMyBusiness&utm_term=GMyBusiness,4.9,365.0,es,Google reviews: 4.9* / 365,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
Inmobiliaria San Blas Alicante ,"C. del Pintor Gisbert, 12, Local, 03005 Alicante (Alacant), Alicante, España",+34 865 55 30 08,https://www.inmobiliarianucleo.com/inmobiliarias/alicante-provincia/alicante/san-blas?utm_source=local&utm_medium=gbp,4.9,74.0,es,Google reviews: 4.9* / 74,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03005
ILUCANT GRUPO INMOBILIARIO,"Plaça d'Espanya, 2, 03004 Alacant, Alicante, España",+34 966 30 42 57,http://www.ilucant.com/,4.6,137.0,es,Google reviews: 4.6* / 137,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03004
IP Inmobiliaria y Gestión,"C. Médico Manero Mollà, 16, 3° puerta 5, 03001 Alicante (Alacant), Alicante, España",+34 865 60 13 03,https://www.ipinmobiliariaygestion.com/,4.9,33.0,es,Google reviews: 4.9* / 33,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
Reside Inmobiliaria,"Av. Maisonnave, 11, 6ºA, 03003 Alicante (Alacant), Alicante, España",+34 619 15 28 80,http://www.resideinmobiliaria.com/,4.8,39.0,es,Google reviews: 4.8* / 39,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Óptima Inmobiliaria,"C. de Sant Mateu, 51, 03012 Alacant, Alicante, España",+34 965 25 85 11,https://www.optimainmobiliaria.es/,4.8,189.0,es,Google reviews: 4.8* / 189,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",03012
Tú Property in Spain,"Pl. Pío XII, 1, 03012 Alicante (Alacant), Alicante, España",+34 966 14 94 17,https://tupropertyinspain.com/,4.6,252.0,es,Google reviews: 4.6* / 252,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",03012
Fincas Soria ,"Calle Poeta Zorrilla, 23, Carrer Dr. Ferran, 17, 03012 Alacant, Alicante, España",+34 744 45 91 31,https://www.inmosun.com/,5.0,40.0,es,Google reviews: 5* / 40,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",03012
Vitality ,"Carrer Dr. Just, 1, 03007 Alacant, Alicante, España",+34 865 55 06 46,https://vitalityviviendas.es/,4.7,83.0,es,Google reviews: 4.7* / 83,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",03007
Inmobiliaria Golden Casas Alicante,"C. Gravina, 17, 5D, 03002 Alicante (Alacant), Alicante, España",+34 656 47 17 93,,5.0,12.0,es,Google reviews: 5* / 12,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",03002
Inmo Dream House,"Av. Alfonso El Sabio, 17, Entreplanta, 03001 Alicante (Alacant), Alicante, España",+34 654 34 14 36,https://inmodreamhouse.com/,4.7,36.0,es,Google reviews: 4.7* / 36,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03001
Habitalia Alicante,"C. Reyes Católicos, 28, 03003 Alicante (Alacant), Alicante, España",+34 637 61 66 96,http://habitaliaalicante.com/,5.0,47.0,es,Google reviews: 5* / 47,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Alegría Real Estate ( 03004 ),"Av. General Marvá, 24, 03004 Alacant, Alicante, España",+34 965 14 35 59,https://alegria-realestate.com/,4.5,122.0,es,Google reviews: 4.5* / 122,OPERATIONAL,"('real_estate_agency', 'corporate_office', 'point_of_interest', 'establishment')",03004
Amura Inmobiliaria Alicante,"Avenida Maisonnave, 28bis 4º 38.34369309191882, -0.49210313365563935, 03003 Alicante (Alacant), Alicante, España",+34 625 93 45 10,https://www.amurainmobiliaria.es/,5.0,14.0,es,Google reviews: 5* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Centro de Viviendas de Alicante,"Av. Maisonnave, 41, 6A, 03003 Alicante (Alacant), Alicante, España",+34 600 66 34 40,http://www.centrodeviviendas.com/,4.6,128.0,es,Google reviews: 4.6* / 128,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Inmobiliaria Bulevar,"Carrer Lleida, 10, esc 1 loc 6, 03012 Alacant, Alicante, España",+34 865 79 94 38,https://www.fotocasa.es/es/inmobiliaria-oficina-inmobiliaria-bulevar/comprar/inmuebles/espana/todas-las-zonas/l?clientId=9202770018068,4.9,92.0,es,Google reviews: 4.9* / 92,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03012
ALISPAIN PROPERTIES COSTABLANCA ,"C. del Poeta Quintana, 43, LOCAL BAJO Nº3 DRCHA, 03004 Alicante (Alacant), Alicante, España",+34 673 20 20 15,http://www.inmoalispain.com/,5.0,8.0,es,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'finance', 'lawyer', 'consultant', 'point_of_interest', 'establishment')",03004
INMOBILIARIA PADRE ESPLÁ,"avenida Padre Esplá, Esq, C. Río Seco, 56-58, local, 03013 Alicante (Alacant), Alicante, España",+34 865 55 23 31,,4.8,116.0,es,Google reviews: 4.8* / 116,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",03013
Inmoparadise Agencia Inmobiliaria ( 03012 ),"C. Dato Iradier, 20, local izquierda, 03012 Alicante (Alacant), Alicante, España",+34 722 50 36 95,https://inmoparadise.com/,4.9,119.0,es,Google reviews: 4.9* / 119,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03012
FUENTES de inmuebles - centro,"Plaça d'Espanya, C. San Vicente, 1 esquina, 03004 Alicante (Alacant), Alicante, España",+34 966 88 45 81,http://www.pisosdealicante.com/,4.9,60.0,es,Google reviews: 4.9* / 60,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03004
Inmobiliaria san mateo,"C. San Mateo, 12b, local 02, 03013 Alicante (Alacant), Alicante, España",+34 692 90 34 19,,4.7,133.0,es,Google reviews: 4.7* / 133,OPERATIONAL,"('real_estate_agency', 'consultant', 'finance', 'point_of_interest', 'establishment')",03013
Inmoprest Inmobiliaria,"C. Gral. Elizaicin, 1, local 1 bajo, 03013 Alacant, Alicante, España",+34 671 68 27 46,https://www.idealista.com/pro/inmoprest/venta-viviendas/,4.7,50.0,es,Google reviews: 4.7* / 50,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03013
New House Alicante,"C. del Curricán, 44, Local 22, 03540 Alicante (Alacant), Alicante, España",+34 644 47 60 45,https://newhousealicante.es/,4.9,158.0,es,Google reviews: 4.9* / 158,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03540
Sun Home Alicante,"C/ Tomás López Torregrosa, 5, 03002 Alacant, Alicante, España",+34 965 02 51 47,https://www.sunhomealicante.com/,4.8,16.0,es,Google reviews: 4.8* / 16,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03002
UNITAS GESTION INMOBILIARIA,"Plaza Sta. Teresa, Nº 11 Bajo, 03004 Alicante (Alacant), Alicante, España",+34 965 21 64 51,http://www.unitasinmobiliaria.com/,4.8,41.0,es,Google reviews: 4.8* / 41,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03004
Inmobiliaria Carolinas Bajas Alicante ,"C. Sevilla, 31, 03012 Alicante (Alacant), Alicante, España",+34 966 23 60 12,https://www.inmobiliarianucleo.com/inmobiliarias/alicante-provincia/alicante/carolinas-bajas?utm_source=local&utm_medium=gbp,4.7,40.0,es,Google reviews: 4.7* / 40,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03012
Inmobiliaria El Cabo,"Cam. del Faro, 11, local 11, 03540 Alicante (Alacant), Alicante, España",+34 618 32 28 33,http://www.inmoelcabo.com/,4.9,111.0,es,Google reviews: 4.9* / 111,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03540
Inmobiliaria Plá del Bon Repós Alicante ,"Av. del Padre Esplá, 7, 03013 Alicante (Alacant), Alicante, España",+34 692 48 63 05,https://www.inmobiliarianucleo.com/inmobiliarias/alicante-provincia/alicante/pla-del-bon-repos?utm_source=local&utm_medium=gbp,4.9,29.0,es,Google reviews: 4.9* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03013
Inmoquest,"Carrer Poeta Campos Vasallo, 26, 03004 Alacant, Alicante, España",+34 965 26 54 98,http://www.inmoquest.com/,4.8,41.0,es,Google reviews: 4.8* / 41,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03004
Amaya Domus Inmobiliaria,"Maestro José Garberí Serrano, 11, 03540 Alicante (Alacant), Alicante, España",+34 965 94 70 99,http://www.amayadomus.com/,4.8,340.0,es,Google reviews: 4.8* / 340,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03540
REMAX BLUE Inmobiliaria Alicante,"Av. de los Condes de Soto Ameno, 53, 03005 Alicante (Alacant), Alicante, España",+34 966 30 51 18,http://www.remaxblue.es/,4.7,146.0,es,Google reviews: 4.7* / 146,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03005
CIVIC Inmobiliaria,"Carrer Cardenal Belluga, 21, 03005 Alacant, Alicante, España",+34 601 38 41 38,http://www.civicinmobiliaria.com/,5.0,157.0,es,Google reviews: 5* / 157,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03005
MF GESTIÓN INMOBILIARIA,"Av. Maisonnave, 41, 3ºB, 03003 Alicante (Alacant), Alicante, España",+34 678 08 91 92,http://www.mfginmobiliaria.com/,5.0,62.0,es,Google reviews: 5* / 62,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Balance Home,"Av. Maisonnave, 41, 3, 03003 Alacant, Alicante, España",+34 624 82 81 73,https://www.instagram.com/balancehomealc/,5.0,45.0,es,Google reviews: 5* / 45,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Sonia Galán Asesores Inmobiliarios,"Av. Maisonnave, 41, 3º, 03003 Alicante (Alacant), Alicante, España",+34 655 47 47 48,http://soniagalan.es/,5.0,35.0,es,Google reviews: 5* / 35,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
BLAYMAR Agencia Inmobiliaria ,"Av. Maisonnave, 28 bis, 1, 03003 Alicante (Alacant), Alicante, España",+34 965 21 36 16,http://www.blaymar.com/,4.8,21.0,es,Google reviews: 4.8* / 21,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Inmobiliaria Florida Portazgo Alicante ,"C. Cisne, 19, 03006 Alicante (Alacant), Alicante, España",+34 965 99 95 54,https://www.inmobiliarianucleo.com/inmobiliarias/alicante-provincia/alicante/florida-portazgo?utm_source=local&utm_medium=gbp,4.7,166.0,es,Google reviews: 4.7* / 166,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03006
Inmofreelance,"CC Bulevar Plaza, Av. de la Estación, 5, Local 47, 03003 Alicante (Alacant), Alicante, España",+34 665 61 86 75,http://inmofreelance.com/,4.7,49.0,es,Google reviews: 4.7* / 49,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",03003
Inmo Mash,"Av. Eusebi Sempere, 4, 03003 Alacant, Alicante, España",+34 965 12 46 33,http://www.inmomash.com/,4.3,105.0,es,Google reviews: 4.3* / 105,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03003
Inmobiliaria e Interiorismo Blanco,"Carrer Pintor Aparicio, 12, 03003 Alacant, Alicante, España",+34 637 78 03 38,http://www.inmobiliariablanco.com/,4.4,19.0,es,Google reviews: 4.4* / 19,OPERATIONAL,"('real_estate_agency', 'general_contractor', 'point_of_interest', 'establishment')",03003
TotalRent,"Av. Benito Pérez Galdós, 1, bajo comercial, 03004 Alicante (Alacant), Alicante, España",+34 965 94 61 68,http://www.mytotalrent.com/,4.9,403.0,es,Google reviews: 4.9* / 403,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03004
FUENTES de inmuebles ,"Carrer Devesa, nº2, 03010 Alacant, Alicante, España",+34 966 35 88 30,http://www.inmobiliariadealicante.com/,4.7,174.0,es,Google reviews: 4.7* / 174,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03010
Inmobiliaria Plaza San Blas,"Pl. San Blas, 1, local, 03005 Alicante (Alacant), Alicante, España",+34 693 21 27 28,,4.7,29.0,es,Google reviews: 4.7* / 29,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",03005
Fincas HG,"Carrer Cardenal Belluga, 23, 03005 Alacant, Alicante, España",+34 651 80 12 10,https://www.fincashg.es/,4.8,131.0,es,Google reviews: 4.8* / 131,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03005
Abarca Servicios Inmobiliarios,"Av. de los Condes de Soto Ameno, 56, 03005 Alicante (Alacant), Alicante, España",+34 966 30 87 77,http://www.inmoabarca.com/,4.4,142.0,es,Google reviews: 4.4* / 142,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03005
Inmobiliaria Zona Norte Alicante ,"Economista German Bernacer, 16 Bajo ""INMOBILIARIA NUCLEO, 03011 Alicante (Alacant), Alicante, España",+34 677 10 78 84,https://www.inmobiliarianucleo.com/inmobiliarias/alicante-provincia/alicante/zona-norte?utm_source=local&utm_medium=gbp,5.0,87.0,es,Google reviews: 5* / 87,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03011
Viatecnic,"Carrer del Regidor Lorenzo Llaneras, 2, 03005 Alacant, Alicante, España",+34 966 93 73 19,http://www.viatecnic.es/,4.8,33.0,es,Google reviews: 4.8* / 33,OPERATIONAL,"('real_estate_agency', 'corporate_office', 'point_of_interest', 'establishment')",03005
DAURUM ESTATE ALICANTE,"C,/ Rosa Chacel 20 Local E Entrada, C. Francisco Muñoz Llorens, local E, 03008 Alicante (Alacant), Alicante, España",+34 965 94 76 38,https://www.daurumestate.com/,4.9,113.0,es,Google reviews: 4.9* / 113,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03008
Monapart Alicante,,+34 934 57 29 76,https://www.monapart.com/agentes/alicante,4.9,103.0,es,Google reviews: 4.9* / 103,OPERATIONAL,"('real_estate_agency', 'finance', 'establishment')",
Inmobiliaria Florida,"C. Sociedad Cultural Deportiva Betis Florida, 17, 03007 Alicante (Alacant), Alicante, España",+34 965 04 47 50,https://www.inmobiliarianucleo.com/inmobiliarias/alicante-provincia/alicante/florida-babel?utm_source=local&utm_medium=gbp,5.0,89.0,es,Google reviews: 5* / 89,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03007
Live-Costablanca Inmobiliaria en Alicante,"C. de Sta. Isabel, 13, 03005 Alicante (Alacant), Alicante, España",+34 645 75 26 63,https://www.live-costablanca.com/,4.4,15.0,en,Google reviews: 4.4* / 15,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",03005
