name,address,maps_phone,url,rating,reviews_count,language,comment,business_status,types,zip_code
Palmer inmobiliaria - Palma,"Carrer del Baró de Santa Maria del Sepulcre, 6, Centre, 07012 Palma, Illes Balears, España",+34 971 24 65 40,http://www.palmerinmobiliaria.com/,4.9,61.0,es,Google reviews: 4.9* / 61,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07012
RE/MAX Esmeralda ,"Av. d'Antoni Maura, 18, Centre, 07012 Palma, Illes Balears, España",+34 605 83 34 50,http://www.esmeralda.remax.es/,4.8,24.0,es,Google reviews: 4.8* / 24,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07012
Inmobiliaria Oliver,"Carrer de la Cerdanya, 5, Entresuelo 1, Distrito Centro, 07012 Palma, Illes Balears, España",+34 971 19 50 62,https://www.inmobiliariaoliver.com/,4.6,10.0,es,Google reviews: 4.6* / 10,OPERATIONAL,"('real_estate_agency', 'finance', 'point_of_interest', 'establishment')",07012
Fincas Piña Massip,"Passatge Particular de Santa Catalina de Sena, 4 -2, Entresuelo D, Distrito Centro, 07002 Palma, Illes Balears, España",+34 971 72 00 05,http://fincaspiñamassip.com/,4.4,103.0,es,Google reviews: 4.4* / 103,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",07002
Balearhouse,"Pg. de Mallorca, 22, Centre, 07012 Palma, Illes Balears, España",+34 971 12 92 92,https://www.balearhouse.com/?utm_source=gmb&utm_medium=organic&utm_campaign=link-web,4.6,28.0,es,Google reviews: 4.6* / 28,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07012
GestPropiedad Avenidas,"Avinguda de Gabriel Alomar, 35, Llevant, 07006 Palma, Illes Balears, España",+34 689 85 27 03,https://www.gestpropiedad.com/avenidas,5.0,192.0,es,Google reviews: 5* / 192,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07006
REMAX Vinci Group Inmobiliaria Mallorca,"Avinguda de Gabriel Alomar, 3, Bajo Izquierda, Llevant, 07006 Palma, Illes Balears, España",+34 971 20 84 19,https://www.vincigroup.remax.es/,4.6,29.0,es,Google reviews: 4.6* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07006
Invest Mallorca,"Carrer del Baró de Santa Maria del Sepulcre, 6, Centre, 07012 Palma, Illes Balears, España",+34 971 72 60 29,https://investmallorca.com/contacto/,4.3,29.0,es,Google reviews: 4.3* / 29,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",07012
Soul Estate Agency,"Carrer de Mateu Enric Lladó, 5, 3ºA, Distrito Centro, 07002 Palma, Illes Balears, España",+34 633 10 46 36,https://www.soulestateagency.com/,5.0,7.0,es,Google reviews: 5* / 7,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
Mallorca Next Properties,"C. del Conquistador, 7, Local Izquierda, Distrito Centro, 07001 Palma, Illes Balears, España",+34 971 81 01 76,http://mallorcanextproperties.com/,5.0,4.0,es,Google reviews: 5* / 4,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07001
HOMA Inmobiliaria Mallorca,"Carrer Manuel Guasp, 17, local A, Llevant, 07006 Palma, Illes Balears, España",+34 644 42 92 59,https://www.homainmobiliaria.com/,4.6,19.0,es,Google reviews: 4.6* / 19,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07006
Mallorca House,"Carrer Manuel Guasp, 10, Bajos, Llevant, 07006 Palma, Illes Balears, España",+34 971 46 32 00,http://www.mallorcahouse.com/,4.4,8.0,es,Google reviews: 4.4* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07006
Inmobiliaria Estarellas Broker,"Carrer d'Enric Alzamora, 1, Centre, 07002 Palma, Illes Balears, España",+34 971 72 27 37,http://www.estarellasbroker.com/,4.7,49.0,es,Google reviews: 4.7* / 49,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
Living Blue Mallorca - Palma,"C. del Conquistador, 4, Centre, 07001 Palma, Illes Balears, España",+34 971 62 53 75,https://www.livingblue-mallorca.com/,5.0,21.0,es,Google reviews: 5* / 21,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",07001
AVS Inmobiliaria,"Plaça de l'Esglesia, 11, 07350 Binissalem, Illes Balears, España",+34 696 79 20 91,https://www.avs.immo/,4.2,71.0,es,Google reviews: 4.2* / 71,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07350
Inmobiliaria Nadal,"Avinguda d'Alexandre Rosselló, 29, 1, 5, Centre, 07002 Palma, Illes Balears, España",+34 685 74 16 99,,5.0,2.0,es,Google reviews: 5* / 2,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
REMAX EXPERIENCE Inmobiliaria especializada en obra nueva,"Carrer de Gilabert de Centelles, 8, Esc. derecha, Llevant, 07005 Palma, Illes Balears, España",+34 871 85 30 53,https://www.remaxexperience.es/,4.6,71.0,es,Google reviews: 4.6* / 71,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",07005
Balear Invest - Real Estate,"Avinguda de l'Argentina, 21, Ponent, 07013 Palma, Illes Balears, España",,http://www.balearinvest.com/,3.8,104.0,es,Google reviews: 3.8* / 104,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",07013
Agencia Fernández,"1, Plaça de Weyler, 10, Centre, 07001 Palma, Illes Balears, España",+34 971 71 26 24,,4.3,18.0,es,Google reviews: 4.3* / 18,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07001
BARNES Mallorca,"Carrer Constitució, 7, Centre, 07001 Palma, Illes Balears, España",+34 971 48 39 67,https://www.barnes-mallorca.com/,5.0,2.0,es,Google reviews: 5* / 2,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07001
CEM Majorque,"Plaça de Santa Eulàlia, 7, Centre, 07001 Palma, Illes Balears, España",+34 666 00 36 65,https://www.cem-majorque.fr/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",07001
Inmo 83,"Carrer d'Eusebi Estada, 29, Nord, 07004 Palma, Illes Balears, España",+34 971 07 10 81,https://www.inmo83.com/,4.8,461.0,es,Google reviews: 4.8* / 461,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07004
PALMA ORIGEN BY INMOIB,"Carrer de Pere Dezcallar i Net, 11, local 9, Distrito Centro, 07003 Palma, Illes Balears, España",+34 644 35 36 26,http://www.inmoib.com/,4.9,37.0,es,Google reviews: 4.9* / 37,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07003
Agencia Inmobiliaria BPH,"Carrer de la Reina Maria Cristina, 4, 1º1ª, Norte, 07003 Palma, Illes Balears, España",+34 871 90 27 05,https://inmobiliariabph.com/,4.5,39.0,es,Google reviews: 4.5* / 39,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",07003
🗝️ Cool Homes Mallorca ,"Av. del Gran i General Consell, 6, 2 Planta, Nord, 07004 Palma, Illes Balears, España",+34 699 40 41 83,https://coolhomesmallorca.com/?utm_source=google&utm_medium=organic&utm_campaign=my_business,4.5,23.0,es,Google reviews: 4.5* / 23,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07004
Inmobiliaria Brossa,,+34 665 12 80 11,http://www.inmobrossa.com/,3.8,5.0,es,Google reviews: 3.8* / 5,OPERATIONAL,"('real_estate_agency', 'establishment')",
Palmer Inmobiliaria - Portixol,"Carrer de Llucmajor, nº 61, Platja de Palma, 07006 Palma, Illes Balears, España",+34 971 24 01 21,https://palmerinmobiliaria.com/,4.7,307.0,es,Google reviews: 4.7* / 307,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07006
Forcadell Palma,"Carrer de Bartomeu Ferrà, 2, Centre, 07002 Palma, Illes Balears, España",+34 971 71 88 52,https://www.forcadell.com/inmobiliaria-palma/,4.0,100.0,es,Google reviews: 4* / 100,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'finance', 'establishment')",07002
LaBoutiqueInmobiliaria,"C/ Francesc Sancho, 2, Nord, 07004 Palma, Illes Balears, España",+34 618 06 30 61,http://laboutiqueinmobiliaria.com/,4.8,32.0,es,Google reviews: 4.8* / 32,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07004
AFRIPAY INMOBILIARIA,"Carrer del 31 de Desembre, 11, Nord, 07003 Palma, Illes Balears, España",,https://www.afripayinmobiliaria.com/,4.4,121.0,es,Google reviews: 4.4* / 121,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",07003
Coldwell Banker Select Real Estate Inmobiliaria en Palma de Mallorca,"Carrer del Temple, 5, Centre, 07002 Palma, Illes Balears, España",+34 971 70 11 72,https://www.coldwellbanker.es/selectrealestate,5.0,5.0,es,Google reviews: 5* / 5,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
RBK Prime,,+34 680 88 51 36,http://www.rbkprime.com/,5.0,12.0,es,Google reviews: 5* / 12,OPERATIONAL,"('real_estate_agency', 'establishment')",
Inmotrust Inmobiliaria,"Plaça de la Porta Pintada, Nº 7, 1º, Centre, 07002 Palma, Illes Balears, España",+34 605 55 52 77,http://inmotrust.com/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
Housing Properties,"Av. del Comte de Sallent, 10, Planta 4, Oficina 4, Norte, 07003 Palma, Illes Balears, España",+34 600 58 29 90,http://housingp.com/,5.0,22.0,es,Google reviews: 5* / 22,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07003
Stüde & Blas : Servicios inmobiliarios,"Passatge Particular Joan XXIII, 2, 4C, Centre, 07002 Palma, Illes Balears, España",+34 871 96 05 07,http://www.studeblas.com/,5.0,8.0,ca,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
Privatgest Mallorca S.L.,"Carrer de Josep Anselm Clavé, 3, Centre, 07002 Palma, Illes Balears, España",+34 971 49 51 69,http://www.pgmallorca.com/,4.0,6.0,es,Google reviews: 4* / 6,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
Agencia Mallorca ( 07002 ),"Plaça de la Mercè, Centre, 07002 Palma, Illes Balears, España",+34 625 66 81 94,https://www.agenciamallorca.com/sobre-nosotros/,3.7,6.0,es,Google reviews: 3.7* / 6,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
Mía Inmobiliaria Mallorca,"Avinguda d'Antoni Maura, 6, 07141 Marratxí, Illes Balears, España",+34 657 82 47 59,http://www.mia-inmobiliaria.com/,5.0,25.0,es,Google reviews: 5* / 25,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07141
Inmobiliaria Fincas Mallorca ,"Carrer de Joaquim Togores, 7, local 2, Norte, 07010 Palma, Illes Balears, España",+34 971 75 01 65,http://inmobiliariapalma.com/,4.7,104.0,es,Google reviews: 4.7* / 104,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07010
Nappo Real Estate I Inmobiliaria en Mallorca y Madrid I Oficina Palma  ( 07006 ),"Carrer Manuel Guasp, 10, Llevant, 07006 Palma, Illes Balears, España",+34 971 37 08 46,http://napporealestate.com/,5.0,5.0,es,Google reviews: 5* / 5,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07006
Inmobiliaria Frau,"Carrer de Pere Dezcallar i Net, 13, Centre, 07003 Palma, Illes Balears, España",+34 971 71 02 94,,4.1,12.0,es,Google reviews: 4.1* / 12,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07003
Meli Properties,,+34 611 69 01 43,,5.0,24.0,es,Google reviews: 5* / 24,OPERATIONAL,"('real_estate_agency', 'establishment')",
DJ Real Estate Solutions,"Carrer de Velázquez, 7, Centre, 07002 Palma, Illes Balears, España",+34 971 62 50 25,https://www.djsolucionesinmobiliarias.com/,5.0,9.0,es,Google reviews: 5* / 9,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",07002
Ros Inmobiliaria,"Edificio Europa, Carrer dels Caputxins, 3C, Centre, 07002 Palma, Illes Balears, España",+34 606 34 44 36,http://www.rosinmobiliaria.com/,2.5,2.0,es,Google reviews: 2.5* / 2,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
Fischer Prime Mallorca: Real Estate Bouitique,"Carrer d'En Vilanova, 2, 2º A, Centre, 07002 Palma, Illes Balears, España",+34 620 33 45 82,http://fischerprime.com/,5.0,4.0,en,Google reviews: 5* / 4,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
Rústica Mallorca,"c, La Rambla, 11, Distrito Centro, 07003 Palma, Illes Balears, España",+34 971 10 67 06,http://www.rusticamallorca.com/,4.4,17.0,es,Google reviews: 4.4* / 17,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07003
Linkey Consultora Inmobiliaria,"Carrer de Velázquez, 10, Centre, 07002 Palma, Illes Balears, España",+34 647 55 75 74,http://www.linkey.es/,5.0,8.0,en,Google reviews: 5* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
Gestbalear Servicios inmobiliarios,"Carrer de Velázquez, 6, Centre, 07002 Palma, Illes Balears, España",+34 606 34 49 29,http://www.gestbalear.com/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07002
Coco Inmobiliaria,"Carrer de Ticià, 47, Nord, 07003 Palma, Illes Balears, España",+34 871 53 49 61,http://cocoinmobiliaria.com/,5.0,197.0,es,Google reviews: 5* / 197,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07003
Molina Homes Inmobiliaria,"Carrer de Joan Lluís Estelrich, 18, Centre, 07003 Palma, Illes Balears, España",+34 871 03 70 32,http://molinahomes.es/,5.0,218.0,es,Google reviews: 5* / 218,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07003
Inmobiliaria en Mallorca ,"Avinguda de l'Argentina, 32, 07011 Palma, Illes Balears, España",+34 971 91 08 01,https://www.mundopisos.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=organicmap,4.8,257.0,es,Google reviews: 4.8* / 257,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07011
Inmuebles CBPisos,"C/ del General Riera, 12, Nord, 07003 Palma, Illes Balears, España",+34 971 71 12 16,http://www.cbpisos.com/,4.9,84.0,es,Google reviews: 4.9* / 84,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07003
Inmobiliaria Living Palma,"Carrer de Josep d'Oleza, 4, Nord, 07010 Palma, Illes Balears, España",+34 971 41 88 00,https://living-palma.com/es,4.9,168.0,es,Google reviews: 4.9* / 168,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07010
Inmobiliaria Palma,"Carrer de Joan Lluís Estelrich, 12, 6A, Distrito Centro, 07003 Palma, Illes Balears, España",+34 611 19 03 09,https://www.inmobiliariapalma.es/,4.2,5.0,es,Google reviews: 4.2* / 5,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07003
Grup Direct Real Estate,"Calle Santiago Rusiñol 11 esquina con, Carrer de Joaquim Botia, 5, Centre, 07012 Palma, Illes Balears, España",+34 971 72 27 22,http://www.grupdirect.com/,4.6,123.0,es,Google reviews: 4.6* / 123,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07012
UFFELMANN Properties,"Carrer d'Ausiàs March, 36, Nord, 07003 Palma, Illes Balears, España",+34 871 04 55 29,http://www.uffelmann.es/,5.0,16.0,es,Google reviews: 5* / 16,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07003
Mundo Pisos Plaza París,"Plaça de París, 3, Nord, 07010 Palma, Illes Balears, España",+34 971 90 20 11,https://www.mundopisos.com/es,4.6,62.0,es,Google reviews: 4.6* / 62,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07010
Futura Propiedades Mallorca,"Carrer de Femenies, 9, 07013 Palma, Illes Balears, España",+34 971 10 55 23,https://www.futurapropiedadesmallorca.com/,4.8,92.0,es,Google reviews: 4.8* / 92,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07013
Aina Rabassa Propiedades,,+34 681 91 06 92,http://www.ainarabassa.com/,5.0,24.0,es,Google reviews: 5* / 24,OPERATIONAL,"('real_estate_agency', 'establishment')",
INTIAA ,"C/ del General Riera, 56, Nord, 07010 Palma, Illes Balears, España",+34 871 90 34 77,http://www.intiaa.com/,4.8,113.0,es,Google reviews: 4.8* / 113,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",07010
Nicolás Iriarte ,"Carrer Joan Maria Thomàs, 2, 1°, Poniente, 07014 Palma, Illes Balears, España",+34 659 28 08 79,https://nicolasiriarte.com/,5.0,33.0,es,Google reviews: 5* / 33,OPERATIONAL,"('real_estate_agency', 'lodging', 'general_contractor', 'point_of_interest', 'establishment')",07014
Zaino's Capital | Inmobiliaria,,+34 871 26 41 31,https://www.zainoscapital.com/,5.0,11.0,es,Google reviews: 5* / 11,OPERATIONAL,"('real_estate_agency', 'establishment')",
DarderInmo,"Carrer del Pare Bartomeu Pou, 36, Nord, 07003 Palma, Illes Balears, España",+34 639 93 59 26,http://darderinmo.com/,4.9,14.0,es,Google reviews: 4.9* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07003
Vidamar Consultors Immobiliaris,"C/ de Miquel dels Sants Oliver, 21A, Ponent, 07011 Palma, Illes Balears, España",+34 871 51 53 03,http://www.vidamar.net/,4.6,230.0,es,Google reviews: 4.6* / 230,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",07011
