name,address,maps_phone,url,rating,reviews_count,language,comment,business_status,types,zip_code
Zona Urbana Badajoz,"C. Rafael Lucenqui, 6, 06004 Badajoz, España",+34 924 23 91 29,,3.0,24.0,es,Google reviews: 3* / 24,OPERATIONAL,"('real_estate_agency', 'general_contractor', 'consultant', 'point_of_interest', 'establishment')",06004
Inmobiliaria Santa Marina,"Av. Santa Marina, 16A, 06005 Badajoz, España",+34 924 22 19 93,,2.3,29.0,es,Google reviews: 2.3* / 29,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06005
Inmobiliaria Isidro Juan,"Av. de Pardaleras, 3, 06003 Badajoz, España",+34 635 40 47 46,https://pisosbadajoz.net/agency/inmobiliaria-isidro-juan/,2.1,27.0,es,Google reviews: 2.1* / 27,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06003
Rocio Da Quinta Personal shopper inmobiliario,"Av. Antonio Masa Campos, 5, 06005 Badajoz, España",+34 681 65 93 29,https://rociodaquinta.es/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'finance', 'point_of_interest', 'establishment')",06005
Gestor Integral de Inmuebles,"C. San Juan de Dios, 38, 06003 Badajoz, España",+34 924 93 30 97,http://www.gestorintegraldeinmuebles.es/,4.7,10.0,es,Google reviews: 4.7* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06003
INMO DUAL SERVICIOS INMOBILIARIOS,"C. ADELARDO COVARSI.º 7B, LOCAL BAJO, 06005 Badajoz, España",+34 614 41 83 44,http://www.inmodual.com/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06005
SERVICASA,"C. Prim, 44, 06001 Badajoz, España",+34 696 65 33 40,https://servicasainmo.com/,2.3,6.0,es,Google reviews: 2.3* / 6,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06001
emege Servicios Inmobiliarios,"Av. Fernando Calzadilla, 20, 06004 Badajoz, España",+34 649 94 13 06,,3.4,7.0,es,Google reviews: 3.4* / 7,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06004
Osga Badajoz,"Calle Virgen de la Soledad, 22, Edificio VS22, 06001 Badajoz, España",+34 910 88 58 89,http://www.grupoosga.com/,5.0,2.0,es,Google reviews: 5* / 2,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06001
Clavero360 Inmobiliaria,"C. del Maestro, 1, 06003 Badajoz, España",+34 675 68 68 18,https://www.cbinmo.es/,4.0,8.0,es,Google reviews: 4* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06003
El Laurel,"Cecilio Martinez Mediero, 06010 Badajoz, España",+34 924 23 68 54,,4.8,6.0,es,Google reviews: 4.8* / 6,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06010
Expocasa,"Av. Ricardo Carapeto Zambrano, 1, 06008 Badajoz, España",+34 924 09 84 76,http://expocasabadajoz.com/,4.1,92.0,es,Google reviews: 4.1* / 92,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06008
Casa Nueva Mundo Inmobiliario,"Av. de Cristobal Colón, 14, 8º B, 06005 Badajoz, España",+34 924 20 70 79,,3.7,7.0,es,Google reviews: 3.7* / 7,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06005
Inmobiliaria Hivi ,"Pl. del Pilar, 4, 06004 Badajoz, España",+34 924 24 67 03,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'moving_company', 'storage', 'point_of_interest', 'establishment')",06004
Enrique Pizarro Agente Inmobiliario,"Pardaleras los, C. Los Alpotreques, 4, 06003 Badajoz, España",+34 669 48 31 61,http://inmopizarro.es/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06003
Viprés Inmobiliaria,"C. Camilo José Cela, 2, 06800 Mérida, Badajoz, España",+34 924 31 03 05,https://www.vipresinmobiliaria.com/,4.7,236.0,es,Google reviews: 4.7* / 236,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06800
Don Hache Inmobiliaria,"P.º de las Artes y de los Oficios, 38, local 11, 06800 Mérida, Badajoz, España",+34 622 35 28 61,https://donhacheinmobiliaria.es/,4.9,404.0,es,Google reviews: 4.9* / 404,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06800
Juparor Inmobiliaria S L,"Av. Juan Carlos I Rey de España, 6, 06001 Badajoz, España",+34 924 22 44 72,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06001
Agencia Serrano Badajoz,"C. Santarén, 4, 06011 Badajoz, España",+34 924 22 73 05,,4.5,2.0,es,Google reviews: 4.5* / 2,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06011
Gabriel Rodríguez SAFTI Badajoz,"06010 Badajoz, España",+34 600 07 41 03,https://www.safti.es/tu-asesor-safti/gabriel-rodriguez,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06010
Contigo agencia inmobiliaria,,+34 657 65 24 39,https://www.facebook.com/profile.php?id=61565416493350,5.0,15.0,es,Google reviews: 5* / 15,OPERATIONAL,"('real_estate_agency', 'establishment')",
Portal Veinticuatro,"Av. María Auxiliadora, 59, 06010 Badajoz, España",+34 924 20 07 00,http://www.portal-24.net/,4.6,82.0,es,Google reviews: 4.6* / 82,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06010
Bloque Zero Inmobiliaria,"C. Godofredo Ortega y Muñoz, 15, local 2, 06011 Badajoz, España",+34 924 98 28 71,http://www.bloquezeroinmobiliaria.com/,3.9,17.0,es,Google reviews: 3.9* / 17,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06011
Tecnocasa agencia inmobiliaria ( 06008 ),"Av. Ricardo Carapeto Zambrano, 50, a, 06008 Badajoz, España",+34 671 82 56 07,https://badajoz2.tecnocasa.es/,4.7,26.0,es,Google reviews: 4.7* / 26,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",06008
Tecnocasa agencia inmobiliaria ( 06010 ),"Plaza Virgen de la Victoria, 1, 06010 Badajoz, España",+34 924 98 38 85,https://badajoz6.tecnocasa.es/,4.6,41.0,es,Google reviews: 4.6* / 41,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",06010
suHogar.es,"C. Salesianos, nº 17, C, 06011 Badajoz, España",+34 924 27 53 58,http://www.suhogar.es/,4.4,55.0,es,Google reviews: 4.4* / 55,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06011
ARCOS inmobiliaria,"Av. Jose María Alcaraz y Alenda, 23, 06011 Badajoz, España",+34 924 26 26 26,http://www.arcosinmobiliaria.com/,3.6,8.0,es,Google reviews: 3.6* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06011
Rojas Inmobiliaria,"Rda. del Pilar, 75, 06002 Badajoz, España",+34 686 08 80 34,http://rojasinmobiliaria.com/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06002
CERO6 SERVICIOS INMOBILIARIOS,"P.º San Francisco, 06002 Badajoz, España",+34 629 25 99 72,https://cero6inmobiliaria.com/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06002
Flashome Inmobiliaria ( 06410 ),"C. Hernán Cortés, 6, 06410 Santa Amalia, Badajoz, España",+34 685 99 66 81,https://www.flashome.net/,4.7,26.0,en,Google reviews: 4.7* / 26,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06410
Sierra Traviesa,"C. Alonso de Celada, 9, 06002 Badajoz, España",+34 609 14 42 97,https://www.sierratraviesa.es/,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06002
Inmobiliaria Colón,"C. Jacinto Benavente, 13, 06480 Montijo, Badajoz, España",+34 924 45 90 90,http://www.inmobiliariacolon.com/,4.8,429.0,es,Google reviews: 4.8* / 429,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06480
Inmoguadiana ciudad,"Av. Manuel Rojas Torres, 60, local B, 06008 Badajoz, España",+34 643 43 55 79,https://inmoguadianaciudad.com/,4.8,21.0,es,Google reviews: 4.8* / 21,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06008
Inmobiliaria Tecnicasa,"Av. María Auxiliadora, 7, 06010 Badajoz, España",+34 924 20 78 78,http://www.tecnicasa.net/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06010
Vibenza,"06008 Badajoz, España",+34 677 17 01 87,http://www.vibenza.com/,5.0,18.0,es,Google reviews: 5* / 18,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06008
casas en portugal,"Calle Museo, local 9A, Oficinas en Madrid, Lisboa y Algarve, 06003 Badajoz, España",+34 902 53 11 15,,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06003
Tecnocasa San Fernando,"Av. Carolina Coronado, 16, 06006 Badajoz, España",+34 696 45 96 68,https://www.tecnocasa.es/,4.2,36.0,es,Google reviews: 4.2* / 36,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06006
REMAX CORE ,"Av. Juan Pereda Pila, 5, Local A, 06004 Badajoz, España",+34 924 96 48 06,https://www.remaxcore.es/,5.0,6.0,es,Google reviews: 5* / 6,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06004
Nucleo Inmobiliaria,"Av. Miguel Ángel Celdrán Matute, 7, Ent. E1, 06005 Badajoz, España",+34 667 62 01 82,http://www.nucleoinmobiliaria.es/,3.9,8.0,es,Google reviews: 3.9* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06005
ESRIV INMOBILIARIA REAL ESTATE,"C. Díaz Brito, 2, 06005 Badajoz, España",+34 824 88 18 95,https://www.esrivinmobiliara.com/,5.0,6.0,es,Google reviews: 5* / 6,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06005
Novakasa Inmobiliaria Badajoz,"Av. Miguel Ángel Celdrán Matute, 17, B, 06005 Badajoz, España",+34 924 98 41 61,http://www.novakasa.es/,4.3,10.0,es,Google reviews: 4.3* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06005
INMOBILIARIA GESTIEX,"C. Viñas, 2, 06200 Almendralejo, Badajoz, España",+34 924 67 09 19,https://www.inmobiliariagestiex.es/,4.9,232.0,es,Google reviews: 4.9* / 232,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06200
INMOBILIARIA JMESPAÑA,"C. Adelardo Covarsí, 22, 06005 Badajoz, España",+34 678 60 09 51,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06005
Inmopoli Servicios Inmobiliarios Integrales,"Corte de Peleas, 96, 06009 Badajoz, España",+34 654 86 94 89,https://www.inmopoli.es/,5.0,13.0,es,Google reviews: 5* / 13,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06009
Rico 21 Inmobiliaria,"C. Jacinta García Hernández, 21, 06011 Badajoz, España",+34 623 21 86 47,https://www.rico21inmobiliaria.com/,5.0,4.0,es,Google reviews: 5* / 4,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06011
Mendiola & Martin,"Av. Carolina Coronado, 30, 06007 Badajoz, España",+34 924 27 73 14,http://www.mendiolamartin.com/,3.8,33.0,es,Google reviews: 3.8* / 33,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06007
Ikesa Inmobiliaria - Badajoz,"lusitania 06011, C. Jacinta García Hernández, 15, Local G.1 Edificio, 06011 Badajoz, España",+34 672 59 05 14,https://www.ikesainmobiliaria.es/,5.0,7.0,es,Google reviews: 5* / 7,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06011
Inmopoli,"San Roque, 06008 Badajoz, España",,https://www.inmopoli.es/,5.0,11.0,es,Google reviews: 5* / 11,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06008
INFOCASA BADAJOZ SERVICIOS INMOBILIARIOS,"Av. Ricardo Carapeto Zambrano, 51B, 06008 Badajoz, España",+34 924 23 05 03,,3.4,7.0,es,Google reviews: 3.4* / 7,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06008
marisolinmobiliaria,"IT IS ES, Av. Ricardo Carapeto Zambrano, 98A, 06008 Badajoz, España",+34 607 91 48 48,,1.0,1.0,es,Google reviews: 1* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06008
INMOBILIARIA INMOPLANET GESTIONES INMOBILIARIAS PISOS Y CASS EN BADAJOZ,"Av. Ricardo Carapeto Zambrano, 80, 06008 Badajoz, España",+34 924 22 93 34,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06008
Inmobiliaria Villafranca,,+34 675 08 76 66,http://www.inmobiliariavillafranca.com/,5.0,2.0,es,Google reviews: 5* / 2,OPERATIONAL,"('real_estate_agency', 'establishment')",
RG Inmobiliaria Comprarcasa,"C. José María Álvarez, 1, 06400 Don Benito, Badajoz, España",+34 924 80 05 13,http://www.rginmobiliaria.info/,4.8,208.0,es,Google reviews: 4.8* / 208,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06400
MI CASA INMOBILIARIA,"C. Camilo José Cela, 4, 06800 Mérida, Badajoz, España",+34 924 31 71 65,http://www.micasainmobiliaria.es/,4.7,111.0,es,Google reviews: 4.7* / 111,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06800
iTOWER Inmobiliária,,+34 605 24 82 21,,,,es,Google reviews: * / None,OPERATIONAL,"('real_estate_agency', 'establishment')",
Inmobiliaria Inmobin,"C. Portugal, 11, Bajo, 06400 Don Benito, Badajoz, España",+34 645 29 03 93,http://www.inmobin.com/,4.9,73.0,es,Google reviews: 4.9* / 73,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06400
SERVICIOS INMOBILIARIOS CASTELAR ,"Pl. Emilio Castelar, 9, 06160 Barcarrota, Badajoz, España",+34 924 73 66 99,https://serviciosinmobiliarioscastelar.com/,5.0,2.0,es,Google reviews: 5* / 2,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06160
Punto Cero Construcción & Servicios inmobiliarios,"C. Vicente Delgado Algaba, 28, 06010 Badajoz, España",+34 638 46 74 85,https://www.instagram.com/puntoceroic?igsh=d2doYzVpd3RsMWR5,4.9,14.0,es,Google reviews: 4.9* / 14,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06010
Murillo's Real Estate,"Jacinta García Hernández, 13, 06011 Badajoz, España",+34 669 30 61 42,https://murillos.webnode.es/,4.7,16.0,es,Google reviews: 4.7* / 16,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06011
Inmober,"C. Francisco Guerra, 10, 06011 Badajoz, España",+34 924 25 57 48,http://www.inmober.es/,4.6,8.0,es,Google reviews: 4.6* / 8,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06011
NIROVENDE.es ,"Pl. de España, 7, 06120 Oliva de la Frontera, Badajoz, España",+34 699 77 87 26,https://nirovende.es/,4.9,10.0,es,Google reviews: 4.9* / 10,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06120
INLUMA Agencia Inmobiliaria,"C. Extremadura, 3, 06380 Jerez de los Caballeros, Badajoz, España",+34 924 75 05 19,http://www.inmobiliariainluma.com/,4.1,15.0,es,Google reviews: 4.1* / 15,OPERATIONAL,"('real_estate_agency', 'finance', 'consultant', 'point_of_interest', 'establishment')",06380
"Ronquillo, Inmobiliaria","06370 Burguillos del Cerro, Badajoz, España",+34 620 22 63 93,,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06370
Inmosur Inmobiliaria ,"C. Casimiro González, 3, 06380 Jerez de los Caballeros, Badajoz, España",+34 924 75 18 61,http://inmosurinmobiliaria.es/,5.0,1.0,es,Google reviews: 5* / 1,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06380
Arquined Inmobiliaria y Arquitectura,"P.º Pilarito, 3, 06340 Fregenal de la Sierra, Badajoz, España",+34 924 70 11 66,http://www.arquined.com/,4.2,9.0,es,Google reviews: 4.2* / 9,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06340
INMOBILIARIA JAVIER GARCIA,"Av. de la Constitución, 1, 06220 Villafranca de los Barros, Badajoz, España",+34 692 83 09 15,http://www.inmobiliariajaviergarcia.com/,4.9,111.0,es,Google reviews: 4.9* / 111,OPERATIONAL,"('real_estate_agency', 'point_of_interest', 'establishment')",06220
AGENCIA INMOBILIARIA CEGOCA,"CL. DANZAORES 2 DE, Virgen de la Salud, 06340 Fregenal de la Sierra, Badajoz, España",+34 924 70 13 61,http://www.inmobiliariacegoca.com/,4.9,13.0,es,Google reviews: 4.9* / 13,OPERATIONAL,"('real_estate_agency', 'consultant', 'point_of_interest', 'establishment')",06340
