name,address,international_phone_number,url,rating,reviews_count
IMMOBILY - GRUPPO IMMOBILIARE,"Via Vincenzo Lancia, 97, 10141 Torino TO, Italia",+39 011 339 1979,http://www.immobily.it/,4.7,23.0
Coldwell Banker Partners – Agenzia immobiliare Cit Turin,"Via Giuseppe Talucchi, 2, 10143 Torino TO, Italia",+39 011 387880,https://www.coldwellbankertorino.com/,4.9,87.0
Il Sestante – Agenzia Immobiliare Torino,"Via Pietro Palmieri, 34/bis, 10138 Torino TO, Italia",+39 011 067 5885,https://www.gruppoilsestante.it/,5.0,76.0
IMMOBILIARE ITALIA di Bloisi Alfredo,"C.so Orbassano, 104, 10136 Torino TO, Italia",+39 011 327 2342,http://www.immobiliareitalia.info/,4.9,436.0
RE/MAX Up,"Corso Giacomo Matteotti, 17, 10121 Torino TO, Italia",+39 011 046 2302,https://www.remax.it/up,4.8,117.0
IAD Network Immobiliare,"Piazza Statuto, 15, 10122 Torino TO, Italia",+39 011 528 0270,https://www.iad-italia.it/,4.8,96.0
Artecasa,"Via Sant'Ottavio, 38, 10124 Torino TO, Italia",+39 333 818 4507,https://www.artecasa.it/,5.0,55.0
Cochiba Immobiliare | Agenzia Immobiliare Torino Centro,"Corso Vinzaglio, 17/A, 10121 Torino TO, Italia",+39 340 982 3481,https://www.cochibaimmobiliare.it/,4.9,69.0
Gruppo Immobiliare Torino,"Via Roma, 101, 10123 Torino TO, Italia",+39 011 561 1568,https://www.gruppoimmobiliaretorino.it/,5.0,1.0
Royal Team Immobiliare,"Via Luigi Cibrario, 30bis, 10144 Torino TO, Italia",+39 011 454 9341,https://www.royalteam-immobiliare.it/,5.0,88.0
Sferacasa Agenzia Immobiliare,"Via S. Donato, 53 b, 10144 Torino TO, Italia",+39 011 437 9541,http://www.grupposferacasa.com/,4.9,78.0
Agenzia Immobiliare Tempocasa Torino - San Donato,"Via S. Donato, 16, 10144 Torino TO, Italia",+39 393 940 8128,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/845-torino-san-donato,4.9,267.0
Bonifacio Immobiliare,"Via Luigi Cibrario, 33 bis, 10143 Torino TO, Italia",+39 011 437 6253,https://www.immobiliare.it/agenzie-immobiliari/164688/studio-san-donato-torino/,4.8,57.0
ValutaCasa Immobiliare Studio Mr2 s.a.s.,"Via Venarìa, 49/C, 10148 Torino TO, Italia",+39 011 222 9807,https://www.valuta-casa.it/,4.2,45.0
Agenzia Immobiliare Tempocasa Torino - Crocetta/Stati Uniti,"Corso Germano Sommeiller, 31, 10128 Torino TO, Italia",+39 011 1948 2905,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/807-torino-crocettastati-uniti,4.8,323.0
Immobilis Pozzo Strada,"Via Monginevro, 195/h, 10141 Torino TO, Italia",+39 011 707 2626,https://immobilis.it/agenzia/immobilis-pozzo-strada/,4.9,87.0
Cenisia Immobiliare,"Via Rieti, 26, 10142 Torino TO, Italia",+39 393 922 0554,,4.3,11.0
Agenzia Immobiliare Tempocasa Torino - Aeronautica/Servais,"Via Asiago, 37, 10142 Torino TO, Italia",+39 011 385 0849,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/1001-torino-aeronauticaservais,4.9,350.0
Compagnia Immobiliare Grugliasco,"Viale A Gramsci, 58, 10095 Grugliasco TO, Italia",+39 011 408 1494,http://www.compagniaimmobiliare.to/,4.5,91.0
Solo Affitti Torino 6,"Corso Monte Cucco, 6/A, 10139 Torino TO, Italia",+39 011 263 8046,https://www.soloaffitti.it/agenzia/torino-6,4.2,129.0
Studiocasa,"Via Francesco Cigna, 6, 10152 Torino TO, Italia",+39 011 521 4190,https://www.immobiliare.it/agenzie-immobiliari/197355/studio-casa-torino/,4.2,38.0
Kate Steel Property,"Via Ferrante Aporti, 7, 10131 Torino TO, Italia",+39 333 528 1874,http://www.katesteel.it/,5.0,2.0
Tonus Immobiliare,"Via Susa, 2, 10100 Torino TO, Italia",+39 011 581 8147,http://www.tonusimmobiliare.it/,4.9,217.0
Studio Torino,"Via XX Settembre, 54, Scala ""A"" - Piano 1°, 10121 Torino TO, Italia",+39 011 1945 9406,http://www.studiotorino.it/,4.3,35.0
Davide Periolatto Agente Immobiliare,"Corso Fiume, 6, 10133 Torino TO, Italia",+39 349 820 1600,https://www.immobiliareazimut.it/ita/immobili/per-agente/5-Periolatto+Davide,5.0,146.0
Realto Associati,"Via Luigi Cibrario, 13, 10143 Torino TO, Italia",+39 345 549 5255,http://www.realtoimmobiliare.com/,4.8,5.0
qrYmmobiliare - Agenzia Immobiliare,"C.so Vittorio Emanuele II, 164, 10138 Torino TO, Italia",+39 335 664 6622,https://www.homezon.it/,2.6,5.0
NOVA Investimenti Immobiliari Spa,"Corso Unione Sovietica, 612/20, 10135 Torino TO, Italia",+39 011 340 2811,http://www.novaspa.to/,4.0,8.0
IMMOBILIARE REINA,"Via Asiago, 10, 10142 Torino TO, Italia",+39 011 064 0899,http://www.immobiliarereina.it/,5.0,3.0
Mauro Chiattone Immobiliare,"Via Roma, 101, 10123 Torino TO, Italia",+39 348 445 8100,https://www.gruppoimmobiliaretorino.it/,,
Affitto Privato,"Via Tripoli, 204, 10137 Torino TO, Italia",+39 351 264 3892,,,
Vianelli Immobili,"Via Vitaliano Donati, 29, 10121 Torino TO, Italia",+39 011 562 8613,http://www.vianelli-immobili.com/,4.3,41.0
FRIMM IO Immobiliare Ottaviani,"Via Vincenzo Gioberti, 65 c, 10128 Torino TO, Italia",+39 338 343 6238,http://www.ioimmobiliare.it/,4.9,37.0
Agenzia Immobiliare Grimaldi,"Via Luigi Cibrario, 73, 10143 Torino TO, Italia",+39 011 264 5914,https://www.immobiliareenola.com/,5.0,67.0
Gruppo Antonelliana - Solocasebelle,"Corso Re Umberto, 65, 10128 Torino TO, Italia",+39 011 596060,https://www.antonelliana.it/,4.3,57.0
Siape Immobiliare,"Via Stradella, 38, 10147 Torino TO, Italia",+39 348 531 6543,https://www.siapeimmobiliare.it/,5.0,25.0
Mediante - Vendi casa a Torino con oltre 900 agenzie immobiliari contemporaneamente,"Via Bernardino Luini, 115/b, 10149 Torino TO, Italia",+39 347 183 2901,https://www.facebook.com/mediante.to,4.3,28.0
Grimaldi Immobiliare Torino Santa Rita,"Via Barletta, 49/B, 10136 Torino TO, Italia",+39 011 320578,https://www.immobiliare.it/agenzie-immobiliari/7638/grimaldi-santarita/,4.9,97.0
Neovit Consulting Torino,"Via Stradella, 38, 10147 Torino TO, Italia",+39 391 337 9881,http://www.siapeimmobiliare.it/,3.2,13.0
Studio Abytare Santa Rita - Agenzia Immobiliare Torino *****,"Corso Sebastopoli, 214/d, 10136 Torino TO, Italia",+39 011 324 8017,https://www.immobiliare.it/agenzie-immobiliari/10064/abytare-torino-santa-rita/,4.9,203.0
Simply Home,"Via Gradisca, 92a, 10137 Torino TO, Italia",+39 011 036 3967,https://www.simplyhometorino.com/,4.9,99.0
Studio Immobiliare Marino Andrea,"Corso Sebastopoli, 253, 10137 Torino TO, Italia",+39 011 1976 5728,,4.9,32.0
CASALAND | Agenzia Immobiliare Torino,"Via Tripoli, 102, 10137 Torino TO, Italia",+39 011 579 3885,https://www.casaland.it/,4.9,46.0
MY HOME TORINO,"Corso Giovanni Agnelli, 109, 10135 Torino TO, Italia",+39 351 300 2522,https://agenzia-immobiliare-sicu-mze4yhc.gamma.site/la-tua-casa-a-torino,4.8,64.0
Affiliato Tecnocasa Studio Santa Rita 1 S.A.S.,"Via Barletta, 121/A, 10136 Torino TO, Italia",+39 011 329 8200,https://torino11.tecnocasa.it/,4.9,62.0
Torino Case - agenzia Santa Rita,"Corso Sebastopoli, 219, 10137 Torino TO, Italia",+39 011 327 9543,http://www.torinocaseimmobiliare.it/,4.8,237.0
Affiliato Tecnocasa Rehouse S.R.L.,"Via Barletta, 37/E, 10136 Torino TO, Italia",+39 011 1977 1223,https://torino58.tecnocasa.it/,4.6,46.0
Gabetti Santa Rita Mirafiori Nord Torino,"Corso Sebastopoli, 243/C, 10137 Torino TO, Italia",+39 011 329 4268,https://www.gabettisantaritapozzostrada.it/,4.5,100.0
TORINO Consulenze Immobiliari,"Via Tripoli, 102, 10137 Torino TO, Italia",+39 011 1950 7982,http://www.torinoconsulenzeimmobiliari.it/,4.9,9.0
"Nuovo Progetto Immobiliare - C.so Cosenza, 40, Consulente Immobiliare Torino per la vendita di case","Corso Cosenza, 40, 10137 Torino TO, Italia",+39 011 459 1632,https://www.nuovoprogettoimmobiliare.com/,5.0,25.0
Agenzia Immobiliare Tempocasa Torino - Città/Giardino,"Via Guido Reni, 115b, 10137 Torino TO, Italia",+39 011 1991 1763,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/981-torino-cittagiardino,5.0,786.0
Agenzia Immobiliare Tempocasa Torino - Santa Rita/Mirafiori Nord,"Via Gorizia, 198/c, 10137 Torino TO, Italia",+39 011 1964 6172,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/998-torino-santa-ritamirafiori-nord,4.9,136.0
GIGLIO HOME IMMOBILIARE,"Via Tunisi, 61/A, 10134 Torino TO, Italia",+39 011 301 7953,http://www.gigliohomeimmobiliare.it/,4.9,159.0
Gabetti Franchising Torino Lingotto Traiano,"Corso Giovanni Agnelli, 66, 10137 Torino TO, Italia",+39 011 446 0247,https://www.gabetti.it/agenzia/torino-lingotto,4.3,24.0
TraianoCasa Immobiliare - Real Estate Agency,"Corso Traiano, 13/A, 10135 Torino TO, Italia",+39 011 019 2236,,4.2,10.0
Immobiliare Bramante,"Corso Bramante, 6/B, 10134 Torino TO, Italia",+39 011 301 7407,http://www.immobiliarebramante.it/,4.5,36.0
Agenzia Immobiliare Tempocasa Torino - Lingotto/Filadelfia,"Via Giordano Bruno, 202, 10134 Torino TO, Italia",+39 011 1985 9375,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/1002-torino-lingottofiladelfia,4.8,120.0
HOME IMMOBILIARE,"Via S. Dalmazzo, 24, 10122 Torino TO, Italia",,https://www.home-immobiliare.it/,5.0,22.0
Affiliato Tecnocasa Rj Real Estate S.N.C.,"Via Pietro Francesco Guala, 109/A, 10135 Torino TO, Italia",+39 011 1958 3238,https://torino65.tecnocasa.it/,4.8,13.0
RE/MAX Vivere,"Piazza Giovanni dalle Bande Nere, 9, 10132 Torino TO, Italia",+39 011 043 8853,https://www.remax.it/vivere,4.1,16.0
Debiti & Immobili,"Via Vincenzo Vela, 45, 10128 Torino TO, Italia",+39 800 090 286,https://www.debitieimmobili.it/,5.0,13.0
Studio Vercelli Immobiliare,"Corso Dante, 63, 10126 Torino TO, Italia",+39 011 360000,http://www.studiovercelli.it/,4.3,48.0
Turincase S.r.l. - Agenzia Immobiliare Torino,"Corso Giacomo Matteotti, 39, 10121 Torino TO, Italia",+39 011 740075,http://www.turincase.com/,4.5,13.0
Nuovi Spazi di Mariacristina Foglio,"Via Roma, 50, 10025 Pino Torinese TO, Italia",+39 393 304 0075,http://www.nuovispazimmobiliare.com/,4.5,6.0
Immobiliare Iatì,"Piazza Giuseppe Failla, 3/B, 10024 Moncalieri TO, Italia",+39 011 640 6638,http://www.immobiliareiati.it/,4.0,15.0
NEXT Real Estate and Insurance,"Via Vincenzo Gioberti, 38, Via Giuseppe Mazzini, 50, 10128 Torino TO, Italia",+39 011 437 1835,http://nextimmobiliare.com/,5.0,46.0
Rubiolo Immobiliare sas di Architetto Gianluca Rubiolo e C.,"C.so Francia, 124, 10143 Torino TO, Italia",+39 011 751826,https://www.rubioloimmobiliare.com/,4.8,132.0
LT CONSULENZE IMMOBILIARI,"Via Belfiore, 61bis/B/61bis/B, 10126 Torino TO, Italia",+39 345 168 1235,https://www.ltconsulenzeimmobiliari.it/,4.2,42.0
Studio Gran Madre Agenzia Immobiliare,"Corso Moncalieri, 1/d, 10133 Torino TO, Italia",+39 011 819 4018,https://www.studiogranmadre.com/,4.7,117.0
Agenzia immobiliare Tempocasa Torino - Regio Parco/Rossini,"Corso Regio Parco, 24/I, 10153 Torino TO, Italia",+39 351 282 7952,https://tempocasa.it/,4.9,185.0
Agenzia Immobiliare Tempocasa Torino - Gran Madre/Cavoretto,"Corso Casale, 48bis, 10131 Torino TO, Italia",+39 011 1932 0858,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/1065-torino-gran-madrecavoretto,4.7,35.0
Alberto Parri S.R.L,"Via Umberto Cosmo, 17, 10131 Torino TO, Italia",+39 011 819 2569,,4.5,8.0
Rubiolo Immobiliare S.A.S,"C.so Francia, 124, 10143 Torino TO, Italia",,https://www.rubioloimmobiliare.com/,,
Dimensionecasa Ag. San Salvario - Centro,"Via Nizza, 66/A, 10126 Torino TO, Italia",+39 011 669 8760,http://www.dimensionecasatorino.it/,4.7,64.0
Tempocasa Torino - Nizza Millefonti,"Piazza Giosuè Carducci, 134b, 10126 Torino TO, Italia",+39 347 039 3091,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/788-torino-nizzamillefonti,4.8,166.0
Immobiliare Lingotto Fiere S.A.S.,"Via Genova, 73/I, 10127 Torino TO, Italia",+39 011 639 5254,,4.5,29.0
Vendocasa Torino Lingotto,"Via Arnaldo da Brescia, 9C, 10134 Torino TO, Italia",+39 329 632 2519,https://gruppovendocasa.it/,4.1,84.0
Promocasa,"Corso Traiano, 11, 10135 Torino TO, Italia",+39 011 303 2431,,4.5,42.0
Promocasa,"Via Montevideo, 16, 10134 Torino TO, Italia",+39 377 027 7335,http://www.promocasaweb.it/,4.8,38.0
GOLDENCASA IMMOBILIARE,"Via Monginevro, 132/b, 10141 Torino TO, Italia",+39 392 334 6365,http://www.goldencasaimmobiliare.it/,4.5,51.0
Metrocase,"Corso Traiano, 50, 10135 Torino TO, Italia",,https://metrocase.it/,,
Professionecasa Gruppo Sigismondi,"Via Vittorio Asinari di Bernezzo, 117, 10146 Torino TO, Italia",+39 011 772 3100,https://www.professionecasa.it/agenzia/torino-parella,4.8,19.0
Grande Immobiliare,"Corso Re Umberto, 1, 10121 Torino TO, Italia",+39 011 1982 2463,http://grandeimmobiliare.it/,5.0,247.0
Affiliato Tecnocasa Studio Chierese S.A.S.,"Via Vittorio Emanuele II, 59/L, 10023 Chieri TO, Italia",+39 011 940 0968,https://chieri2.tecnocasa.it/,4.9,158.0
Studio Italia servizi immobiliari,"Via S Paolo, 18, 10138 Torino TO, Italia",+39 333 280 2568,,3.0,2.0
Marco Mecca Immobiliare,"Via Monginevro, 92, 10141 Torino TO, Italia",+39 011 349 0742,http://www.marcomeccaimmobiliare.it/,4.9,125.0
Immobiliare QS s.r.l.,"Corso Quintino Sella, 78, 10132 Torino TO, Italia",+39 011 819 8880,http://immobiliareqs.com/,4.9,51.0
Rexer,"Via Santa Teresa, 1N, 10121 Torino TO, Italia",,,5.0,19.0
GRUPPO IDEA,"Via Bibiana, 88, 10147 Torino TO, Italia",+39 011 067 7788,http://gruppoideaborgovittoria.it/,4.4,12.0
REXER,"C.so Francia, 161, 10139 Torino TO, Italia",+39 800 444 222,https://www.rexer.it/,3.8,4.0
Ab Case Di Buonadonna Vitantonio,"C.so Vittorio Emanuele II, 197, 10139 Torino TO, Italia",+39 335 607 9993,http://www.abcase.it/,4.3,6.0
Affiliato Tecnorete Immobiliare Ad San Paolo,"Via Monginevro, 51 bis/c, 10139 Torino TO, Italia",+39 011 382 7250,https://torino51.tecnorete.it/,4.6,9.0
Agenzia immobiliare Tempocasa Torino - Cenisia,"Corso Racconigi, 32 bis, 10139 Torino TO, Italia",+39 011 1950 0670,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/688-torino-cenisia,4.9,608.0
Idea Gold Immobiliare,"Piazza Pasquale Villari, 2, 10149 Torino TO, Italia",+39 011 074 5981,,,
Immobiliare REGIO PARCO,"Via Giambattista Pergolesi, 176, A, 10154 Torino TO, Italia",+39 011 242 6049,http://www.immobiliareregioparco.it/,4.5,19.0
Agenzia Immobiliare Tempocasa Torino Cit Turin,"C.so Francia, 9F, 10138 Torino TO, Italia",+39 011 1948 7697,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/764-torino-cit-turin,4.8,241.0
ITALIANA KASE STUDIO S.M. 10 SAS,"Via Martiri della Libertà, 67, 10099 San Mauro Torinese TO, Italia",+39 011 1875 4534,http://www.italianakase.com/,4.9,99.0
Affiliato Tecnocasa Ag S.R.L.,"Corso Giuseppe Siccardi, 15/C, 10123 Torino TO, Italia",+39 011 415 7130,https://torino77.tecnocasa.it/,4.9,38.0
Agenzia Immobiliare Tempocasa Torino - Centro,"Via Carlo Alberto, 49, 10123 Torino TO, Italia",+39 011 1921 0484,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/1186-torino-centro,4.9,173.0
Casa Mia snc,"Via Gioachino Rossini, 23, 10124 Torino TO, Italia",+39 375 640 9288,http://www.casamiatorino.it/,4.9,356.0
Agenzia Immobiliare Tempocasa Torino - Borgo San Paolo,"Corso Carlo e Nello Rosselli, 89/B, 10129 Torino TO, Italia",+39 338 143 7916,https://tempocasa.it/it/agenzie-immobiliari/torino/torino/722-torino-borgo-san-paolo,4.8,376.0
MI CASA Immobiliare Torino,"Via Dante Di Nanni, 75/a, 10139 Torino TO, Italia",+39 011 434 4431,https://sites.google.com/view/mi-casa-immobiliare/,4.6,60.0
